original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
68,StdMoE-B,3,0.3304,0.4535,1233,417,4.468,39.9
75,StdMoE-B,3,0.2477,0.4152,2379,975,6.328,13.9
157,StdMoE-B,3,0.3140,0.4866,3184,1371,6.781,8.3
57,StdMoE-B,3,0.1110,0.3514,958,125,2.988,89.0
123,StdMoE-B,3,0.2570,0.4529,1193,51,1.730,97.2
188,StdMoE-B,3,0.1334,0.3686,3495,438,3.702,56.2
197,StdMoE-B,3,0.2240,0.4102,2471,934,6.326,13.9
231,StdMoE-B,3,0.1115,0.3362,4632,118,0.859,97.5
224,StdMoE-B,3,0.2851,0.2893,3446,28,0.688,99.4
246,StdMoE-B,3,0.0524,0.3350,2857,1129,6.525,9.9
194,StdMoE-B,3,0.2950,0.4065,4445,137,1.002,97.2
178,StdMoE-B,3,0.0907,0.3326,3645,1237,6.526,8.8
29,StdMoE-B,3,0.8929,0.1871,3200,134,1.216,96.2
49,StdMoE-B,3,0.0724,0.3479,1781,64,1.190,96.5
69,StdMoE-B,3,0.2224,0.3799,3317,1218,6.238,13.9
8,StdMoE-B,3,0.4052,0.3853,2598,487,5.091,25.4
251,StdMoE-B,3,0.3393,0.4523,4335,1722,6.974,4.4
79,StdMoE-B,3,0.3500,0.4636,2650,1245,6.745,7.1
38,StdMoE-B,3,0.4585,0.2386,1435,624,6.080,17.6
175,StdMoE-B,3,0.3159,0.4460,1373,620,5.888,21.7
138,StdMoE-B,3,0.1775,0.3087,4169,283,1.810,89.3
220,StdMoE-B,3,0.1296,0.3059,1892,933,6.500,13.5
106,StdMoE-B,3,0.1471,0.3638,4059,81,1.028,98.3
161,StdMoE-B,3,0.3569,0.4565,4889,1667,6.851,5.6
211,StdMoE-B,3,0.1489,0.4238,2754,325,3.676,59.3
93,StdMoE-B,3,0.2071,0.3773,2324,412,4.669,23.1
72,StdMoE-B,3,0.3357,0.4620,2583,1351,6.831,9.8
111,StdMoE-B,3,0.1739,0.4464,3121,395,3.985,18.8
102,StdMoE-B,3,0.4561,0.3064,2472,84,0.839,96.8
53,StdMoE-B,3,0.2616,0.4067,2710,47,1.291,99.2
120,StdMoE-B,3,0.1064,0.3632,2727,285,3.253,64.4
43,StdMoE-B,3,0.1022,0.3174,2260,399,3.784,66.4
44,StdMoE-B,3,0.2782,0.4662,2752,457,4.895,44.9
112,StdMoE-B,3,0.2292,0.3452,2093,682,5.894,19.4
228,StdMoE-B,3,0.3430,0.3285,3078,411,4.857,38.5
26,StdMoE-B,3,0.4680,0.3829,1969,285,4.723,25.9
190,StdMoE-B,3,0.1615,0.4106,2864,255,3.513,70.1
27,StdMoE-B,3,0.2833,0.3783,2826,1132,6.341,10.2
83,StdMoE-B,3,0.4887,0.3029,2812,793,6.004,12.1
104,StdMoE-B,3,0.4920,0.2629,1669,227,3.648,74.4
245,StdMoE-B,3,0.2833,0.4108,2382,258,2.515,89.5
89,StdMoE-B,3,0.2623,0.4316,2691,1116,6.461,12.8
46,StdMoE-B,3,0.1492,0.4218,3791,1468,6.764,6.0
217,StdMoE-B,3,0.2375,0.3631,2325,957,6.224,12.2
18,StdMoE-B,3,0.3065,0.4487,1942,899,6.378,16.4
40,StdMoE-B,3,0.1364,0.3011,1404,186,3.550,88.7
126,StdMoE-B,3,0.0938,0.3643,2446,1159,6.663,8.2
233,StdMoE-B,3,0.3228,0.4454,1207,771,6.380,21.7
135,StdMoE-B,3,0.1079,0.3552,3491,247,3.312,79.3
63,StdMoE-B,3,0.2255,0.4352,4248,1544,6.786,6.2
42,StdMoE-B,3,0.1486,0.4347,3606,110,2.031,93.0
253,StdMoE-B,3,0.2911,0.4286,2431,1223,6.777,9.4
39,StdMoE-B,3,0.1757,0.4202,2255,426,3.859,47.5
19,StdMoE-B,3,0.3243,0.4390,4054,1571,6.775,9.7
199,StdMoE-B,3,0.0584,0.3393,1797,65,1.239,97.3
12,StdMoE-B,3,0.3398,0.4559,3414,1137,6.364,9.2
213,StdMoE-B,3,0.1774,0.3924,1051,157,3.750,87.9
82,StdMoE-B,3,0.2741,0.4378,3810,1137,6.413,8.9
35,StdMoE-B,3,0.1121,0.3267,968,75,1.878,93.8
76,StdMoE-B,3,0.3339,0.3964,5008,31,0.582,99.5
34,StdMoE-B,3,0.2229,0.3798,1343,496,5.400,27.4
3,StdMoE-B,3,0.2213,0.4008,2398,659,5.391,22.0
152,StdMoE-B,3,0.2760,0.4283,2247,1381,6.990,8.5
21,StdMoE-B,3,0.1155,0.3877,521,37,2.244,95.2
5,StdMoE-B,3,0.0640,0.3196,646,46,1.158,93.7
96,StdMoE-B,3,0.5345,0.2737,2455,163,2.495,93.5
80,StdMoE-B,3,0.1501,0.4372,1102,69,2.354,95.0
24,StdMoE-B,3,0.2873,0.2883,2753,97,1.171,96.9
70,StdMoE-B,3,0.3349,0.4586,2888,1368,6.768,9.7
154,StdMoE-B,3,0.1853,0.3826,619,129,3.578,81.1
127,StdMoE-B,3,0.2807,0.3061,966,350,5.005,47.5
74,StdMoE-B,3,0.3246,0.4346,2107,882,5.924,28.2
