original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
143,SRA-B,2,0.2358,0.4261,531,295,5.307,40.3
66,SRA-B,2,0.1510,0.4059,3722,704,5.317,10.3
16,SRA-B,2,0.1340,0.4041,2095,764,6.103,15.5
58,SRA-B,2,0.1815,0.3559,2003,622,5.747,15.8
238,SRA-B,2,0.1772,0.4138,3575,841,5.990,13.2
9,SRA-B,2,0.1442,0.3514,2635,841,6.170,13.5
235,SRA-B,2,0.0617,0.3372,3749,316,3.550,70.9
28,SRA-B,2,0.1944,0.4146,1274,96,2.252,93.2
94,SRA-B,2,0.1729,0.4039,2968,24,0.298,99.3
72,SRA-B,2,0.4710,0.6006,1645,138,4.036,84.0
217,SRA-B,2,0.4428,0.2775,2086,1030,6.464,17.5
20,SRA-B,2,0.2530,0.3567,2229,467,5.091,28.2
213,SRA-B,2,0.5235,0.2443,31,4,0.932,93.5
226,SRA-B,2,0.1005,0.4369,622,68,2.768,91.3
214,SRA-B,2,0.1421,0.3825,2162,44,0.903,98.5
77,SRA-B,2,0.1883,0.4001,3442,1070,6.281,8.2
99,SRA-B,2,0.2308,0.3436,1839,278,4.330,47.0
21,SRA-B,2,0.1093,0.3353,1084,120,2.922,91.7
105,SRA-B,2,0.2225,0.3510,3299,1241,6.559,7.9
96,SRA-B,2,0.2676,0.4402,3924,402,4.830,47.3
126,SRA-B,2,0.0958,0.3351,3555,1474,6.894,6.4
193,SRA-B,2,0.1244,0.3678,4448,86,2.729,96.6
237,SRA-B,2,0.1960,0.4424,4000,709,5.708,8.3
208,SRA-B,2,0.2459,0.3011,24334,312,0.656,5.2
81,SRA-B,2,0.1961,0.3167,2817,1273,6.723,8.2
160,SRA-B,2,0.1160,0.3447,3743,1071,6.266,10.0
44,SRA-B,2,0.1828,0.3190,2725,839,6.097,10.4
26,SRA-B,2,0.2681,0.3938,3402,40,1.253,99.1
1,SRA-B,2,0.2478,0.3038,1389,96,2.763,95.1
183,SRA-B,2,0.2378,0.2662,3440,1361,6.724,7.9
242,SRA-B,2,0.3925,0.3146,2043,495,5.187,39.6
236,SRA-B,2,0.4231,0.2761,3214,625,5.049,25.9
7,SRA-B,2,0.1486,0.3292,970,135,3.508,87.9
80,SRA-B,2,0.2723,0.4031,755,375,5.484,45.4
63,SRA-B,2,0.4250,0.3071,1803,33,1.272,98.9
116,SRA-B,2,0.1294,0.3762,1986,773,6.084,16.6
49,SRA-B,2,0.2310,0.3777,1327,732,6.111,21.9
32,SRA-B,2,0.2154,0.4047,1771,304,4.645,51.2
231,SRA-B,2,0.0795,0.2989,1465,50,0.845,97.1
170,SRA-B,2,0.3324,0.2795,1010,76,2.071,93.2
162,SRA-B,2,0.2457,0.4016,5157,1382,6.511,6.5
130,SRA-B,2,0.2039,0.3551,536,70,2.835,89.4
