original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
249,SRA-B,0,0.7492,0.2372,1740,781,6.020,17.4
14,SRA-B,0,0.2346,0.0000,4237,137,4.056,83.1
131,SRA-B,0,0.1080,0.3578,138,26,2.031,84.8
190,SRA-B,0,0.2642,0.3229,5786,1142,6.159,14.6
24,SRA-B,0,0.1691,0.4029,150,22,1.665,86.0
175,SRA-B,0,0.2653,0.4418,1082,92,2.812,94.3
225,SRA-B,0,0.3514,0.3645,5642,904,5.968,18.0
28,SRA-B,0,0.5173,0.3011,7339,2566,7.330,3.8
36,SRA-B,0,0.3117,0.4227,1337,134,3.800,88.4
62,SRA-B,0,0.0413,0.3055,192,34,2.695,84.4
69,SRA-B,0,0.1799,0.3531,4414,478,5.239,21.7
78,SRA-B,0,0.3439,0.4560,2503,37,1.864,99.3
243,SRA-B,0,0.1169,0.4226,1211,37,1.263,97.6
13,SRA-B,0,0.3089,0.4268,69,3,0.262,94.2
29,SRA-B,0,0.1872,0.4208,6590,104,3.784,89.4
214,SRA-B,0,0.4203,0.0000,3745,296,4.750,9.0
