original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
20,StdMoE-B,2,0.4724,0.2884,2291,298,3.914,33.2
101,StdMoE-B,2,0.1432,0.3380,2830,1133,6.562,9.3
92,StdMoE-B,2,0.1609,0.3627,2930,799,5.688,12.1
128,StdMoE-B,2,0.3106,0.4377,2319,930,6.352,16.3
187,StdMoE-B,2,0.3533,0.3149,1626,179,3.835,67.0
236,StdMoE-B,2,0.2424,0.4211,2903,920,6.102,18.4
207,StdMoE-B,2,0.3816,0.3596,2691,43,2.269,99.2
81,StdMoE-B,2,0.3904,0.2851,3827,87,2.252,98.1
162,StdMoE-B,2,0.0977,0.3279,2487,1078,6.549,10.7
44,StdMoE-B,2,0.0794,0.3859,941,15,0.511,99.0
26,StdMoE-B,2,0.0902,0.3605,3739,957,6.098,17.9
1,StdMoE-B,2,0.2728,0.3480,1580,630,5.920,24.7
183,StdMoE-B,2,0.1260,0.4198,2193,101,3.084,92.8
244,StdMoE-B,2,0.4251,0.2868,1664,927,6.547,15.3
235,StdMoE-B,2,0.1928,0.4398,2475,431,5.121,16.3
10,StdMoE-B,2,0.4504,0.2509,3099,12,0.342,99.7
79,StdMoE-B,2,0.1699,0.3234,1738,526,5.747,14.2
60,StdMoE-B,2,0.1866,0.3746,1662,134,3.053,93.4
111,StdMoE-B,2,0.3455,0.3793,60109,61,0.344,99.9
46,StdMoE-B,2,0.0879,0.3023,2160,110,2.741,96.3
32,StdMoE-B,2,0.2962,0.4347,2452,802,5.787,21.7
228,StdMoE-B,2,0.2653,0.3538,2537,280,4.658,36.5
175,StdMoE-B,2,0.3255,0.2928,1408,39,2.036,98.1
165,StdMoE-B,2,0.0574,0.3159,2618,832,6.072,12.4
131,StdMoE-B,2,0.1318,0.3518,1374,85,1.940,95.3
