original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
51,SRA-B,3,0.3072,0.3684,3886,573,4.641,50.6
217,SRA-B,3,0.1761,0.3713,4385,180,2.471,83.4
17,SRA-B,3,0.1608,0.3382,3953,1572,6.862,9.0
42,SRA-B,3,0.2205,0.4322,3,3,1.099,100.0
120,SRA-B,3,0.2540,0.4338,2480,841,6.140,14.7
233,SRA-B,3,0.1442,0.3974,1411,134,2.537,92.3
126,SRA-B,3,0.4648,0.5157,2993,1024,6.287,13.3
62,SRA-B,3,0.2106,0.4343,983,288,3.807,71.7
44,SRA-B,3,0.1581,0.3352,3017,1359,6.780,10.6
252,SRA-B,3,0.2704,0.3128,2373,219,2.644,91.1
37,SRA-B,3,0.2595,0.3536,3189,1369,6.794,9.0
19,SRA-B,3,0.0721,0.3471,10,5,1.228,60.0
205,SRA-B,3,0.0800,0.3655,1745,45,0.871,97.9
12,SRA-B,3,0.1990,0.3357,2988,1038,5.960,9.0
213,SRA-B,3,0.0890,0.3946,14,5,1.215,78.6
87,SRA-B,3,0.0977,0.3011,3167,1501,6.715,10.2
32,SRA-B,3,0.1056,0.3499,2341,836,6.111,16.2
83,SRA-B,3,0.2826,0.3833,5558,593,2.850,70.4
28,SRA-B,3,0.1221,0.4120,922,121,3.431,90.5
1,SRA-B,3,0.2906,0.4502,10,8,2.025,100.0
147,SRA-B,3,0.1307,0.3443,3063,1659,7.103,6.9
20,SRA-B,3,0.2243,0.3272,29015,936,0.853,92.5
6,SRA-B,3,0.1335,0.2774,2382,207,4.138,71.9
96,SRA-B,3,0.2106,0.3027,3877,367,2.588,41.2
85,SRA-B,3,0.2919,0.6632,2757,267,3.512,70.0
21,SRA-B,3,0.2801,0.3425,1271,126,2.462,91.1
73,SRA-B,3,0.1489,0.3961,6420,669,3.983,7.2
156,SRA-B,3,0.1634,0.4113,2707,458,4.286,53.9
125,SRA-B,3,0.1611,0.4180,3878,461,3.749,24.1
77,SRA-B,3,0.1873,0.3278,1053,88,1.745,92.7
