expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic
E014,3236,404,avoid(6.06); Upon(6.06); recalled(6.06); Before(6.06); despite(6.06); Despite(6.06); After(6.06); before(5.95); without(5.94); after(5.78); By(5.76); difficulty(5.74); meets(5.71); resented(5.64); tried(5.64); missed(5.57); intersects(5.53); Since(5.47); began(5.44); While(5.38); recommended(5.32); ceased(5.32); Once(5.32); begins(5.32); upon(5.30); Following(5.24); trouble(5.06); Under(5.06); suggested(5.06); Finally(5.06); attempting(5.06); About(5.06); since(5.06); denied(4.83); finally(4.68); becomes(4.60); following(4.53); started(4.41); successfully(4.32); stop(4.32); considered(4.30); On(4.27); continued(4.27); while(4.20); resumed(4.18); attempted(4.18); continues(4.15); until(4.12); proposed(4.06); CR(3.92),29.4,4.368,,,
E015,4014,947,Officials(5.75); VanDerWerff(5.75); Ebert(5.75); Republicans(5.75); Reviewers(5.75); developers(5.75); openly(5.75); explicitly(5.75); Administration(5.75); IGN(5.75); Critics(5.48); MGM(5.42); Appeals(5.42); Weaver(5.42); Rowling(5.33); Keller(5.33); Divisions(5.33); MDOT(5.33); Eno(5.26); publicly(5.26); Council(5.23); arty(5.22); Cooke(5.19); NME(5.16); judge(5.16); Germans(5.16); Sega(5.16); parents(5.16); He(5.13); Mongols(5.12); Clinton(5.11); ators(5.09); Democrats(5.09); who(5.09); conspirators(5.05); Beckham(5.04); NASCAR(5.04); embassy(5.01); Police(5.01); reviewer(5.01); Caldwell(5.01); Stone(5.01); Committee(5.01); Goebel(5.01); consequently(5.01); he(4.99); Assembly(4.97); emperor(4.96); subsequently(4.95); always(4.94),19.9,5.664,,,
E016,1077,58,"($(7.64); ((7.52); (""(6.97); sometimes(5.53); —(5.16); now(4.32); [(4.28); /(4.07); –(3.85); ;(2.72); or(2.57); :(2.41); "".(2.18); ).(2.13); also(1.99); ,(1.77); .(1.71); on(1.57); is(0.74); from(0.29); ""(0.16); as(-0.27); to(-1.11); '(-1.13); in(-1.61); of(-2.01); and(-2.65)",96.6,1.716,,,
E017,1713,539,Samp(6.97); Gau(6.97); Voor(6.97); Lom(6.97); Jab(6.97); Wyn(6.97); Rut(6.97); Bly(6.97); Bian(6.97); Hes(6.97); Dry(6.97); Tet(6.97); Butter(6.97); Cly(6.97); Lak(6.97); Rum(6.97); Honey(6.97); Mau(6.97); Kur(6.97); Sac(6.97); Fro(6.97); Tul(6.97); Bas(6.97); Mun(6.97); Wat(6.97); Dol(6.97); Sab(6.97); Ol(6.97); Kirk(6.97); Ey(6.97); Bes(6.97); Bour(6.97); Dak(6.97); Ty(6.97); Ir(6.97); Bal(6.97); Tor(6.97); Haw(6.97); Bar(6.97); Mad(6.97); Sy(6.97); Bur(6.97); Val(6.97); Mil(6.97); Pet(6.97); Lar(6.97); Kin(6.97); Somer(6.97); Bou(6.97); Lau(6.97),19.3,5.612,,,
E018,2897,618,1840s(6.22); 230(6.22); 1860(6.22); 1819(6.22); 1909(6.22); 1903(6.22); 1928(6.22); 1925(6.22); 1893(6.22); 1899(6.22); 1958(6.22); 1935(6.22); 1936(6.22); 1970s(6.22); 1975(6.22); 1946(6.22); Awards(6.22); November(6.17); 1900(6.12); October(6.10); 1942(6.01); 83(5.99); 1948(5.95); 1938(5.95); spring(5.95); 1937(5.95); 2002(5.95); December(5.93); 1965(5.93); 1941(5.93); August(5.92); July(5.91); 1986(5.89); 1911(5.89); 1890(5.89); 1919(5.89); winter(5.89); 1920(5.89); 1984(5.84); March(5.82); 1940(5.80); 1907(5.80); 1804(5.80); 1950s(5.80); 1954(5.80); 1957(5.80); 1977(5.80); 1920s(5.80); 1884(5.80); 1910(5.77),18.5,5.624,,,
E019,2455,1036,Faire(6.46); Esk(6.46); Graves(6.46); Rex(6.46); Box(6.46); Stock(6.46); Kings(6.46); Kirk(6.46); Iron(6.46); Red(6.46); Land(6.46); Life(6.46); Hard(6.46); Swan(6.46); Lamb(6.46); Wake(6.46); Bard(6.46); Button(6.46); Egg(6.46); Confessions(6.46); Hood(6.46); Money(6.46); Body(6.46); Dragon(6.46); Grey(6.46); Warren(6.46); Horn(6.46); Rain(6.46); Ministry(6.46); Space(6.46); Fire(6.46); Child(6.46); Hop(6.46); Walk(6.46); Master(6.46); Hart(6.46); Sky(6.46); Mind(6.46); Boat(6.46); Lang(6.46); Hammer(6.46); Butter(6.46); Zoo(6.46); Cold(6.46); Flight(6.46); Movie(6.46); Dall(6.46); Kiss(6.46); Letter(6.46); Pine(6.46),10.2,6.490,,,
E020,2972,127,"Yet(6.18); );(6.18); "";(6.18); but(6.03); although(6.01); Shortly(5.86); ;(5.85); Even(5.76); though(5.56); But(5.55); Soon(5.44); thus(5.37); Although(5.03); and(5.03); while(4.83); Though(4.72); ultimately(4.59); however(4.56); However(4.25); where(3.98); so(3.90); ,""(3.86); shortly(3.68); then(2.90); even(2.72); :(2.40); later(2.32); when(2.19); only(2.08); ,(1.67); again(1.50); that(1.48); also(1.38); which(0.98); time(0.16); had(-0.49); as(-1.15); with(-1.60); was(-2.46)",96.0,1.943,,,
E021,3515,1175,Lambert(5.94); Memphis(5.94); Landing(5.94); Brisbane(5.94); Ferry(5.94); Halifax(5.94); Trenton(5.94); Willow(5.94); Superior(5.94); Hurley(5.94); Melbourne(5.94); dale(5.94); Boston(5.94); una(5.94); Philadelphia(5.94); oes(5.94); Somer(5.94); Victory(5.94); Cedar(5.94); Canyon(5.94); Springs(5.94); Crystal(5.94); aba(5.94); Peru(5.94); ington(5.94); Aberdeen(5.94); Florence(5.94); Delta(5.94); gon(5.94); stown(5.94); Newark(5.94); Birmingham(5.94); Norfolk(5.94); Harbor(5.94); Ottawa(5.94); Ontario(5.94); Petersburg(5.94); Powers(5.94); Dayton(5.94); Township(5.94); Penn(5.94); Cardiff(5.94); mont(5.94); Portland(5.94); Delaware(5.94); Warren(5.94); Christchurch(5.94); ux(5.94); Riverside(5.94); Wayne(5.94),9.0,6.441,,,
E022,3024,1187,ame(6.15); Concert(6.15); Name(6.15); Soldier(6.15); Ace(6.15); Virtual(6.15); Prime(6.15); Night(6.15); Doctor(6.15); Mean(6.15); Chief(6.15); Supreme(6.15); Special(6.15); Beautiful(6.15); Jazz(6.15); entitled(6.15); igo(6.15); Brother(6.15); Article(6.15); Research(6.15); Junior(6.15); Against(6.15); IN(6.15); Dragon(6.15); OC(6.15); Picture(6.15); Family(6.15); Boss(6.15); Floor(6.15); Exit(6.15); Commanding(6.15); Greatest(6.15); Internal(6.15); Easy(6.15); Half(6.15); Regional(6.15); Active(6.15); Confessions(6.15); Ancient(6.15); Impact(6.10); No(6.06); Vice(6.04); Home(6.00); Holby(5.98); Victory(5.89); Samoa(5.89); Master(5.89); Training(5.87); Sonic(5.84); psilon(5.83),13.1,6.542,,,
E023,1524,280,kilometer(7.14); pounder(7.14); pound(7.14); yd(7.14); kg(7.14); metres(7.14); inches(7.14); lb(7.14); kilometres(7.14); acre(7.14); knots(7.14); inch(7.14); %(7.14); cm(7.14); miles(7.11); mm(7.06); feet(7.04); percent(6.99); ′(6.99); mph(6.96); ″(6.95); tons(6.95); mi(6.90); °(6.90); mile(6.88); km2(6.82); minutes(6.80); radius(6.56); lane(6.52); seconds(6.41); m2(6.41); acres(6.41); km(6.31); ft(6.30); )(6.16); laps(6.14); minute(6.14); vehicles(6.14); span(5.92); diameter(5.92); lanes(5.88); wide(5.56); terminus(5.56); m(5.51); days(5.49); years(5.46); enters(5.44); yards(5.44); quarter(5.44); yard(5.41),57.7,4.499,,,
E024,2815,1221,ain(6.26); wy(6.26); Hous(6.26); idy(6.26); Dynam(6.26); Lambert(6.26); akon(6.26); imo(6.26); Baden(6.26); Calder(6.26); berry(6.26); oy(6.26); tember(6.26); ox(6.26); itz(6.26); alle(6.26); phal(6.26); amer(6.26); ockey(6.26); Lamb(6.26); zel(6.26); atsu(6.26); Rhodes(6.26); ont(6.26); Indones(6.26); ugg(6.26); Holm(6.26); oz(6.26); lon(6.26); uto(6.26); nik(6.26); gon(6.26); Dall(6.26); aro(6.26); Slater(6.26); neth(6.26); Willow(6.26); onte(6.26); lach(6.26); oo(6.13); mitt(6.12); Faire(6.11); lig(6.09); š(6.07); Gale(6.07); asu(6.07); gan(6.04); ini(6.00); ault(6.00); ros(6.00),9.2,6.666,,,
E025,9214,381,Regardless(4.55); Afterwards(4.55); Then(4.55); Originally(4.55); Also(4.55); Consequently(4.55); Thus(4.55); Eventually(4.55); Meanwhile(4.31); Finally(4.28); Soon(4.23); Here(4.23); Indeed(4.23); today(4.06); renamed(3.96); consisting(3.96); 1950(3.87); memoirs(3.81); currently(3.81); 1991(3.67); now(3.66); 1901(3.41); consisted(3.40); here(3.33); 1998(3.23); 1997(3.13); recently(3.13); 1999(3.06); titled(2.96); 1918(2.96); 2009(2.96); 2005(2.88); 2013(2.85); sometimes(2.85); Later(2.83); example(2.64); 2012(2.64); 1979(2.55); 2003(2.55); 1971(2.43); 2007(2.43); 1995(2.43); then(2.43); designated(2.41); 2008(2.40); together(2.38); later(2.37); 1985(2.33); however(2.29); originally(2.23),3.6,1.072,,,
E026,4207,702,resented(5.68); wounding(5.68); informing(5.68); threatens(5.68); obey(5.68); examining(5.68); overthrow(5.68); restoring(5.68); upheld(5.68); prompting(5.68); opposing(5.68); tells(5.68); prevent(5.68); protect(5.56); commit(5.46); forcing(5.42); secure(5.36); told(5.33); amongst(5.26); join(5.26); ignored(5.26); telling(5.26); tell(5.26); destroy(5.26); ify(5.26); endorsed(5.26); kills(5.26); warned(5.19); accused(5.16); rejected(5.09); Under(5.09); prompted(5.09); abandon(5.00); replace(5.00); among(4.96); instructed(4.94); convinced(4.94); kill(4.94); honor(4.90); defending(4.87); sought(4.83); With(4.81); against(4.74); facing(4.68); alongside(4.68); forced(4.68); identify(4.68); destroying(4.68); Of(4.68); bing(4.68),8.1,4.236,,,
E027,3246,1340,amateur(6.05); vast(6.05); basketball(6.05); wealthy(6.05); Communist(6.05); burning(6.05); ayan(6.05); soccer(6.05); founding(6.05); democratic(6.05); astic(6.05); Latin(6.05); literary(6.05); Khmer(6.05); Revolutionary(6.05); royal(5.94); ese(5.88); Maya(5.86); imperial(5.83); Scottish(5.83); Mongol(5.80); ani(5.79); Persian(5.79); southern(5.76); atorial(5.73); acre(5.73); gubernatorial(5.73); Czech(5.73); addy(5.73); fitting(5.73); national(5.70); civilian(5.64); agricultural(5.64); deceased(5.64); revolutionary(5.64); fictional(5.64); oldest(5.64); Turkish(5.64); Blue(5.64); folk(5.64); loyal(5.64); distant(5.64); dust(5.64); Krusty(5.64); Korean(5.64); rugby(5.64); auto(5.57); western(5.53); business(5.52); Zealand(5.50),11.3,6.676,,,
E028,2763,922,Sakura(6.29); apar(6.29); Trey(6.29); Alma(6.29); Paula(6.29); akon(6.29); ogo(6.29); Glenn(6.29); Ian(6.29); Roger(6.29); rome(6.29); Charlie(6.29); Larry(6.29); Catherine(6.29); Nicholas(6.29); Keith(6.29); Alfred(6.29); Anna(6.29); Steven(6.29); Theodore(6.29); Randy(6.29); appa(6.29); Kenneth(6.29); Erik(6.29); Adolf(6.29); Seth(6.29); Vernon(6.29); Donald(6.29); Elizabeth(6.29); Harry(6.29); Richard(6.29); brother(6.29); ami(6.29); Louis(6.29); Joseph(6.29); Stephen(6.29); Steve(6.29); wan(6.29); Mike(6.29); Andrew(6.29); Alan(6.29); George(6.21); William(6.16); Kevin(6.16); Chan(6.15); Jane(6.15); David(6.15); James(6.11); President(6.09); Ringo(6.09),12.6,5.915,,,
E029,1795,149,February(6.91); December(6.91); January(6.91); July(6.91); October(6.91); November(6.91); March(6.91); September(6.89); August(6.88); April(6.88); June(6.87); mid(6.66); May(6.65); late(6.65); early(6.52); Fall(6.49); Christmas(6.17); spring(5.91); Act(5.71); 12(5.63); outbreak(5.49); 16(5.32); 15(4.83); 13(4.82); 7(4.75); 14(4.65); 11(4.50); 17(4.45); 9(4.38); 10(4.24); 4(4.21); 1(4.16); general(4.03); –(4.01); 3(3.99); 18(3.97); 5(3.95); 22(3.70); 23(3.63); Day(3.49); since(3.26); 8(3.11); 26(2.88); 20(2.69); 2(2.36); 6(2.21); in(2.18); between(2.02); during(1.95); /(1.92),76.8,3.885,,,
E030,2232,82,"Within(5.79); within(5.51); in(5.40); under(5.16); In(5.11); during(4.51); finished(3.79); into(3.70); by(3.50); On(3.22); on(3.00); along(2.98); through(2.98); following(2.75); By(2.69); part(2.61); received(2.45); During(2.27); of(2.23); took(1.62); for(1.50); out(1.18); before(1.16); after(0.93); over(0.44); to(0.24); -(0.10); with(-0.19); at(-0.23); as(-0.32); from(-0.44); ,(-3.16); and(-3.29)",97.2,1.864,,,
E031,1939,127,"Their(6.80); His(6.72); his(6.60); Her(6.47); my(6.47); whose(6.34); her(6.19); Its(5.99); s(5.86); their(5.86); personal(5.80); your(5.80); our(5.66); alleged(5.21); subsequent(5.06); initial(5.06); its(4.90); own(4.87); '(4.50); ](3.75); ’(3.67); former(3.60); no(2.81); other(2.02); first(1.25); ing(1.15); an(1.05); ""(0.75); -(-0.19); and(-2.50)",94.4,2.397,,,
E032,1487,291,Knock(7.18); Have(7.18); Believe(7.18); Greatest(7.18); Got(7.18); Against(7.18); Us(7.18); Up(7.18); Mean(7.18); Where(7.10); Come(6.99); Are(6.92); Off(6.89); Can(6.76); Still(6.76); Is(6.76); Through(6.73); Old(6.59); My(6.59); Good(6.59); You(6.50); outh(6.50); Baby(6.44); Another(6.39); All(6.25); Around(6.18); ll(6.18); titled(6.01); Hot(5.96); entitled(5.76); Don(5.76); Be(5.59); Little(5.59); ry(5.42); From(5.34); &(5.30); No(5.29); On(5.08); album(4.94); At(4.91); So(4.86); Streets(4.86); ents(4.68); Sonic(4.51); :(4.33); behind(3.91); Bly(3.89); With(3.81); n(3.79); gave(3.76),23.7,4.348,,,
E033,2935,1831,pyram(6.20); Prosecut(6.20); deaf(6.20); cany(6.20); bayon(6.20); nav(6.20); skirm(6.20); sensu(6.20); dot(6.20); mead(6.20); spray(6.20); skyscrap(6.20); swear(6.20); invalid(6.20); prohibition(6.20); totall(6.20); reserv(6.20); screw(6.20); conting(6.20); sting(6.20); bust(6.20); slide(6.20); curtain(6.20); glam(6.20); refere(6.20); slop(6.20); fabric(6.20); Raid(6.20); flav(6.20); clam(6.20); blank(6.20); suspic(6.20); jam(6.20); delight(6.20); conspir(6.20); bulk(6.20); chant(6.20); mini(6.20); haz(6.20); exem(6.20); motor(6.20); mod(6.20); feder(6.20); pursu(6.20); Hung(6.20); log(6.20); ugg(6.20); milit(6.20); tag(6.20); cot(6.20),6.3,7.304,,,
E034,5210,49,"The(4.49); the(4.31); nearby(3.28); its(2.53); new(0.88); This(0.37); s(0.25); an(-0.53); )(-0.75); their(-0.86); ""(-0.92); '(-2.99)",99.2,0.642,,,
E035,2793,640,It(6.17); what(6.06); sessions(5.95); which(5.92); fixture(5.85); effectively(5.85); massacre(5.68); currently(5.53); reportedly(5.53); What(5.53); it(5.51); officially(5.42); This(5.36); trunkline(5.27); That(5.27); designation(5.27); roadway(4.95); arrangement(4.85); ultimately(4.68); gameplay(4.68); offensive(4.59); usually(4.53); structure(4.49); that(4.47); quickly(4.40); song(4.37); system(4.35); book(4.33); conflict(4.27); programme(4.27); pyramid(4.27); episode(4.22); tour(4.15); have(4.14); itself(4.10); match(4.10); road(4.08); project(4.02); assassination(4.02); route(4.01); actually(3.95); eventually(3.95); operation(3.95); performance(3.88); election(3.88); often(3.87); events(3.85); already(3.85); movie(3.85); convoy(3.85),50.8,4.697,,,
E036,1386,438,aground(7.28); underway(7.28); resume(7.28); stopping(7.28); halted(7.28); slowed(7.28); Starting(7.28); keeps(7.28); canceled(7.28); commenced(7.28); Beginning(7.28); arose(7.28); survive(7.28); ceased(7.28); resumed(7.28); originated(7.28); struggled(7.28); begin(7.28); lasted(7.28); survived(7.28); begins(7.28); continue(7.28); began(7.28); started(7.28); continues(7.23); continued(7.22); closed(7.15); concluded(7.15); finished(7.14); starting(7.13); continuing(7.13); ended(7.09); opened(7.04); completed(7.03); arriving(7.02); stopped(7.02); delayed(7.02); failed(6.92); occurs(6.87); cease(6.87); opens(6.87); proceeded(6.87); finishing(6.80); ends(6.75); arrived(6.72); starts(6.70); suspended(6.70); occurred(6.66); start(6.56); concurrently(6.54),43.0,5.279,,,
E037,2542,1193,stumps(6.41); veins(6.41); logs(6.41); velocity(6.41); lists(6.41); seats(6.41); information(6.41); objects(6.41); enemies(6.18); windows(6.08); iles(6.08); elevation(6.08); margin(5.99); goods(5.99); counts(5.99); tickets(5.99); criteria(5.99); elevations(5.99); battalions(5.96); height(5.92); size(5.87); pieces(5.82); rains(5.82); rocks(5.82); books(5.82); flows(5.67); supplies(5.67); beats(5.67); refugees(5.67); documents(5.67); reviews(5.67); words(5.65); shells(5.60); diameter(5.60); battleships(5.56); walls(5.50); channel(5.41); interests(5.41); resources(5.41); archaeologists(5.41); techniques(5.41); opponents(5.41); agencies(5.41); visitors(5.41); images(5.41); statement(5.41); movements(5.41); banks(5.41); blocks(5.41); mountains(5.41),8.8,6.666,,,
E038,2115,367,inflicting(6.67); Almost(6.67); virtually(6.67); fairly(6.67); almost(6.67); pretty(6.67); roughly(6.67); lasted(6.67); quite(6.67); nearly(6.67); approximately(6.67); relatively(6.67); £(6.67); least(6.67); About(6.41); $(6.39); Over(6.38); Shortly(6.35); too(6.35); numbered(6.29); just(6.27); spent(6.21); numbering(6.19); perhaps(6.19); equally(6.19); rather(6.15); Not(5.93); only(5.91); largely(5.80); suffered(5.78); about(5.77); Around(5.67); proved(5.67); over(5.57); suffering(5.45); probably(5.45); very(5.42); than(5.32); far(5.31); significantly(5.26); slightly(5.17); above(5.01); usually(4.93); within(4.91); shortly(4.91); sold(4.82); even(4.80); little(4.80); really(4.67); half(4.64),35.3,4.890,,,
E039,2453,72,"whereas(6.04); nor(5.72); while(5.67); or(5.55); and(5.51); And(5.23); than(4.07); rather(3.52); but(3.16); /(3.06); ](3.00); even(3.00); as(2.82); ;(2.34); including(1.69); before(1.43); also(0.49); by(0.29); ((-0.06); not(-0.14); with(-0.32); that(-1.13); of(-2.06); to(-2.11); ,(-2.29)",97.7,1.099,,,
