expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic
E010,3044,977,loaded(6.15); locked(6.15); tasked(6.15); pregnant(6.15); interrupted(6.15); aided(6.15); convicted(6.15); decorated(6.15); toured(6.15); dressed(6.15); ranging(6.15); along(6.15); reinforced(6.15); covered(6.15); buried(6.15); paired(6.15); sealed(6.15); communicate(6.15); clashed(6.15); surrounded(6.15); fill(6.15); composed(6.15); consisting(6.15); attached(6.15); separated(6.15); painted(6.15); linked(6.15); fit(6.15); dismantled(6.15); anchored(6.15); augmented(6.15); develops(6.15); connected(6.15); structured(6.15); filled(6.15); Along(6.15); fitted(6.06); associated(6.03); commanded(6.02); complete(6.02); across(6.00); carved(5.99); accompanied(5.99); patrolling(5.95); forming(5.92); serves(5.92); treated(5.92); operated(5.88); compared(5.82); laid(5.82),15.0,6.134,,,
E011,2464,684,Beckham(6.45); Rudd(6.45); feldt(6.45); Rhino(6.45); Travers(6.45); imoto(6.45); Steele(6.45); angelo(6.45); Stephens(6.45); Walters(6.45); Caldwell(6.45); Abrams(6.45); Goebbels(6.45); Pearson(6.45); Bailey(6.45); Price(6.45); Hubbard(6.45); Churchill(6.45); Olivia(6.45); Benson(6.45); Rodriguez(6.45); ickett(6.45); Abyss(6.45); iston(6.45); Sutherland(6.45); VanDerWerff(6.45); Watson(6.45); Hood(6.45); Greene(6.45); amoto(6.45); Richards(6.45); Homer(6.45); Harrison(6.45); Moore(6.45); Wright(6.45); Robinson(6.45); Rhodes(6.45); Andy(6.45); hl(6.45); Newton(6.45); MacArthur(6.45); Sherman(6.45); ý(6.45); Brown(6.45); mann(6.45); McCarthy(6.45); Chandler(6.45); Hyde(6.45); Ebert(6.45); Burke(6.45),13.4,5.778,,,
E012,2602,839,International(6.37); Municipal(6.37); Citizen(6.37); ockey(6.37); Rules(6.37); AAA(6.37); Action(6.37); Victory(6.37); Concert(6.37); Dayton(6.37); Rugby(6.37); Research(6.37); otic(6.37); Naval(6.37); Electric(6.37); Community(6.37); Reserve(6.37); Administration(6.37); Virtual(6.37); Administr(6.37); Investigation(6.37); Reconstruction(6.37); Admiralty(6.37); Beautiful(6.37); TNA(6.37); Defence(6.37); Boat(6.37); Greatest(6.37); Picture(6.37); Services(6.37); Tropical(6.37); Football(6.37); Billboard(6.37); Bomber(6.37); Thanhouser(6.37); Motors(6.37); Emergency(6.37); Armoured(6.37); Middlesex(6.37); Illinois(6.37); Rolling(6.37); Special(6.37); ESPN(6.37); NBA(6.37); Democratic(6.37); Daily(6.37); Player(6.37); Social(6.37); Drama(6.37); Parachute(6.37),11.7,6.147,,,
E013,2933,632,reddish(6.20); Chick(6.20); Attorney(6.20); muzzle(6.20); Blu(6.20); Lieutenant(6.20); thirty(6.20); electro(6.20); Grade(6.20); auto(6.20); twenty(6.20); Trans(6.20); bio(6.20); non(6.20); fore(6.20); pre(6.20); self(6.20); Co(6.20); Jean(6.20); Supreme(6.20); Vice(6.20); semi(6.20); Commander(6.20); Half(6.20); SS(6.20); Sup(6.20); multi(6.20); Governor(6.20); Major(6.20); apar(6.20); CH(6.20); Indo(6.20); yellowish(6.20); DD(6.20); executive(6.20); vice(6.20); counter(6.20); Mid(6.20); Inter(6.20); double(6.20); Type(6.20); Article(6.20); Rear(6.20); trans(6.20); mid(6.20); sub(6.20); mini(6.20); anti(6.12); pro(6.10); Pre(6.06),14.0,5.653,,,
E014,2195,586,jumped(6.62); resume(6.62); climbed(6.62); loses(6.62); relied(6.62); appealed(6.62); knocked(6.62); capturing(6.62); pulled(6.62); threw(6.62); drove(6.62); evacuated(6.62); putting(6.62); seized(6.62); remove(6.62); gives(6.62); gained(6.62); losing(6.62); getting(6.62); drawn(6.62); turning(6.62); assumed(6.62); take(6.62); taking(6.62); taken(6.62); got(6.62); bring(6.62); give(6.62); takes(6.62); abandon(6.62); took(6.62); put(6.62); gave(6.57); come(6.56); fell(6.56); turns(6.55); turned(6.55); brought(6.54); transferred(6.51); came(6.47); get(6.42); Come(6.42); gets(6.35); comes(6.35); giving(6.34); crossed(6.33); lost(6.31); sought(6.25); thrown(6.20); coming(6.20),31.5,5.639,,,
E015,2634,29,the(4.39); '(3.11); The(3.09); 0(2.32); its(-0.07); -(-0.78); a(-2.39); .(-3.01); of(-3.04),99.1,0.590,,,
E016,2038,39,"To(6.37); to(6.02); cannot(5.72); easily(5.72); could(5.50); should(4.40); can(4.28); would(3.55); not(3.24); t(2.87); did(2.12); over(0.99); –(0.61); at(-1.10); -(-1.26); ""(-1.57)",98.4,0.551,,,
E017,2788,827,buses(6.27); farther(6.27); progresses(6.27); interchanges(6.27); intersects(6.27); flow(6.27); concurrency(6.27); terminus(6.27); ramps(6.27); loop(6.27); intersection(6.27); heading(6.27); descend(6.27); serves(6.27); crosses(6.27); westward(6.27); highways(6.27); alignment(6.27); inland(6.27); lanes(6.27); situated(6.27); routing(6.27); corridor(6.27); trunk(6.27); eastward(6.27); trail(6.27); connected(6.27); undivided(6.27); rerouted(6.27); reside(6.27); northbound(6.27); southbound(6.27); merge(6.27); separates(6.27); roadways(6.27); Along(6.27); interchange(6.27); junction(6.27); exits(6.27); sailing(6.27); splits(6.27); heads(6.27); truncated(6.27); crossing(6.17); meets(6.17); located(6.17); roads(6.13); runs(6.13); exit(6.12); parallel(6.10),15.6,6.090,,,
E018,1977,162,Miy(6.77); Kn(6.77); Sn(6.77); Bh(6.77); Ta(6.77); Mah(6.77); McC(6.77); Ok(6.77); Rh(6.77); Qu(6.77); Cr(6.77); Kr(6.77); Sk(6.77); Gr(6.77); Th(6.77); Sh(6.77); Ch(6.77); Sp(6.77); Ph(6.77); Pr(6.77); Sc(6.77); Ne(6.77); Sw(6.77); Tw(6.77); Tr(6.77); Cl(6.77); Bl(6.77); Br(6.77); Y(6.73); L(6.73); N(6.69); P(6.69); D(6.65); Kaw(6.62); K(6.60); Be(6.60); H(6.59); Z(6.58); St(6.58); W(6.56); Q(6.48); Kw(6.48); J(6.47); Ka(6.45); Sch(6.45); V(6.36); Pa(6.35); Mo(6.28); Sm(6.28); G(6.28),65.2,4.023,,,
E019,53676,77,"'.""(2.01); ($(2.01); [PAD](1.87); '.(1.59); ""[(1.52); "".(1.47); .""(1.45); !.(1.42); ((1.05); .)(1.01); .(0.60); (""(0.59); ).(0.52); :(0.12); ;(-0.92); She(-1.55); He(-1.79); Route(-2.00); ""(-2.08); It(-2.13); /(-2.24); who(-2.67); –(-2.70); —(-3.35); U(-3.53); but(-3.61); with(-6.19)",99.9,0.294,,,
E020,3397,1248,Hurley(5.99); Bard(5.99); Ferry(5.99); Lambert(5.99); Superior(5.99); jin(5.99); Willow(5.99); Coral(5.99); Hous(5.99); Cedar(5.99); ivo(5.99); Riverside(5.99); Ewing(5.99); Copper(5.99); oll(5.99); Cold(5.99); Warren(5.99); Kings(5.99); Birmingham(5.99); Harbor(5.99); oda(5.99); Stock(5.99); Henderson(5.99); Waters(5.99); Isle(5.99); Pine(5.99); Rush(5.99); Petersburg(5.99); Newark(5.99); Halifax(5.99); Powers(5.99); Wake(5.99); Swan(5.99); Crystal(5.99); Common(5.99); Mont(5.99); unga(5.99); Key(5.99); mont(5.99); oes(5.99); Somer(5.99); Slater(5.99); Iron(5.93); Cape(5.88); Charleston(5.85); Fort(5.81); Egg(5.79); Twin(5.79); Point(5.79); Sullivan(5.79),10.1,6.583,,,
E021,1452,239,Such(7.21); such(7.21); known(6.87); resulted(6.59); well(6.52); there(6.41); However(6.38); ve(6.29); With(6.26); There(6.14); comes(5.95); resulting(5.83); has(5.70); have(5.58); however(5.37); attempted(5.34); having(5.18); came(5.18); no(5.04); had(4.97); 2005(4.97); appeared(4.89); passing(4.80); far(4.63); same(4.60); passes(4.55); originally(4.41); so(4.41); served(4.38); are(4.34); 2009(4.31); even(4.17); due(4.17); saw(4.08); much(4.07); more(3.94); described(3.93); 2010(3.82); did(3.78); ](3.75); any(3.70); still(3.69); many(3.63); with(3.58); including(3.45); some(3.37); this(3.36); only(3.29); both(3.16); included(3.10),65.5,4.323,,,
E022,3052,1122,ards(6.14); thunderstorms(6.14); parallels(6.14); portraits(6.14); backgrounds(6.14); expeditions(6.14); tackles(6.14); commercials(6.14); finishes(6.14); springs(6.14); exhibitions(6.14); filters(6.14); logs(6.14); ots(6.14); copies(6.14); iles(6.14); ands(6.14); animals(6.14); symbols(6.14); boxes(6.14); scripts(6.14); trails(6.14); lots(6.14); laws(6.14); models(6.14); cruisers(6.14); programs(6.14); items(6.14); details(6.14); objects(6.14); materials(6.14); offices(6.14); seats(6.14); victories(6.14); amounts(6.14); submarines(6.14); prints(6.14); qualities(6.14); composers(6.14); temples(6.14); flights(6.14); fires(6.14); practices(6.14); texts(6.14); improvements(6.14); beats(6.14); persons(6.14); pictures(6.14); devices(6.14); opportunities(6.14),6.3,6.562,,,
E023,3216,37,whose(6.07); His(6.07); Their(5.87); his(5.77); Its(5.58); her(5.48); their(5.32); its(5.28); s(5.06); my(5.01); Her(4.97); a(3.93); this(3.56); My(3.48); an(3.44); our(3.19); the(2.67); any(2.23); '(2.05); these(1.18); -(1.01); that(-0.03); The(-1.59),99.5,2.168,,,
E024,3034,65,"Among(6.15); Of(6.15); Regarding(5.74); regarding(5.74); Like(5.41); of(5.38); about(5.02); among(4.81); For(4.02); from(3.68); like(3.01); for(2.70); including(2.55); with(2.01); at(1.69); by(1.40); on(1.36); between(1.26); to(1.11); all(0.64); as(0.63); after(0.48); into(0.30); over(0.00); is(-1.49); in(-1.72); that(-2.17); ""(-2.55); -(-2.57)",98.5,1.178,,,
E025,2112,981,salvage(6.67); flanking(6.67); enduring(6.67); swear(6.67); commanding(6.67); fitting(6.67); controlling(6.67); Guatemal(6.67); pointing(6.67); eping(6.67); burning(6.67); ruling(6.67); founding(6.67); qualifying(6.67); defending(6.67); printed(6.67); covering(6.67); signing(6.67); reading(6.67); given(6.67); losing(6.52); rushing(6.50); shooting(6.48); listing(6.45); printing(6.41); fake(6.41); allot(6.41); fixed(6.35); bearing(6.35); testing(6.35); aging(6.35); opposing(6.35); alleged(6.31); touring(6.26); retreating(6.26); conquest(6.26); weakening(6.26); repeating(6.26); Commanding(6.26); boarding(6.26); mention(6.26); existing(6.26); passing(6.26); alter(6.26); maintaining(6.26); aking(6.26); firing(6.19); grossing(6.19); owned(6.19); calder(6.19),11.8,6.494,,,
E026,2490,53,"Professor(5.70); The(4.74); No(4.71); annual(4.59); HMS(4.56); Little(4.44); the(3.91); a(3.55); American(3.27); New(2.98); an(2.18); A(0.84); his(-0.51); s(-1.14); ((-1.50); ""(-1.85); -(-2.28)",98.2,1.242,,,
E027,2544,918,xi(6.40); imoto(6.40); athi(6.40); Salmon(6.40); Alma(6.40); Ringo(6.40); angelo(6.40); Sakura(6.40); ogo(6.40); mie(6.40); aru(6.40); idan(6.40); Jin(6.40); atsu(6.40); lis(6.40); oba(6.40); imo(6.40); Erik(6.40); Booker(6.40); amoto(6.40); shima(6.40); Loren(6.40); Rowland(6.40); onda(6.40); Yu(6.40); Wu(6.40); Gerald(6.40); Adolf(6.40); asu(6.40); Keith(6.40); aro(6.40); Dennis(6.40); onso(6.40); Kim(6.40); ji(6.40); Cho(6.40); Mario(6.40); Anna(6.40); Rand(6.40); Ali(6.40); Sin(6.40); chi(6.40); uto(6.40); elle(6.40); ao(6.40); igo(6.40); ichi(6.40); Shin(6.40); appa(6.40); Nathan(6.40),11.1,6.214,,,
E028,1424,274,ET(7.24); OM(7.24); CH(7.24); HP(7.24); FE(7.24); HS(7.24); RT(7.24); GM(7.24); IP(7.24); AN(7.24); BE(7.24); PD(7.24); LS(7.24); TO(7.24); TA(7.24); OS(7.24); DC(7.24); ME(7.24); OC(7.24); HD(7.24); TS(7.24); MS(7.24); RA(7.24); NA(7.24); SR(7.24); CA(7.24); BA(7.24); TC(7.24); AC(7.24); EC(7.24); PC(7.24); ü(7.24); ♭(7.24); AP(7.14); ″(7.05); AT(6.83); SS(6.83); MC(6.83); ift(6.83); NR(6.83); ER(6.83); ‑(6.83); ′(6.73); BC(6.59); F(6.59); MA(6.56); IV(6.50); AD(6.48); X(6.46); 130(6.43),26.3,4.792,,,
E029,3139,43,"%,(6.10); ""),(5.78); "",(5.17); ,(4.82); ),(4.69); !,(4.29); ,""(4.04); before(3.83); ;(3.64); —(3.25); season(2.06); after(1.44); –(0.72); )(-0.02); ((-0.83)",99.0,0.554,,,
E030,1480,61,she(7.16); It(7.15); He(7.12); he(7.08); She(6.90); it(6.49); roadway(5.86); They(5.81); depression(5.77); trunkline(5.77); route(5.69); highway(5.58); road(5.41); ship(5.37); they(4.92); song(4.74); storm(4.43); system(4.42); then(4.38); game(4.29); episode(4.20); There(4.19); subsequently(3.86); also(3.54); film(3.49); I(3.29); has(2.86); there(2.75); This(2.60); who(2.32); which(0.12); that(-0.13),97.4,2.587,,,
E031,2311,793,unfit(6.54); sheer(6.54); disastrous(6.54); starboard(6.54); farther(6.54); desperate(6.54); modest(6.54); overwhelming(6.54); struggling(6.54); insufficient(6.54); loyal(6.54); distant(6.54); shallow(6.54); hostile(6.54); easier(6.54); sensitive(6.54); closer(6.54); easy(6.54); isolated(6.54); friendly(6.54); restricted(6.54); loose(6.54); fewer(6.54); ongoing(6.54); closest(6.54); continuous(6.54); rise(6.54); equal(6.54); apparent(6.54); negative(6.54); fine(6.54); considerable(6.54); broad(6.54); bound(6.54); limited(6.54); slow(6.54); difficult(6.54); increasing(6.54); slight(6.54); step(6.54); rapid(6.54); greater(6.54); little(6.54); similar(6.54); rough(6.54); poor(6.54); enough(6.54); quick(6.54); parallel(6.54); equivalent(6.54),12.0,6.079,,,
E032,2678,839,read(6.33); operates(6.33); praising(6.33); dressed(6.33); starring(6.33); placing(6.33); replacing(6.33); hosted(6.33); write(6.33); adapt(6.33); calling(6.33); featuring(6.33); contains(6.33); examining(6.33); upheld(6.33); describes(6.33); contain(6.33); describing(6.33); entitled(6.33); submitted(6.33); depicted(6.33); starred(6.33); spoke(6.33); Described(6.33); endorsed(6.33); singled(6.33); employing(6.33); adds(6.33); proclaimed(6.33); titled(6.33); wrote(6.29); expressed(6.20); features(6.15); adopted(6.14); adding(6.14); replace(6.14); presented(6.11); performed(6.06); praised(6.05); described(6.04); mentioned(6.01); ned(6.01); displays(6.01); commenting(6.01); compiled(6.01); uses(6.01); gave(5.97); scored(5.97); cited(5.97); founded(5.97),14.8,6.157,,,
E033,2457,877,Investigation(6.45); onte(6.45); ensis(6.45); eland(6.45); Name(6.45); Complex(6.45); idy(6.45); berry(6.45); rine(6.45); ux(6.45); vation(6.45); ident(6.45); Youth(6.45); iversary(6.45); ente(6.45); wy(6.45); ür(6.45); igo(6.45); ique(6.45); outh(6.45); ry(6.28); ctor(6.26); ace(6.21); Arts(6.19); zel(6.19); que(6.13); ave(6.13); Life(6.13); rible(6.09); ina(6.08); ora(6.04); arus(6.04); Junior(6.04); Transport(6.04); ctions(6.04); des(6.04); ess(6.04); ine(6.04); oo(6.04); ification(6.04); Art(6.04); si(6.00); sel(5.97); ata(5.90); die(5.87); ica(5.87); ur(5.87); ake(5.87); mer(5.87); Boss(5.87),13.6,6.189,,,
E034,2475,841,hap(6.44); discrimin(6.44); indul(6.44); oz(6.44); Pod(6.44); ropol(6.44); apolog(6.44); deser(6.44); ugg(6.44); log(6.44); alle(6.44); rot(6.44); pal(6.44); cam(6.44); pun(6.44); gam(6.44); mut(6.44); domin(6.44); rog(6.44); agon(6.44); sil(6.44); occup(6.44); pil(6.44); bul(6.44); zz(6.44); vic(6.44); revol(6.44); umb(6.44); mat(6.44); uss(6.44); equ(6.44); oss(6.44); prof(6.44); rap(6.44); amb(6.44); trad(6.44); mag(6.44); ork(6.44); mill(6.44); loc(6.44); var(6.44); hn(6.44); aff(6.44); ust(6.44); iv(6.44); br(6.44); int(6.44); og(6.44); incl(6.44); reg(6.44),14.3,6.096,,,
E035,2635,595,retain(6.35); underwent(6.35); survive(6.35); earning(6.35); achieve(6.35); gained(6.35); secure(6.35); receiving(6.35); survived(6.35); attracted(6.35); receive(6.35); losing(6.35); missed(6.35); obtain(6.35); won(6.35); attend(6.35); undertook(6.35); hosted(6.35); attained(6.35); appealed(6.35); repulsed(6.35); intensified(6.35); loses(6.35); endured(6.35); earned(6.35); enjoyed(6.35); suffered(6.30); received(6.27); concluded(6.23); reach(6.23); commanded(6.23); get(6.21); lasted(6.18); attended(6.18); got(6.18); obtained(6.16); reaching(6.16); getting(6.16); reached(6.15); refused(6.12); started(6.10); rejected(6.09); gets(6.09); lost(6.08); ran(6.08); winning(6.06); demanded(6.03); takes(6.03); goes(6.03); accept(6.03),20.1,5.609,,,
E036,3676,417,bypassing(5.87); examining(5.87); constitute(5.87); restoring(5.87); Given(5.87); Using(5.87); pursue(5.87); restore(5.87); destroying(5.87); create(5.87); achieve(5.87); represent(5.87); involve(5.87); reduce(5.87); promote(5.87); involving(5.87); aboard(5.87); Through(5.87); avoid(5.87); Following(5.87); lacked(5.87); beyond(5.87); creating(5.87); regarding(5.87); completing(5.87); without(5.87); maintaining(5.87); Despite(5.82); causing(5.77); via(5.75); using(5.74); through(5.72); despite(5.72); allowing(5.70); Under(5.61); towards(5.59); requiring(5.55); describing(5.55); considering(5.55); provide(5.51); Regarding(5.46); Without(5.46); covering(5.46); destroy(5.46); allows(5.46); suggesting(5.46); upon(5.41); providing(5.39); improve(5.39); purchase(5.39),14.6,4.199,,,
E037,2557,979,governorship(6.40); extent(6.40); conclusion(6.40); possibility(6.40); reign(6.40); chance(6.40); assassination(6.32); Battle(6.31); outbreak(6.20); throne(6.07); absence(6.07); Protection(6.07); fitting(6.07); aftermath(6.07); establishment(6.03); ruins(6.03); edge(6.03); issue(6.03); occupation(5.98); evacuation(5.98); conquest(5.98); loss(5.91); process(5.88); massacre(5.81); siege(5.81); creation(5.81); permission(5.81); collapse(5.81); fact(5.78); need(5.74); channel(5.72); lyrics(5.72); course(5.71); crash(5.70); introduction(5.70); founding(5.66); passage(5.66); sale(5.66); Treaty(5.66); deployment(5.66); proceedings(5.66); relationship(5.66); lack(5.63); word(5.63); battle(5.62); beginning(5.62); bout(5.62); storyline(5.59); name(5.58); subject(5.57),14.9,6.376,,,
E038,1108,36,‑(7.35); -(7.13); multi(7.02); –(5.68); /(5.36); year(3.14); or(2.27); '(1.83); out(1.78); )(0.48); ((0.09); and(-1.11); of(-1.79),97.7,0.927,,,
E039,2813,961,married(6.26); destroyed(6.26); closed(6.26); confused(6.26); nervous(6.26); halted(6.26); sealed(6.26); mined(6.26); removed(6.26); bled(6.26); ahead(6.26); buried(6.26); arrested(6.26); delayed(6.26); surrounded(6.26); criticised(6.26); beaten(6.26); sank(6.26); prisoner(6.26); surprised(6.26); locked(6.26); pregnant(6.26); suspected(6.26); trapped(6.26); convicted(6.26); relieved(6.26); aided(6.26); canceled(6.26); disappeared(6.26); dissipated(6.26); evacuated(6.26); surrendered(6.26); thrown(6.26); burned(6.26); banned(6.26); withdrawn(6.26); undefeated(6.26); aground(6.26); assaulted(6.26); unsure(6.26); dismantled(6.26); restrained(6.26); wary(6.26); reclassified(6.26); prosecuted(6.26); sacrificed(6.26); died(6.26); killed(6.18); guilty(6.13); fell(6.13),12.5,6.287,,,
E040,2606,74,"This(5.85); A(5.01); One(4.94); fifth(4.78); one(4.74); second(4.40); an(4.28); An(4.27); first(4.11); a(4.07); -(3.88); any(3.34); third(3.33); the(3.21); ""(3.16); this(3.13); each(2.88); another(2.78); last(2.73); The(2.43); same(2.34); its(1.95); some(1.11); their(0.95); '(0.92); his(0.88); her(0.47); s(-2.21)",97.7,2.219,,,
E041,1732,94,"till(6.96); Until(6.96); Upon(6.96); Following(6.96); despite(6.96); Before(6.96); Despite(6.96); After(6.96); before(6.96); While(6.96); until(6.96); after(6.94); When(6.92); since(6.90); Since(6.83); During(6.78); during(6.57); when(6.43); following(6.22); while(6.04); Prior(5.96); upon(5.31); By(5.22); Meanwhile(5.22); without(5.13); once(5.12); shortly(4.87); if(4.61); like(4.40); than(4.02); although(3.79); followed(3.50); as(3.38); under(3.33); where(2.53); for(2.44); time(2.36); As(2.30); to(2.30); by(2.01); of(1.54); at(0.72); that(0.38); with(0.35); in(-0.37); ,(-4.21)",96.5,3.395,,,
E042,3228,856,Places(6.06); Mine(6.06); Headquarters(6.06); Movement(6.06); Tribune(6.06); Cemetery(6.06); Register(6.06); Symphony(6.06); Disc(6.06); Orchestra(6.06); Representatives(6.06); School(6.06); Railroad(6.06); Administration(6.06); Mission(6.06); Alliance(6.06); Tournament(6.06); Ministry(6.06); Census(6.06); Course(6.06); Ranch(6.06); Congress(6.06); Station(6.06); Awards(6.06); Tour(6.06); Committee(6.06); Society(6.06); Squadrons(6.06); Senate(6.06); Battalion(6.06); Festival(6.06); Commission(6.06); Regiment(6.06); Brigade(6.06); Academy(6.06); Fleet(6.06); Corps(6.06); Command(6.06); Association(6.06); Office(6.06); Party(6.06); albums(6.06); Council(6.06); Project(6.06); adaptation(6.06); committee(6.06); Railway(6.06); Magazine(6.06); Guard(6.06); Forces(6.06),12.5,6.087,,,
