original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
111,SRA-B,3,0.2985,0.4039,1642,116,2.641,94.3
139,SRA-B,3,0.3107,0.4056,2055,737,5.836,22.0
148,SRA-B,3,0.1937,0.3401,2606,117,1.450,96.0
116,SRA-B,3,0.1642,0.4142,2914,402,3.814,47.4
121,SRA-B,3,0.3421,0.4033,5122,23,0.492,99.8
181,SRA-B,3,0.1239,0.3814,3094,882,6.056,21.2
147,SRA-B,3,0.3769,0.2699,1031,540,5.892,22.9
81,SRA-B,3,0.2301,0.4269,2757,1290,6.661,8.9
217,SRA-B,3,0.1132,0.3858,3530,388,4.005,23.2
201,SRA-B,3,0.2377,0.3415,2695,82,1.707,97.4
77,SRA-B,3,0.1386,0.3387,5097,406,3.582,65.1
224,SRA-B,3,0.1282,0.4181,3779,37,0.713,99.3
239,SRA-B,3,0.2823,0.3024,3176,1123,6.415,7.9
55,SRA-B,3,0.1204,0.2985,3080,1068,6.423,9.4
233,SRA-B,3,0.2246,0.3300,3214,150,1.516,95.5
177,SRA-B,3,0.2650,0.3282,2928,455,4.327,60.4
23,SRA-B,3,0.1849,0.4037,4157,37,0.850,99.4
199,SRA-B,3,0.6871,0.0000,2549,398,4.920,37.9
61,SRA-B,3,0.1049,0.3373,2,2,0.693,100.0
143,SRA-B,3,0.0969,0.3895,1,1,-0.000,100.0
195,SRA-B,3,0.2294,0.4342,2130,59,1.202,97.8
227,SRA-B,3,0.1171,0.3694,74,43,3.348,39.2
151,SRA-B,3,0.2674,0.4156,7,6,1.748,100.0
145,SRA-B,3,0.1812,0.3905,2320,895,6.115,24.7
129,SRA-B,3,0.1309,0.3495,3046,1235,6.654,7.2
187,SRA-B,3,0.2939,0.3779,5975,1050,5.504,28.0
243,SRA-B,3,0.1818,0.4064,1500,457,5.114,24.8
42,SRA-B,3,0.3295,0.3444,2079,214,2.721,90.3
25,SRA-B,3,0.3297,0.3723,2286,983,6.225,11.1
172,SRA-B,3,0.1926,0.3762,4411,1927,7.079,6.0
45,SRA-B,3,0.2199,0.3002,2143,191,2.172,92.0
223,SRA-B,3,0.1220,0.3698,2702,813,5.328,9.8
37,SRA-B,3,0.3519,0.4673,16,15,2.686,100.0
253,SRA-B,3,0.0393,0.2988,3464,1430,6.646,7.7
108,SRA-B,3,0.2689,0.2967,2131,988,6.445,13.3
40,SRA-B,3,0.3049,0.3251,1223,168,2.644,85.8
169,SRA-B,3,0.2487,0.3593,4105,1825,6.996,6.0
47,SRA-B,3,0.2870,0.3746,5493,2074,6.894,6.2
114,SRA-B,3,0.3159,0.3348,2265,814,6.002,16.6
6,SRA-B,3,0.2009,0.4308,6401,1934,6.909,4.0
75,SRA-B,3,0.1330,0.3408,3435,272,3.218,76.1
28,SRA-B,3,0.1409,0.3969,3797,1208,6.510,7.1
166,SRA-B,3,0.2188,0.4120,1643,133,2.033,92.3
112,SRA-B,3,0.3626,0.3233,3040,1057,6.375,10.7
176,SRA-B,3,0.2449,0.4130,4,4,1.386,100.0
135,SRA-B,3,0.2995,0.3847,2758,281,3.527,80.1
59,SRA-B,3,0.1325,0.3267,2836,259,3.347,65.1
211,SRA-B,3,0.1230,0.3803,3586,193,1.681,92.0
94,SRA-B,3,0.3190,0.4206,2814,918,6.173,13.4
52,SRA-B,3,0.1106,0.3912,1,1,-0.000,100.0
146,SRA-B,3,0.1691,0.3356,3777,1338,5.900,10.3
68,SRA-B,3,0.2279,0.3608,6990,1079,4.542,6.2
66,SRA-B,3,0.1752,0.3987,1942,495,5.388,30.0
118,SRA-B,3,0.1742,0.4247,2399,801,5.988,12.8
126,SRA-B,3,0.1296,0.3750,2198,491,4.610,18.4
156,SRA-B,3,0.1285,0.4101,3358,73,1.062,98.5
56,SRA-B,3,0.2394,0.3207,3329,189,2.507,92.9
204,SRA-B,3,0.1230,0.3428,8350,640,3.803,7.4
95,SRA-B,3,0.0983,0.3667,2020,149,2.508,94.1
244,SRA-B,3,0.1520,0.2948,3465,1081,5.859,9.1
173,SRA-B,3,0.0722,0.3138,373,37,1.427,90.3
120,SRA-B,3,0.3110,0.3891,4722,1587,6.745,6.1
214,SRA-B,3,0.1143,0.3755,7,6,1.748,100.0
174,SRA-B,3,0.1981,0.4214,5239,1965,7.021,5.6
41,SRA-B,3,0.2792,0.3169,1266,134,2.514,91.0
236,SRA-B,3,0.0780,0.3301,449,79,2.034,81.3
3,SRA-B,3,0.4668,0.3594,4809,261,1.836,90.2
131,SRA-B,3,0.2767,0.3615,2852,662,5.391,37.4
175,SRA-B,3,0.2119,0.4474,5,3,0.950,60.0
130,SRA-B,3,0.1735,0.3903,13,3,0.536,84.6
104,SRA-B,3,0.1894,0.4091,3021,1296,6.631,12.0
141,SRA-B,3,0.2919,0.4717,6,5,1.561,100.0
163,SRA-B,3,0.1633,0.4204,4869,550,3.741,22.1
48,SRA-B,3,0.2763,0.3455,1702,143,1.895,91.8
35,SRA-B,3,0.1692,0.4399,4068,1610,6.828,5.4
84,SRA-B,3,0.1006,0.3456,5,5,1.609,100.0
49,SRA-B,3,0.2058,0.3210,1713,761,5.734,19.3
198,SRA-B,3,0.3071,0.4399,12,11,2.369,100.0
91,SRA-B,3,0.1309,0.3990,13,7,1.778,53.8
97,SRA-B,3,0.3930,0.3729,5340,1267,6.277,8.6
158,SRA-B,3,0.1509,0.4105,4593,256,2.973,76.7
182,SRA-B,3,0.1535,0.3289,332,19,0.932,94.3
86,SRA-B,3,0.1974,0.0000,3593,599,5.208,9.3
10,SRA-B,3,0.4594,0.0000,2598,1599,7.121,7.7
251,SRA-B,3,0.1761,0.4146,1498,243,3.747,75.3
154,SRA-B,3,0.1183,0.2946,2182,184,4.139,79.7
102,SRA-B,3,0.1193,0.3005,61,11,1.087,82.0
50,SRA-B,3,0.2227,0.4128,3454,1333,6.576,10.3
16,SRA-B,3,0.1858,0.4022,55512,24,0.011,100.0
89,SRA-B,3,0.1050,0.3992,21,10,1.839,61.9
246,SRA-B,3,0.1956,0.3452,2499,136,1.939,95.5
11,SRA-B,3,0.4421,0.5358,3336,141,3.387,73.8
115,SRA-B,3,0.1224,0.3817,19,6,1.202,78.9
216,SRA-B,3,0.0923,0.3656,2700,133,2.426,96.0
101,SRA-B,3,0.1566,0.4099,2879,506,4.486,28.0
27,SRA-B,3,0.0595,0.3070,3488,487,5.105,33.5
79,SRA-B,3,0.1287,0.4041,2417,436,4.275,42.0
215,SRA-B,3,0.1938,0.3363,2248,821,5.866,14.4
242,SRA-B,3,0.0983,0.2731,1017,122,1.934,88.7
123,SRA-B,3,0.4498,0.3115,2672,1281,6.848,8.9
67,SRA-B,3,0.1577,0.3992,3012,1442,6.818,7.1
230,SRA-B,3,0.1874,0.3009,6,4,1.330,100.0
38,SRA-B,3,0.2176,0.3109,2960,641,3.816,61.5
193,SRA-B,3,0.1655,0.3981,2015,1138,6.756,10.6
185,SRA-B,3,0.3704,0.4046,2585,713,5.690,17.1
57,SRA-B,3,0.1041,0.3950,1447,240,4.010,67.0
133,SRA-B,3,0.1216,0.3203,3138,1800,7.218,6.7
62,SRA-B,3,0.2106,0.3023,3680,107,0.907,97.4
231,SRA-B,3,0.1889,0.4271,4910,1621,6.775,5.9
203,SRA-B,3,0.1929,0.3696,2875,755,5.505,29.0
51,SRA-B,3,0.1461,0.3925,2276,52,1.783,98.5
113,SRA-B,3,0.0844,0.3145,585,43,1.194,92.8
237,SRA-B,3,0.0790,0.3497,2545,1105,6.477,16.9
168,SRA-B,3,0.2619,0.3665,3476,113,1.754,97.3
93,SRA-B,3,0.1961,0.3252,2880,273,2.440,86.3
0,SRA-B,3,0.1558,0.4449,722,247,4.822,48.5
26,SRA-B,3,0.5289,0.4967,2372,212,2.127,91.9
103,SRA-B,3,0.1851,0.4106,1991,550,5.474,29.2
12,SRA-B,3,0.1739,0.2735,3799,1691,6.996,5.8
71,SRA-B,3,0.1609,0.3917,4014,1470,6.694,6.7
245,SRA-B,3,0.1582,0.3484,242,99,4.001,61.6
46,SRA-B,3,0.1415,0.3496,200,96,4.175,57.0
43,SRA-B,3,0.1236,0.3209,2265,693,5.906,12.3
250,SRA-B,3,0.0933,0.3120,4318,837,5.671,19.4
202,SRA-B,3,0.2543,0.3413,2982,1134,6.178,11.6
74,SRA-B,3,0.1649,0.4288,1186,198,3.886,79.7
134,SRA-B,3,0.2879,0.3446,3797,1252,6.184,15.8
140,SRA-B,3,0.3039,0.3529,5885,1286,5.755,29.6
7,SRA-B,3,0.0944,0.3828,5,3,1.055,100.0
221,SRA-B,3,0.2536,0.3080,4281,448,3.205,32.3
132,SRA-B,3,0.1108,0.3865,1,1,-0.000,100.0
210,SRA-B,3,0.2320,0.3890,3550,24,0.394,99.7
171,SRA-B,3,0.2464,0.3502,2861,270,2.568,89.9
144,SRA-B,3,0.2427,0.2822,1973,573,5.184,22.5
206,SRA-B,3,0.3034,0.3167,3876,1209,6.009,27.1
142,SRA-B,3,0.2355,0.3059,4161,1573,6.806,7.7
117,SRA-B,3,0.1289,0.3087,1232,323,4.175,74.7
150,SRA-B,3,0.3230,0.4563,4670,1568,6.734,6.3
226,SRA-B,3,0.1451,0.3822,167,62,3.096,63.5
98,SRA-B,3,0.1205,0.3240,1858,686,5.954,18.8
99,SRA-B,3,0.4514,0.4373,5806,1451,6.436,6.2
254,SRA-B,3,0.0701,0.3552,3965,1099,6.162,15.0
183,SRA-B,3,0.2008,0.3352,4303,1510,6.704,8.3
76,SRA-B,3,0.1733,0.3205,4155,593,4.016,42.1
109,SRA-B,3,0.2010,0.4298,3603,619,4.905,13.4
234,SRA-B,3,0.1426,0.3682,2,2,0.693,100.0
128,SRA-B,3,0.1238,0.3970,58412,410,0.579,95.6
63,SRA-B,3,0.1619,0.4116,3276,36,0.787,99.6
4,SRA-B,3,0.2554,0.3571,3160,1584,6.958,6.5
161,SRA-B,3,0.2278,0.3602,1879,548,5.373,19.9
228,SRA-B,3,0.3398,0.3762,2784,1214,6.369,10.8
90,SRA-B,3,0.1510,0.3979,1925,269,3.715,71.1
53,SRA-B,3,0.3840,0.0000,2859,351,4.389,30.5
96,SRA-B,3,0.2082,0.4540,3218,1866,7.208,7.8
127,SRA-B,3,0.0613,0.3754,2705,690,5.352,15.2
15,SRA-B,3,0.1664,0.3767,4086,889,5.324,11.5
197,SRA-B,3,0.3239,0.3297,4334,994,6.054,9.2
152,SRA-B,3,0.1900,0.3559,1934,679,5.875,15.8
252,SRA-B,3,0.2700,0.3333,3206,1127,6.449,11.3
165,SRA-B,3,0.1492,0.3747,1933,264,3.595,74.6
218,SRA-B,3,0.3221,0.4082,5153,36,0.608,99.5
159,SRA-B,3,0.3258,0.4133,3045,29,0.490,99.4
188,SRA-B,3,0.2713,0.3244,3748,33,0.881,99.4
162,SRA-B,3,0.1088,0.3333,4052,1233,6.423,8.8
138,SRA-B,3,0.3090,0.2924,3606,149,2.287,96.4
170,SRA-B,3,0.1281,0.3953,1151,88,1.842,93.9
136,SRA-B,3,0.1725,0.3962,1249,603,5.884,25.8
238,SRA-B,3,0.4259,0.3213,2168,88,1.264,96.2
179,SRA-B,3,0.2149,0.4096,3969,33,0.900,99.4
100,SRA-B,3,0.4646,0.3985,2339,407,5.029,24.1
209,SRA-B,3,0.2012,0.3197,2274,226,2.931,90.4
85,SRA-B,3,0.1003,0.3157,1804,502,4.927,32.3
194,SRA-B,3,0.1554,0.3036,58123,798,0.473,96.1
248,SRA-B,3,0.1061,0.3015,1381,131,2.585,91.7
22,SRA-B,3,0.1219,0.3839,1398,33,0.683,98.0
106,SRA-B,3,0.0858,0.3462,6,6,1.792,100.0
24,SRA-B,3,0.0965,0.4056,5,4,1.332,100.0
82,SRA-B,3,0.3257,0.3999,4990,30,0.519,99.5
186,SRA-B,3,0.1941,0.3921,1678,330,4.641,53.9
200,SRA-B,3,0.1040,0.3764,2391,789,5.642,33.7
92,SRA-B,3,0.4393,0.3728,3120,1089,6.228,10.5
64,SRA-B,3,0.1371,0.3686,3628,1208,6.392,10.6
83,SRA-B,3,0.4801,0.6441,2635,296,4.413,57.4
44,SRA-B,3,0.1273,0.3775,5033,1554,6.772,4.5
8,SRA-B,3,0.1037,0.4007,2842,69,0.646,97.9
14,SRA-B,3,0.2020,0.4082,6700,2487,7.320,2.8
180,SRA-B,3,0.1852,0.3460,1813,276,4.060,33.8
36,SRA-B,3,0.2014,0.4314,3140,759,5.408,42.2
105,SRA-B,3,0.1944,0.3387,6,4,1.242,50.0
157,SRA-B,3,0.1657,0.3479,6,5,1.561,100.0
19,SRA-B,3,0.1827,0.3174,3761,220,2.971,85.1
110,SRA-B,3,0.0878,0.3868,2708,805,5.922,11.9
184,SRA-B,3,0.1762,0.4270,36,5,0.941,91.7
196,SRA-B,3,0.1631,0.3732,2806,863,5.936,12.3
219,SRA-B,3,0.1748,0.2882,2037,476,5.418,26.0
54,SRA-B,3,0.1775,0.3121,9,3,0.684,77.8
39,SRA-B,3,0.1598,0.3363,1942,142,2.219,94.1
189,SRA-B,3,0.0755,0.3593,1979,331,4.488,61.0
205,SRA-B,3,0.2018,0.4176,28,19,2.576,32.1
255,SRA-B,3,0.1638,0.3851,4,4,1.386,100.0
34,SRA-B,3,0.1945,0.3682,2,2,0.693,100.0
17,SRA-B,3,0.0567,0.3679,1734,106,1.995,94.3
160,SRA-B,3,0.2433,0.4292,2019,1240,6.864,12.3
232,SRA-B,3,0.3524,0.3527,2545,17,0.379,99.4
9,SRA-B,3,0.1478,0.3695,960,350,4.974,60.3
167,SRA-B,3,0.2501,0.3054,6186,141,0.917,97.9
191,SRA-B,3,0.1848,0.3298,2322,584,5.046,13.7
220,SRA-B,3,0.1028,0.3578,2998,66,0.859,98.3
80,SRA-B,3,0.3145,0.3531,3412,402,4.875,24.0
30,SRA-B,3,0.0519,0.3616,4,4,1.386,100.0
208,SRA-B,3,0.2009,0.3584,34,11,1.508,70.6
73,SRA-B,3,0.2519,0.4002,4697,1620,6.820,7.1
29,SRA-B,3,0.2376,0.4185,1181,88,1.590,93.0
2,SRA-B,3,0.0924,0.3334,9,7,1.889,100.0
124,SRA-B,3,0.1848,0.3603,4,4,1.386,100.0
18,SRA-B,3,0.1865,0.4259,5485,1511,6.622,4.9
5,SRA-B,3,0.1881,0.3696,2,2,0.693,100.0
87,SRA-B,3,0.4091,0.3593,3324,854,5.583,16.1
78,SRA-B,3,0.1130,0.4281,3973,457,3.932,30.5
20,SRA-B,3,0.0841,0.3574,2,2,0.693,100.0
65,SRA-B,3,0.2173,0.4115,3660,1183,6.378,16.4
125,SRA-B,3,0.0613,0.3974,3,1,-0.000,100.0
107,SRA-B,3,0.0993,0.3693,2612,87,1.361,97.2
69,SRA-B,3,0.2022,0.4278,58027,1511,0.525,95.6
