original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
174,SRA-B,1,0.3835,0.3839,2256,438,4.962,23.0
252,SRA-B,1,0.1478,0.4241,4362,52,1.785,99.3
145,SRA-B,1,0.2290,0.4126,953,37,2.085,97.6
251,SRA-B,1,0.1413,0.3757,3750,3,0.022,100.0
114,SRA-B,1,0.2312,0.3732,1606,175,4.223,65.4
210,SRA-B,1,0.1932,0.3912,494,27,1.667,97.4
34,SRA-B,1,0.3074,0.4144,1651,467,5.567,22.3
120,SRA-B,1,0.2763,0.4057,3107,916,6.253,10.6
175,SRA-B,1,0.2528,0.3906,56015,43,0.067,99.9
156,SRA-B,1,0.5611,0.2663,2502,1027,6.484,9.3
186,SRA-B,1,0.4911,0.2556,5908,1473,6.561,7.4
62,SRA-B,1,0.1292,0.3998,3496,90,1.911,98.4
11,SRA-B,1,0.1667,0.4081,1273,26,1.368,99.0
107,SRA-B,1,0.4832,0.3123,1090,310,4.731,50.5
101,SRA-B,1,0.2386,0.3315,3242,859,6.055,15.4
172,SRA-B,1,0.4441,0.5917,1640,117,3.869,90.2
235,SRA-B,1,0.1092,0.4154,2679,5,0.186,99.9
25,SRA-B,1,0.1402,0.4299,1016,23,0.370,97.7
53,SRA-B,1,0.0756,0.4246,2958,13,0.506,99.8
188,SRA-B,1,0.1612,0.4120,2381,19,0.631,99.5
77,SRA-B,1,0.1460,0.3171,591,144,4.228,79.0
13,SRA-B,1,0.0989,0.2931,281,107,4.190,65.8
143,SRA-B,1,0.1520,0.4173,2124,40,1.720,98.7
190,SRA-B,1,0.1148,0.3885,461,39,2.031,94.6
196,SRA-B,1,0.2938,0.2885,3539,1124,6.442,12.8
161,SRA-B,1,0.2301,0.3947,1316,75,3.315,97.2
57,SRA-B,1,0.1538,0.4618,1819,37,1.120,98.5
205,SRA-B,1,0.1302,0.3112,3593,817,5.920,9.4
240,SRA-B,1,0.6844,0.0000,1713,350,5.330,16.5
185,SRA-B,1,0.2389,0.4134,4640,3,0.004,100.0
206,SRA-B,1,0.3373,0.3002,2842,971,6.323,12.1
74,SRA-B,1,0.2681,0.3486,1145,34,2.076,98.4
231,SRA-B,1,0.1867,0.3528,888,124,3.602,88.6
80,SRA-B,1,0.1612,0.3324,5294,1172,6.104,5.2
88,SRA-B,1,0.5374,0.0000,2101,367,4.523,45.4
65,SRA-B,1,0.2413,0.4170,4134,19,0.150,99.6
150,SRA-B,1,0.1733,0.3482,3151,778,6.046,9.6
223,SRA-B,1,0.3413,0.2774,3282,1360,6.666,11.1
105,SRA-B,1,0.1032,0.3719,2110,148,3.461,85.4
3,SRA-B,1,0.1505,0.4293,2976,11,0.636,99.8
189,SRA-B,1,0.3578,0.3892,2101,619,5.741,25.7
103,SRA-B,1,0.2042,0.4152,24162,135,0.495,99.3
64,SRA-B,1,0.2552,0.2959,1306,23,0.831,98.7
58,SRA-B,1,0.1482,0.3131,1644,34,1.599,98.8
7,SRA-B,1,0.1703,0.3772,4115,6,0.382,99.9
97,SRA-B,1,0.1958,0.3454,1347,185,3.099,87.5
93,SRA-B,1,0.4837,0.5852,2142,185,3.939,79.7
49,SRA-B,1,0.1829,0.3407,1320,116,3.388,94.0
142,SRA-B,1,0.1220,0.3795,3278,495,5.291,17.6
104,SRA-B,1,0.2113,0.3242,2951,575,4.921,10.4
237,SRA-B,1,0.1163,0.3889,733,23,0.617,98.0
28,SRA-B,1,0.1493,0.4319,4143,22,0.948,99.6
38,SRA-B,1,0.2049,0.2955,5377,3,0.009,100.0
184,SRA-B,1,0.0716,0.3520,327,56,2.837,85.6
85,SRA-B,1,0.1045,0.3273,4890,10,0.039,99.8
109,SRA-B,1,0.4289,0.3514,2216,844,6.198,17.2
180,SRA-B,1,0.1649,0.4228,1299,122,3.196,89.9
90,SRA-B,1,0.1627,0.3978,2194,102,2.448,96.2
122,SRA-B,1,0.1883,0.3631,852,149,4.041,84.5
228,SRA-B,1,0.2976,0.3191,5125,1257,6.356,6.7
130,SRA-B,1,0.2951,0.2558,3449,1554,6.926,6.1
247,SRA-B,1,0.3124,0.3035,2693,889,6.180,13.4
128,SRA-B,1,0.3451,0.4365,4966,1029,6.112,11.9
6,SRA-B,1,0.1092,0.3605,558,65,3.101,91.4
44,SRA-B,1,0.2808,0.2825,3073,860,6.000,12.9
50,SRA-B,1,0.1502,0.3561,821,144,3.814,83.4
233,SRA-B,1,0.1848,0.4247,1899,148,3.550,86.2
102,SRA-B,1,0.5024,0.4761,2530,727,5.964,15.6
181,SRA-B,1,0.3953,0.2781,4792,1194,6.394,9.4
198,SRA-B,1,0.1001,0.3705,28,8,1.808,78.6
164,SRA-B,1,0.2849,0.3550,3874,350,3.928,35.1
33,SRA-B,1,0.3674,0.3177,2697,774,6.122,11.4
123,SRA-B,1,0.3677,0.0000,4012,297,4.203,21.4
254,SRA-B,1,0.3758,0.3134,3365,1071,6.294,10.0
125,SRA-B,1,0.2211,0.3162,1892,24,1.159,99.0
132,SRA-B,1,0.1342,0.4030,786,14,0.594,98.9
187,SRA-B,1,0.1656,0.3896,363,28,1.925,96.4
51,SRA-B,1,0.1628,0.4092,3535,27,0.804,99.7
138,SRA-B,1,0.0974,0.3855,12,6,1.583,41.7
119,SRA-B,1,0.1090,0.3944,1023,20,1.774,99.1
208,SRA-B,1,0.2812,0.3606,3009,580,5.188,9.7
52,SRA-B,1,0.0883,0.4198,1793,54,1.447,97.8
23,SRA-B,1,0.0799,0.3349,840,69,2.186,93.1
8,SRA-B,1,0.3587,0.3822,1733,206,4.273,56.6
242,SRA-B,1,0.2690,0.3989,3478,13,0.335,99.8
98,SRA-B,1,0.1393,0.3884,3946,4,0.206,100.0
87,SRA-B,1,0.1762,0.4063,1214,19,1.320,98.9
243,SRA-B,1,0.2693,0.3322,149,36,2.643,78.5
66,SRA-B,1,0.5290,0.2440,3503,1540,6.934,6.6
241,SRA-B,1,0.1562,0.3606,2468,39,0.970,98.7
136,SRA-B,1,0.1273,0.4391,315,34,2.332,92.7
30,SRA-B,1,0.2115,0.3775,537,28,2.139,96.3
86,SRA-B,1,0.3665,0.3298,3000,681,5.488,8.5
239,SRA-B,1,0.1341,0.4083,3227,118,3.225,77.6
157,SRA-B,1,0.2382,0.3436,3206,856,6.063,11.1
222,SRA-B,1,0.1180,0.4120,2376,34,1.369,99.2
192,SRA-B,1,0.1091,0.3268,1349,297,4.857,44.6
0,SRA-B,1,0.3922,0.3159,5202,1068,6.167,14.5
37,SRA-B,1,0.1547,0.4308,2330,40,1.664,98.8
9,SRA-B,1,0.1298,0.4644,503,48,2.602,93.0
113,SRA-B,1,0.3379,0.3934,589,31,1.511,95.1
108,SRA-B,1,0.2348,0.3334,388,97,4.007,81.2
137,SRA-B,1,0.1945,0.3065,4093,721,5.694,13.9
224,SRA-B,1,0.1384,0.3917,2498,51,2.253,99.0
78,SRA-B,1,0.0676,0.3423,5717,4,0.013,99.9
146,SRA-B,1,0.4121,0.3780,58813,395,0.512,1.2
220,SRA-B,1,0.3856,0.2849,3831,912,5.983,9.4
22,SRA-B,1,0.2055,0.2929,2896,766,5.847,12.4
176,SRA-B,1,0.2744,0.4165,1645,362,5.142,17.5
91,SRA-B,1,0.2092,0.2861,2864,6,0.089,99.9
21,SRA-B,1,0.3047,0.4371,2936,398,4.843,8.5
168,SRA-B,1,0.1838,0.4274,2036,27,1.200,99.2
106,SRA-B,1,0.1458,0.4184,3514,46,1.935,99.5
121,SRA-B,1,0.3365,0.3632,1371,523,5.766,15.8
10,SRA-B,1,0.3656,0.4277,2012,443,5.211,34.7
229,SRA-B,1,0.2025,0.3333,3818,856,5.871,18.0
92,SRA-B,1,0.2078,0.3015,3497,1351,6.761,7.4
215,SRA-B,1,0.2604,0.4212,2617,248,4.384,40.7
76,SRA-B,1,0.1524,0.3375,1852,30,1.985,99.0
29,SRA-B,1,0.1661,0.3914,4021,112,3.688,89.5
141,SRA-B,1,0.1227,0.3345,4308,7,0.142,99.9
18,SRA-B,1,0.2893,0.3348,2696,916,6.291,14.6
154,SRA-B,1,0.2401,0.3171,937,190,4.558,58.8
201,SRA-B,1,0.1299,0.3574,2351,211,4.188,52.0
248,SRA-B,1,0.2392,0.3975,4102,9,0.377,99.8
68,SRA-B,1,0.3063,0.2901,3923,1055,6.249,11.1
151,SRA-B,1,0.3956,0.3758,2664,674,5.634,8.1
204,SRA-B,1,0.3964,0.3505,5610,1430,6.642,6.6
81,SRA-B,1,0.1128,0.3805,100,57,3.770,42.0
20,SRA-B,1,0.4402,0.2862,3188,1277,6.680,9.3
214,SRA-B,1,0.0852,0.3729,1388,26,0.566,98.7
199,SRA-B,1,0.1677,0.4091,2286,77,1.674,97.8
112,SRA-B,1,0.1082,0.4126,2340,57,1.454,98.5
179,SRA-B,1,0.3422,0.3910,4612,897,6.054,11.5
170,SRA-B,1,0.3251,0.4474,2863,750,5.816,7.0
135,SRA-B,1,0.1281,0.3789,4056,9,0.672,99.8
183,SRA-B,1,0.0755,0.3273,3607,21,1.339,99.8
84,SRA-B,1,0.4731,0.2699,2502,964,6.286,14.9
165,SRA-B,1,0.3523,0.4171,1051,93,3.065,94.2
117,SRA-B,1,0.3222,0.6289,4350,395,4.908,6.0
194,SRA-B,1,0.2440,0.3458,1475,212,4.477,66.2
219,SRA-B,1,0.0843,0.3592,1469,44,0.975,97.3
200,SRA-B,1,0.5286,0.2979,2505,780,5.893,8.1
173,SRA-B,1,0.1178,0.4040,50,3,0.909,100.0
166,SRA-B,1,0.4364,0.3706,56454,534,0.446,0.8
167,SRA-B,1,0.3822,0.3235,4024,1175,6.452,8.7
149,SRA-B,1,0.4505,0.2666,2079,868,6.090,18.6
26,SRA-B,1,0.1022,0.3389,3075,11,0.384,99.7
234,SRA-B,1,0.0966,0.3919,2258,11,0.140,99.6
133,SRA-B,1,0.0831,0.3402,3124,18,0.087,99.5
255,SRA-B,1,0.1215,0.3412,4830,765,5.736,8.0
70,SRA-B,1,0.1144,0.3833,686,171,4.178,75.2
75,SRA-B,1,0.1148,0.2916,2275,836,6.027,12.5
42,SRA-B,1,0.1992,0.3114,4095,1162,6.292,9.3
250,SRA-B,1,0.0980,0.3335,907,112,3.543,89.9
47,SRA-B,1,0.2434,0.3420,1840,183,3.979,72.9
15,SRA-B,1,0.2413,0.3800,3340,919,6.201,9.5
148,SRA-B,1,0.1336,0.4249,1385,49,0.621,96.8
12,SRA-B,1,0.2349,0.3111,1491,294,4.737,51.6
16,SRA-B,1,0.4642,0.3467,3494,1011,6.272,10.8
221,SRA-B,1,0.3678,0.3043,4986,889,5.861,19.7
46,SRA-B,1,0.3647,0.3388,3057,736,5.920,15.6
236,SRA-B,1,0.3024,0.3520,2550,937,6.267,8.4
69,SRA-B,1,0.2374,0.2879,3478,1766,7.154,5.4
129,SRA-B,1,0.1712,0.3863,1364,24,0.424,98.7
152,SRA-B,1,0.1941,0.4458,3812,54,2.327,99.4
99,SRA-B,1,0.3704,0.3641,2520,319,3.508,53.7
197,SRA-B,1,0.0916,0.3634,2673,8,0.563,99.8
32,SRA-B,1,0.4150,0.0000,3083,269,4.592,9.5
126,SRA-B,1,0.1127,0.3425,3786,25,1.709,99.6
213,SRA-B,1,0.4288,0.3415,3810,1173,6.468,7.3
238,SRA-B,1,0.0897,0.3418,1489,264,4.618,57.6
41,SRA-B,1,0.2240,0.3713,535,147,4.380,74.2
244,SRA-B,1,0.2219,0.2772,5034,1376,6.428,9.1
39,SRA-B,1,0.2825,0.3996,2114,70,2.116,98.4
96,SRA-B,1,0.4354,0.2589,2779,1253,6.650,12.2
31,SRA-B,1,0.2387,0.2854,295,96,3.798,69.8
209,SRA-B,1,0.1812,0.3950,2131,60,2.006,98.3
27,SRA-B,1,0.3467,0.3604,1667,235,4.331,59.4
217,SRA-B,1,0.2519,0.3751,2920,870,6.119,12.2
14,SRA-B,1,0.6076,0.2320,3954,1436,6.656,10.3
45,SRA-B,1,0.2977,0.2927,2062,749,5.991,14.2
100,SRA-B,1,0.1481,0.4162,1598,44,2.415,98.6
111,SRA-B,1,0.2570,0.3383,4374,1166,6.390,8.2
193,SRA-B,1,0.4828,0.2920,1870,771,6.135,17.3
226,SRA-B,1,0.3206,0.4029,29656,500,0.571,1.6
140,SRA-B,1,0.1419,0.4157,3826,12,0.149,99.7
218,SRA-B,1,0.1627,0.3657,295,67,3.358,84.4
159,SRA-B,1,0.1754,0.3229,2378,544,5.708,14.7
95,SRA-B,1,0.2286,0.3133,2288,248,4.448,58.3
147,SRA-B,1,0.2521,0.4111,3092,257,3.958,9.6
110,SRA-B,1,0.1355,0.3239,2929,41,0.994,99.0
131,SRA-B,1,0.3484,0.3816,5807,1459,6.530,8.5
4,SRA-B,1,0.1085,0.3216,2702,145,2.957,91.3
155,SRA-B,1,0.1742,0.3842,1507,26,2.124,99.0
127,SRA-B,1,0.2469,0.4534,902,10,0.289,99.3
153,SRA-B,1,0.0635,0.2880,1806,400,5.184,31.4
116,SRA-B,1,0.0992,0.4027,4677,31,1.876,99.7
24,SRA-B,1,0.1935,0.3325,2253,678,5.776,12.6
202,SRA-B,1,0.5297,0.2305,5522,1187,6.332,10.2
253,SRA-B,1,0.0960,0.4037,1133,51,1.325,97.0
171,SRA-B,1,0.1095,0.3313,936,83,3.204,93.4
94,SRA-B,1,0.1095,0.3417,226,63,3.402,79.6
118,SRA-B,1,0.3607,0.2633,2929,1149,6.566,8.3
245,SRA-B,1,0.1398,0.3635,2237,219,3.997,68.7
36,SRA-B,1,0.3586,0.3308,2396,692,5.828,15.4
195,SRA-B,1,0.3910,0.3566,3082,170,2.413,94.6
178,SRA-B,1,0.3825,0.2360,4141,1311,6.400,11.5
73,SRA-B,1,0.0984,0.3015,125,53,3.648,65.6
19,SRA-B,1,0.1081,0.3460,806,18,0.514,98.6
