original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
46,SRA-B,2,0.2045,0.3679,2028,618,5.737,12.1
64,SRA-B,2,0.1083,0.4300,2198,274,4.181,44.6
68,SRA-B,2,0.0835,0.3170,2218,20,0.143,99.2
95,SRA-B,2,0.1737,0.4469,4187,524,3.810,9.0
251,SRA-B,2,0.4099,0.0000,32281,336,0.833,94.8
216,SRA-B,2,0.2973,0.3029,3741,163,3.418,89.0
206,SRA-B,2,0.0885,0.2933,3447,721,5.805,13.9
73,SRA-B,2,0.3280,0.3275,3085,41,0.323,98.8
35,SRA-B,2,0.1405,0.3392,1725,545,5.705,22.0
10,SRA-B,2,0.3286,0.3598,2135,35,1.773,99.2
109,SRA-B,2,0.2028,0.4227,1150,49,1.449,97.0
44,SRA-B,2,0.1964,0.3044,2530,967,6.327,11.7
226,SRA-B,2,0.2430,0.3188,1704,159,2.832,91.5
159,SRA-B,2,0.1714,0.3664,2094,980,6.514,13.8
56,SRA-B,2,0.1530,0.2842,2613,653,5.481,14.0
117,SRA-B,2,0.3309,0.2778,4113,21,0.155,99.7
113,SRA-B,2,0.1907,0.3415,3127,118,2.961,95.5
129,SRA-B,2,0.1810,0.3634,2592,708,5.811,10.1
114,SRA-B,2,0.0604,0.3345,3502,1106,6.458,9.9
127,SRA-B,2,0.2769,0.3148,1098,83,3.090,94.9
32,SRA-B,2,0.1681,0.3145,1989,233,4.391,70.0
170,SRA-B,2,0.0964,0.3412,3537,1117,6.422,7.0
190,SRA-B,2,0.1661,0.4231,2102,52,0.837,98.1
153,SRA-B,2,0.0925,0.3267,1590,325,4.788,53.0
112,SRA-B,2,0.1209,0.3860,4258,1343,6.634,7.8
252,SRA-B,2,0.1463,0.4081,3791,512,4.748,23.6
128,SRA-B,2,0.1518,0.3083,1932,942,6.310,20.5
132,SRA-B,2,0.1738,0.3397,1923,548,5.732,13.2
51,SRA-B,2,0.0808,0.3632,1062,29,0.869,98.1
178,SRA-B,2,0.2215,0.3218,2022,291,4.659,35.2
62,SRA-B,2,0.2992,0.3103,1855,48,2.125,97.9
147,SRA-B,2,0.2735,0.3049,3092,1593,7.016,6.6
217,SRA-B,2,0.3342,0.2989,3206,1206,6.485,13.7
124,SRA-B,2,0.4536,0.4183,1965,364,5.022,28.2
185,SRA-B,2,0.0740,0.3594,894,47,1.256,95.7
143,SRA-B,2,0.2893,0.4681,899,499,5.774,35.6
67,SRA-B,2,0.2708,0.3406,3633,796,5.847,14.7
228,SRA-B,2,0.1631,0.3495,4001,820,5.872,10.3
227,SRA-B,2,0.1525,0.3582,3920,1111,6.270,13.9
152,SRA-B,2,0.1392,0.4109,3083,820,6.110,13.6
49,SRA-B,2,0.1308,0.4014,3916,907,6.035,10.9
134,SRA-B,2,0.1461,0.4309,940,75,2.756,94.8
146,SRA-B,2,0.1566,0.3079,2433,26,0.542,99.3
70,SRA-B,2,0.3078,0.2830,2378,139,2.299,88.6
192,SRA-B,2,0.2772,0.2977,3339,16,0.075,99.6
242,SRA-B,2,0.2205,0.3078,1401,229,4.256,62.5
19,SRA-B,2,0.0936,0.3493,1091,223,3.867,79.9
213,SRA-B,2,0.1537,0.4413,1452,60,1.892,97.6
16,SRA-B,2,0.1294,0.3982,2395,280,4.314,46.8
75,SRA-B,2,0.1396,0.3175,3170,659,5.617,30.9
1,SRA-B,2,0.4930,0.2805,50,5,1.193,96.0
249,SRA-B,2,0.2341,0.0000,2183,116,3.754,92.8
36,SRA-B,2,0.2741,0.4293,1628,521,5.592,23.2
31,SRA-B,2,0.1580,0.4152,3448,99,2.742,98.3
203,SRA-B,2,0.1732,0.3839,848,67,2.977,94.6
229,SRA-B,2,0.2946,0.4171,2505,171,3.849,72.3
110,SRA-B,2,0.2572,0.2915,3006,44,1.082,98.9
15,SRA-B,2,0.2146,0.2893,1895,559,5.735,15.4
168,SRA-B,2,0.2591,0.4383,2817,1149,6.488,10.3
173,SRA-B,2,0.1434,0.3561,2533,190,3.879,57.0
87,SRA-B,2,0.1285,0.3649,3696,87,2.606,98.5
92,SRA-B,2,0.2685,0.4234,1943,709,5.714,34.4
218,SRA-B,2,0.2779,0.2900,3878,623,5.286,10.2
230,SRA-B,2,0.1646,0.3590,2305,773,5.918,17.3
50,SRA-B,2,0.2043,0.3600,2356,19,0.556,99.4
144,SRA-B,2,0.0930,0.3710,1380,19,0.307,98.6
225,SRA-B,2,0.0603,0.3331,1528,48,0.958,97.3
221,SRA-B,2,0.0781,0.3355,2272,521,5.335,35.5
139,SRA-B,2,0.3212,0.2804,1631,764,6.213,19.2
142,SRA-B,2,0.2825,0.3411,1674,242,4.273,40.9
154,SRA-B,2,0.1024,0.3529,2768,38,1.198,99.2
148,SRA-B,2,0.2756,0.3072,2646,19,0.151,99.3
3,SRA-B,2,0.2853,0.3530,1159,160,3.637,85.5
244,SRA-B,2,0.3953,0.2374,2905,32,0.777,99.4
241,SRA-B,2,0.1389,0.2879,3382,1145,6.413,9.5
219,SRA-B,2,0.2602,0.4361,1930,536,5.194,41.0
71,SRA-B,2,0.1453,0.3854,2720,51,1.121,98.7
195,SRA-B,2,0.4580,0.0000,2820,323,4.618,54.1
157,SRA-B,2,0.3306,0.3740,1829,195,3.543,34.8
207,SRA-B,2,0.6092,0.2255,892,22,1.726,98.4
238,SRA-B,2,0.2559,0.3860,68,46,3.575,32.4
123,SRA-B,2,0.0890,0.3149,4180,1710,6.964,5.5
59,SRA-B,2,0.1735,0.3318,3717,578,5.057,41.5
38,SRA-B,2,0.1803,0.2924,3460,954,6.141,11.4
253,SRA-B,2,0.2780,0.4246,116,66,3.896,44.8
231,SRA-B,2,0.2210,0.4039,3144,1106,6.527,6.5
116,SRA-B,2,0.1326,0.3843,3276,397,5.193,8.4
161,SRA-B,2,0.2646,0.4403,3673,1202,6.512,6.6
120,SRA-B,2,0.2335,0.4258,2690,519,5.323,33.5
94,SRA-B,2,0.1121,0.3541,3940,101,2.919,90.7
84,SRA-B,2,0.0790,0.3791,1835,327,4.817,48.4
167,SRA-B,2,0.1709,0.4125,2916,70,2.403,98.9
234,SRA-B,2,0.1769,0.3293,1200,70,2.106,96.2
182,SRA-B,2,0.3120,0.3878,3659,19,0.276,99.6
189,SRA-B,2,0.1308,0.3681,3340,50,1.096,99.3
9,SRA-B,2,0.1871,0.3137,2649,939,6.347,10.9
181,SRA-B,2,0.3036,0.3174,819,56,2.608,95.8
111,SRA-B,2,0.1544,0.4028,3205,18,0.348,99.6
174,SRA-B,2,0.3182,0.3195,3321,839,6.016,7.7
172,SRA-B,2,0.1317,0.3831,1138,69,1.340,94.7
11,SRA-B,2,0.0659,0.3253,1966,25,0.528,99.1
12,SRA-B,2,0.4622,0.3136,4312,1046,6.209,12.9
63,SRA-B,2,0.3622,0.3149,2448,42,0.796,98.8
191,SRA-B,2,0.1968,0.4075,2850,22,0.424,99.5
66,SRA-B,2,0.2003,0.4015,3591,1400,6.684,10.0
33,SRA-B,2,0.2973,0.3073,3486,19,0.496,99.5
202,SRA-B,2,0.0837,0.4050,1531,51,1.438,97.8
48,SRA-B,2,0.1799,0.3099,2548,26,0.534,99.3
121,SRA-B,2,0.3411,0.3047,2004,27,0.233,98.8
122,SRA-B,2,0.0986,0.3258,3059,1440,6.902,6.9
214,SRA-B,2,0.2293,0.4144,1203,19,0.880,99.0
98,SRA-B,2,0.3529,0.3991,1321,183,3.980,70.4
88,SRA-B,2,0.3169,0.3870,251,13,0.779,95.2
8,SRA-B,2,0.1564,0.4985,3515,536,5.264,13.7
246,SRA-B,2,0.2957,0.2835,2404,742,5.954,19.6
160,SRA-B,2,0.3351,0.3938,2688,63,1.688,97.7
27,SRA-B,2,0.3491,0.3940,4824,21,0.475,99.7
80,SRA-B,2,0.2242,0.3909,4041,1170,6.407,9.9
69,SRA-B,2,0.1969,0.3347,3835,86,3.260,98.6
24,SRA-B,2,0.1262,0.3717,3424,997,6.145,13.9
150,SRA-B,2,0.1554,0.3205,1946,636,5.695,15.9
17,SRA-B,2,0.1060,0.3532,2753,51,0.798,98.7
130,SRA-B,2,0.2559,0.3532,2300,38,1.923,99.2
28,SRA-B,2,0.1366,0.4032,2928,19,0.305,99.6
239,SRA-B,2,0.3326,0.4581,1068,619,6.165,22.7
158,SRA-B,2,0.2848,0.2669,3546,14,0.275,99.7
72,SRA-B,2,0.2366,0.3383,2413,886,6.200,10.3
215,SRA-B,2,0.0949,0.3840,2083,87,2.513,97.2
86,SRA-B,2,0.1845,0.3646,2472,24,0.539,99.4
18,SRA-B,2,0.2618,0.3789,28239,293,0.560,98.8
91,SRA-B,2,0.1019,0.3650,1125,47,1.800,96.7
83,SRA-B,2,0.4091,0.2618,4429,1065,5.996,19.6
171,SRA-B,2,0.1336,0.3995,3242,445,4.323,32.3
236,SRA-B,2,0.2548,0.0000,3111,561,5.351,18.0
196,SRA-B,2,0.1575,0.3855,3549,1418,6.813,6.5
103,SRA-B,2,0.4168,0.3339,2626,1471,7.046,7.7
151,SRA-B,2,0.0688,0.3469,3357,1247,6.604,8.0
96,SRA-B,2,0.3204,0.2898,3449,1005,6.204,16.1
162,SRA-B,2,0.2083,0.3395,2078,49,0.902,98.2
177,SRA-B,2,0.1177,0.3027,2810,1074,6.467,12.1
77,SRA-B,2,0.2662,0.4233,4873,1330,6.455,5.3
176,SRA-B,2,0.0854,0.3224,449,71,2.859,86.9
131,SRA-B,2,0.1018,0.2914,1546,229,4.507,62.5
198,SRA-B,2,0.1609,0.3111,784,35,1.265,96.3
40,SRA-B,2,0.2613,0.2841,519,239,4.923,53.4
25,SRA-B,2,0.3482,0.3843,3403,22,0.566,99.5
2,SRA-B,2,0.0821,0.3790,2732,32,0.669,99.3
145,SRA-B,2,0.1390,0.3146,3476,1147,6.391,11.1
250,SRA-B,2,0.2313,0.2972,4334,1307,6.453,4.5
247,SRA-B,2,0.1135,0.3066,2865,787,5.999,12.5
7,SRA-B,2,0.0845,0.3611,1665,52,1.623,98.0
74,SRA-B,2,0.1773,0.4320,3843,881,5.241,9.1
57,SRA-B,2,0.2347,0.3994,2253,386,4.949,47.8
97,SRA-B,2,0.1219,0.3920,2756,16,0.364,99.6
45,SRA-B,2,0.1278,0.3655,3006,719,5.883,14.1
29,SRA-B,2,0.1566,0.2573,2548,347,3.715,69.4
220,SRA-B,2,0.2992,0.2803,3549,1515,6.853,6.3
179,SRA-B,2,0.2713,0.4210,3615,1567,6.874,6.7
138,SRA-B,2,0.0916,0.3280,854,109,3.246,89.0
133,SRA-B,2,0.0910,0.3487,1323,26,0.872,98.6
209,SRA-B,2,0.3377,0.2901,1191,30,0.872,98.0
