expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic
E036,2,2,390(16.72); rowing(15.13),100.0,0.693,,,
E037,650,34,provide(8.37); must(8.37); remain(8.37); become(8.37); there(8.37); be(8.37); have(7.46); should(7.05); serve(6.79); may(5.42); been(5.04); were(0.55),95.8,1.829,,,
E038,47,9,finishing(12.16); finished(12.16); concluded(11.38); finish(11.29),87.2,1.652,,,
E039,1305,14,"""(7.36); ](7.32); ""...(6.05); German(3.26); "",(1.83); his(0.74)",99.2,0.258,,,
E040,959,17,which(7.81); his(7.81); who(3.14); he(2.88); its(2.39); the(-2.51); [PAD](-4.04),98.6,1.026,,,
E041,152,22,"%,(10.47); percent(10.47); share(10.47); %(10.47); can(10.47); 94(10.28); cannot(9.88); will(7.47); could(7.28); are(7.25); of(0.49)",90.1,2.347,,,
E042,496,26,"'.""(8.76); ?""(8.76); .""(8.76); [(8.76); "".(8.76); "";(8.28); ,""(8.21); [...](8.03); Mr(7.44); "",(7.04); you(6.63); our(6.30); ).(3.25)",96.8,1.789,,,
E043,264,10,been(9.67); since(5.61); had(2.68); the(-0.28),97.3,0.455,,,
E044,17,13,thumb(13.63); 103(13.63); Essex(13.63); 108(12.63); geographical(12.63); Tiger(12.63); nik(12.63); depth(12.63); Larry(12.31); Dennis(11.63); Walter(10.17); £(9.46); Wales(8.11),100.0,2.507,,,
E045,6602,420,over(5.03); under(5.03); only(5.03); later(5.03); three(5.03); back(5.03); well(5.03); many(5.03); oldest(5.03); regularly(5.03); downtown(5.03); opposite(5.03); immediate(5.03); huge(5.03); closer(5.03); normally(5.03); conventional(5.03); wider(5.03); pretty(5.03); southwest(5.03); roughly(5.03); increasingly(5.03); earliest(5.03); actual(5.03); principal(5.03); outer(5.03); permanent(5.03); west(5.03); several(5.03); early(5.03); less(5.03); large(5.03); same(5.03); following(5.03); north(5.03); toward(5.03); surrounding(5.03); newly(5.03); beyond(5.03); ancient(5.03); recently(5.03); Early(5.03); supporting(5.03); very(5.03); last(5.03); east(5.03); south(5.03); much(5.03); previous(5.03); late(5.03),32.3,5.050,,,
E046,3,2,£(12.96); Security(12.81),100.0,0.637,,,
E047,219,29,US(9.94); c(9.94); City(7.04); St(6.22); United(5.07); new(5.04); was(0.89),88.1,1.463,,,
E048,6558,22,"is(5.04); for(5.04); was(5.03); that(5.03); on(4.80); to(3.74); has(3.70); he(3.69); are(2.27); would(1.94); had(-0.04); in(-0.39); were(-0.67); they(-0.87); of(-2.48); by(-3.13); .(-5.32); ,(-5.71)",99.9,1.998,,,
E049,6031,460,than(5.16); though(5.16); so(5.16); again(5.16); only(5.16); about(5.16); well(5.16); dating(5.16); formally(5.16); continuing(5.16); apparently(5.16); normally(5.16); reportedly(5.16); partly(5.16); partially(5.16); whereas(5.16); rarely(5.16); publicly(5.16); temporarily(5.16); clearly(5.16); repeatedly(5.16); retained(5.16); extremely(5.16); entitled(5.16); specifically(5.16); regularly(5.16); assumed(5.16); supposed(5.16); strongly(5.16); serves(5.16); occasionally(5.16); effectively(5.16); greatly(5.16); quite(5.16); dedicated(5.16); closely(5.16); notable(5.16); significantly(5.16); roughly(5.16); perhaps(5.16); renamed(5.16); easily(5.16); being(5.16); like(5.16); known(5.16); now(5.16); following(5.16); very(5.16); just(5.16); since(5.16),23.0,5.113,,,
E050,3336,548,amer(6.01); igo(6.01); ichi(6.01); aro(6.01); uma(6.01); anda(6.01); chi(6.01); zo(6.01); ala(6.01); va(6.01); hi(6.01); ya(6.01); ti(6.01); ada(6.01); ami(6.01); ray(6.01); ani(6.01); ola(6.01); ano(6.01); ont(6.01); ule(6.01); ata(6.01); ama(6.01); ana(6.01); ina(6.01); ah(6.01); az(6.01); var(6.01); ib(6.01); uc(6.01); van(6.01); oss(6.01); ug(6.01); ox(6.01); ung(6.01); aur(6.01); ai(6.01); ico(6.01); uk(6.01); ga(6.01); ae(6.01); ids(6.01); ula(6.01); ica(6.01); ino(6.01); umb(6.01); ena(6.01); ari(6.01); ara(6.01); ato(6.01),12.4,5.399,,,
E051,185,11,out(10.19); -(1.88),94.1,0.456,,,
E052,50,9,construction(12.07); meaning(12.07); Construction(11.66); 6th(10.79),88.0,1.519,,,
E053,613,178,keeps(8.46); regardless(8.46); exem(8.46); cation(8.46); keeping(8.46); ify(8.46); aries(8.46); impact(8.46); sions(8.46); treatment(8.46); ctions(8.46); keep(8.46); tion(8.46); ification(8.46); ry(8.46); ions(8.46); ures(8.46); ments(8.46); ure(8.46); ction(8.46); ation(8.46); ment(8.46); ion(8.46); ations(8.31); protect(8.22); ary(8.21); delivery(8.04); ness(7.94); ance(7.72); pt(7.72); criticism(7.72); ise(7.46); ess(7.46); ase(7.46); knowledge(7.24); protection(7.14); ial(7.08); ends(7.08); ts(7.04); ity(6.94); ries(6.87); ator(6.87); ending(6.87); istic(6.87); yard(6.72); ics(6.72); our(6.58); ators(6.58); alone(6.58); withdraw(6.46),64.9,4.548,,,
E054,714,18,at(8.24); over(2.09); for(0.50); in(-0.34),97.3,0.314,,,
E055,20,16,Asia(10.94),20.0,2.649,,,
E056,441,9,he(8.93); they(5.27); she(4.30); there(4.18); his(2.98); in(-0.64),99.1,0.481,,,
E057,426,99,imprisonment(8.98); assassination(8.98); posts(8.98); signing(8.98); throne(8.98); departure(8.98); independence(8.98); entry(8.98); reign(8.98); arrest(8.98); terms(8.98); status(8.98); vice(8.98); death(8.98); post(8.98); command(8.98); history(8.93); position(8.80); Post(8.25); quarter(7.87); office(7.12); car(7.02); port(6.81); peace(6.76); early(5.96); /(4.73); city(4.51); state(3.98); some(3.72); British(3.55); to(1.00); of(-1.41),79.6,3.761,,,
E058,5282,67,cannot(5.35); does(5.35); must(5.35); might(5.35); are(5.35); were(5.35); may(5.35); will(5.35); went(5.35); should(5.35); remained(5.35); have(5.35); has(5.35); had(5.35); would(5.35); can(5.35); became(5.35); did(5.35); was(5.35); could(5.35); is(5.35); took(5.30); began(5.29); came(5.28); includes(5.18); fell(5.16); gave(4.94); saw(4.54); continued(4.49); didn(4.35); died(4.28); appeared(4.03); also(3.75); still(3.73); contains(3.65); proved(3.61); appears(3.35); continues(3.03); do(2.77); ended(2.77); received(2.62); wrote(2.10); been(2.08),99.4,2.594,,,
E059,1624,153,"kilometer(7.05); m2(7.05); yd(7.05); %.(7.05); '.(7.05); "")(7.05); .)(7.05); lb(7.05); knots(7.05); kilometres(7.05); degree(7.05); kg(7.05); mile(7.05); inches(7.05); metres(7.05); mm(7.05); km(7.05); miles(7.05); mph(7.05); inch(7.05); cm(7.05); )(7.05); ),(7.05); mi(7.05); ft(7.05); ).(7.00); °(6.97); %(6.96); feet(6.95); million(6.91); sq(6.88); 000(6.69); seconds(6.54); ures(6.31); gal(6.31); 82(6.05); today(5.83); ured(5.64); comes(5.47); percent(5.31); 1927(5.14); foot(4.64); ha(4.55); minutes(4.39); 40(3.94); yards(3.77); m(3.60); if(3.53); may(3.10); –(2.81)",89.3,3.294,,,
E060,738,4,"((8.18); of(-2.20); ,(-2.97)",99.7,0.072,,,
E061,195,27,Air(10.11); £(10.11); within(10.11); $(10.11); 35(7.79); April(5.89); an(2.63); to(1.13); in(1.12),88.2,2.217,,,
E062,186,15,air(10.18); L(10.18); St(6.46); an(3.70); in(2.51); .(1.82); and(0.30),94.6,1.701,,,
E063,12939,47,whom(4.06); whose(4.06); because(4.06); since(4.06); although(4.06); by(4.06); which(4.06); but(4.06); where(4.06); though(4.06); when(4.06); while(4.06); who(4.06); as(4.06); and(4.06); to(4.06); that(4.06); with(4.05); after(4.04); or(3.98); despite(3.91); before(3.87); due(3.77); during(3.64); rather(3.34); without(3.02); if(2.70); however(2.63); until(2.47); along(1.45); through(0.86); at(0.07); about(-0.75); for(-0.77); from(-0.83); in(-3.61); .(-6.72),99.9,2.319,,,
E064,2,2,Mae(15.72); intelligence(12.81),100.0,0.693,,,
E065,2370,385,remixed(6.51); renewed(6.51); printed(6.51); premiere(6.51); entitled(6.51); promote(6.51); developing(6.51); expanded(6.51); advanced(6.51); launch(6.51); promoted(6.51); filmed(6.51); titled(6.51); confirmed(6.51); respectively(6.51); aired(6.51); done(6.51); revealed(6.51); named(6.51); released(6.51); produced(6.51); recorded(6.51); performed(6.51); announced(6.51); published(6.51); release(6.51); lost(6.51); reported(6.51); available(6.51); featured(6.51); develop(6.51); work(6.51); completed(6.47); working(6.43); written(6.43); failed(6.42); added(6.41); worked(6.41); developed(6.40); listed(6.34); issued(6.22); recording(6.22); contained(6.18); installed(6.14); peaked(6.09); titles(6.09); included(6.04); production(6.00); posted(5.99); chosen(5.92),36.3,5.163,,,
E066,1260,43,s(7.37); t(6.25); '(2.06); at(1.18); for(-0.32); was(-0.64); .(-1.77); a(-2.33); the(-2.90),96.7,0.716,,,
E067,57,30,Player(11.88); didn(11.88); Sea(11.40); Emperor(10.88),47.4,3.017,,,
E068,786,15,were(8.10); are(5.23); there(3.67); had(3.43); was(2.81),98.6,0.614,,,
E069,292,25,every(9.53); placed(9.53); her(9.53); she(6.71); each(6.04); its(3.11); an(3.05); his(2.16); the(-0.60),93.2,1.589,,,
E070,11530,13,";(4.22); .(4.22); ,(4.03); :(0.45); –(-1.48); was(-4.83); to(-5.75)",99.9,0.800,,,
E071,204,59,engaging(10.04); accidentally(10.04); construct(10.04); dead(10.04); damaged(10.04); build(10.04); hit(10.04); wounded(9.95); buried(9.63); speed(9.27); cost(8.67); ultimately(7.87); side(7.48); lead(7.24); killed(6.16); be(3.41); his(3.10),74.0,3.397,,,
E072,4220,785,cannon(5.67); dynasty(5.67); tomb(5.67); imperial(5.67); kingdom(5.67); Empire(5.67); stone(5.67); ara(5.67); Ming(5.67); II(5.67); ms(5.67); temple(5.67); guns(5.67); ids(5.67); Castle(5.67); IV(5.67); gs(5.67); ford(5.67); land(5.67); siege(5.67); fortress(5.67); Emperor(5.67); ias(5.67); king(5.67); throne(5.67); valley(5.67); VI(5.67); warfare(5.67); gun(5.67); crown(5.67); earth(5.67); treaty(5.67); emperor(5.67); lord(5.67); rebellion(5.67); Count(5.67); ruler(5.67); reign(5.67); timber(5.67); wars(5.67); astic(5.67); conquest(5.67); temples(5.67); forts(5.67); invasion(5.67); Dynasty(5.67); rule(5.67); rulers(5.67); al(5.66); County(5.65),18.0,5.782,,,
E073,5859,495,received(5.20); drove(5.20); requested(5.20); submitted(5.20); secured(5.20); seized(5.20); proceeded(5.20); commenced(5.20); marched(5.20); asserted(5.20); ignored(5.20); warned(5.20); hoping(5.20); sailed(5.20); obtained(5.20); gone(5.20); landed(5.20); happened(5.20); denied(5.20); travelled(5.20); traveled(5.20); resumed(5.20); seeking(5.20); jumped(5.20); led(5.20); demanding(5.20); testified(5.20); drew(5.20); chose(5.20); announced(5.20); reached(5.20); started(5.20); forced(5.20); faced(5.20); participated(5.20); argued(5.20); fired(5.20); broke(5.20); fought(5.20); felt(5.20); returned(5.20); crossed(5.20); applied(5.20); voted(5.20); asks(5.20); signed(5.20); asked(5.20); arrived(5.20); agreed(5.20); resulted(5.20),11.8,4.623,,,
E074,4,4,hil(14.72); 1797(12.91); bass(11.81); Kurt(11.55),100.0,1.386,,,
E075,13,8,Mexico(12.08),46.2,1.738,,,
E076,217,9,would(9.96); could(7.30); will(6.96); he(3.64); were(2.87); had(2.55); was(1.90),99.1,0.765,,,
E077,11869,11,"or(4.18); -(4.18); and(4.18); .(4.18); '(3.40); ,(0.64); –(-1.20); to(-3.38)",100.0,1.375,,,
E078,12071,4467,½(4.16); prosecutors(4.16); Faire(4.16); α(4.16); xi(4.16); Tib(4.16); Slater(4.16); Ethiopia(4.16); guerrillas(4.16); ately(4.16); 195(4.16); 2007(4.16); aller(4.16); palaces(4.16); stumps(4.16); paratroopers(4.16); ceramic(4.16); roadways(4.16); bitt(4.16); succeeds(4.16); Salmon(4.16); bamboo(4.16); Dome(4.16); Javan(4.16); overland(4.16); 2006(4.16); rent(4.16); 2013(4.16); 2005(4.16); 2014(4.16); oped(4.16); Companies(4.16); SquarePants(4.16); hap(4.16); reclassified(4.16); Floor(4.16); 60th(4.16); apar(4.16); Rapid(4.16); arson(4.16); hee(4.16); Moresby(4.16); Sakura(4.16); athi(4.16); rabbits(4.16); ceasefire(4.16); Confessions(4.16); iba(4.16); Stephens(4.16); onte(4.16),2.5,7.892,,,
E079,5969,17,of(5.17); on(5.17); or(5.16); to(2.01); at(1.89); he(0.54); .(0.47); for(-0.56); after(-0.91); and(-3.38); in(-4.40); the(-5.37),99.9,1.085,,,
E080,19930,7018,Wür(3.43); Faire(3.43); Beckham(3.43); calder(3.43); xi(3.43); outh(3.43); α(3.43); ř(3.43); [UNK](3.43); victim(3.43); aka(3.43); ule(3.43); 1980(3.43); Lincol(3.43); Point(3.43); Dos(3.43); lach(3.43); Mama(3.43); Acapulco(3.43); hierogly(3.43); Rose(3.43); 1967(3.43); Nintendo(3.43); 1969(3.43); Singapore(3.43); Die(3.43); 1983(3.43); Carey(3.43); Viscount(3.43); routines(3.43); resented(3.43); Dome(3.43); Anglesey(3.43); Pyramid(3.43); MA(3.43); Hollywood(3.43); UN(3.43); 1965(3.43); Emperor(3.43); 1966(3.43); Walter(3.43); Philadelphia(3.43); agan(3.43); 1984(3.43); Floor(3.43); Sinai(3.43); bitt(3.43); Yun(3.43); 224(3.43); 1985(3.43),2.4,8.253,,,
