layer,expert_id,tokens
blocks.1.ff_or_moe,96,"much, well, large, strong, far, old, very, badly, hard, significant"
blocks.1.ff_or_moe,97,"well, opposed, soon, indicated, best, long, part, First, though, quickly"
blocks.1.ff_or_moe,98,"when, shortly, she, however, he, after, 000, there, during, where"
blocks.1.ff_or_moe,99,"ten, three, five, 30, due, former, ;, 20, up, four"
blocks.1.ff_or_moe,100,"need, zy, proclaimed, McDonald, Pear, Express, cord, loaded, thers, intense"
blocks.1.ff_or_moe,101,"rank, den, ren, red, sk, end, b, ine, reg, hot"
blocks.1.ff_or_moe,102,"ch, y, cher, k, dry, fall, ler, Ch, then, music"
blocks.1.ff_or_moe,103,"even, no, bid, tr, bs, any, man, ium, ping, iel"
blocks.1.ff_or_moe,104,"less, still, gap, is, ily, ur, situation, role, wan, now"
blocks.1.ff_or_moe,105,"ul, id, op, pressed, et, oral, ho, iron, rap, ole"
blocks.1.ff_or_moe,106,"Ar, g, Ad, Am, mod, bi, w, Ser, mon, passing"
blocks.1.ff_or_moe,107,"stand, th, fire, national, goals, Royal, Wing, Grand, ap, finished"
blocks.1.ff_or_moe,108,"teams, them, roy, additional, accompanying, leads, mainly, significant, ker, him"
blocks.1.ff_or_moe,109,"remaining, six, seven, five, book, eight, three, nine, 7, elder"
blocks.1.ff_or_moe,110,"but, although, resulting, though, while, which, however, and, meaning, who"
blocks.1.ff_or_moe,111,"., significant, major, due, author, substantial, denies, without, World, Sky"
blocks.1.ff_or_moe,112,"consequently, George, however, hence, nevertheless, therefore, thus, although, accordingly, similarly"
blocks.1.ff_or_moe,113,"part, advantage, things, place, ths, gen, Air, coming, root, control"
blocks.1.ff_or_moe,114,"exclusive, ram, left, character, center, Has, victim, student, pher, weight"
blocks.1.ff_or_moe,115,"cover, become, attack, make, join, begin, reach, comp, wear, build"
blocks.1.ff_or_moe,116,"Mis, main, Pe, 1946, Bul, lean, proven, sel, mon, minor"
blocks.1.ff_or_moe,117,"sort, slight, degree, claim, assistance, parts, natural, amount, amounts, tre"
blocks.1.ff_or_moe,118,"—, face, Mac, which, Clark, Madison, Green, 12, phrase, –"
blocks.1.ff_or_moe,119,"grass, Kennedy, year, jump, Barnes, heads, Gl, White, arrow, National"
blocks.1.ff_or_moe,120,"for, upon, into, "", by, ', at, it, up, in"
blocks.1.ff_or_moe,121,"account, offer, 18, 11, average, active, occasion, important, October, alternate"
blocks.1.ff_or_moe,122,"York, yn, Tour, market, borough, 52, many, celebration, Dal, pace"
blocks.1.ff_or_moe,123,"significant, powerful, large, series, means, member, pair, Q, considerable, slightly"
blocks.1.ff_or_moe,124,"were, ;, such, —, throughout, involved, already, during, hoe, beyond"
blocks.1.ff_or_moe,125,"other, has, become, MC, had, failure, been, have, contemporary, led"
blocks.1.ff_or_moe,126,"related, room, television, foot, style, focused, sharing, campaign, jokes, regarding"
blocks.1.ff_or_moe,127,"chance, means, members, then, air, telephone, three, episode, saying, night"
blocks.2.ff_or_moe,0,"99, same, main, types, latter, 93, combined, depart, si, pair"
blocks.2.ff_or_moe,1,":, ""..., ""[, 52, “, include, The, bul, 30, vo"
blocks.2.ff_or_moe,2,"7, 8, 3, 6, 5, 9, 2, 1, Hay, j"
blocks.2.ff_or_moe,3,"hold, ou, w, shot, sec, held, mo, quality, lighting, su"
blocks.2.ff_or_moe,4,"certain, 500, shared, growing, number, very, thousand, slightly, 100, while"
blocks.2.ff_or_moe,5,"site, behalf, request, base, recommendation, aid, course, occasion, launch, beginning"
blocks.2.ff_or_moe,6,"some, when, ;, with, or, ,, that, included, contained, Lives"
blocks.2.ff_or_moe,7,"natural, Beyoncé, star, current, normal, die, initial, io, original, peak"
blocks.2.ff_or_moe,8,"said, often, usually, considered, also, held, called, believed, credited, found"
blocks.2.ff_or_moe,9,"land, ren, reg, ever, ah, 1, Os, 5, acts, let"
blocks.2.ff_or_moe,10,"iche, Scott, rov, Har, tal, ney, Bell, Xbox, schedule, ji"
blocks.2.ff_or_moe,11,"family, works, life, born, mor, interest, response, friend, version, service"
blocks.2.ff_or_moe,12,"based, making, looking, like, controlled, style, free, sounding, dominated, covered"
blocks.2.ff_or_moe,13,"you, hem, worked, he, there, we, shot, held, U, If"
blocks.2.ff_or_moe,14,"to, from, with, only, just, in, under, using, of, his"
blocks.2.ff_or_moe,15,"give, ays, ay, what, this, example, granted, him, reasons, much"
blocks.2.ff_or_moe,16,"trading, idal, bach, MC, Reports, Parliament, throughout, guerrillas, comparison, measure"
blocks.2.ff_or_moe,17,"ville, Cer, kind, cited, associated, olds, Bob, ev, process, relationships"
blocks.2.ff_or_moe,18,"8, Island, 6, 16, Coast, 7, 1, fellow, 9, Bar"
blocks.2.ff_or_moe,19,"own, family, father, mother, brother, first, next, final, daughter, colleagues"
blocks.2.ff_or_moe,20,"pre, meeting, re, a, three, el, being, pet, res, ren"
blocks.2.ff_or_moe,21,"other, his, several, former, others, elsewhere, ar, various, then, her"
blocks.2.ff_or_moe,22,"sp, performance, berg, conduct, sel, marks, leads, known, identified, better"
blocks.2.ff_or_moe,23,"year, month, night, day, same, would, although, role, rapidly, winter"
blocks.2.ff_or_moe,24,"years, still, months, others, other, hundred, smaller, also, of, more"
blocks.2.ff_or_moe,25,"Us, Ms, Box, Morgan, Ware, Wilson, T, Ts, Q, bees"
blocks.2.ff_or_moe,26,"ch, important, ider, extremely, unusually, ard, unusual, hour, angle, Go"
blocks.2.ff_or_moe,27,"Blue, Power, Two, Other, Black, Cleveland, Graham, movie, Joshua, buff"
blocks.2.ff_or_moe,28,"death, Thomas, Hill, Joseph, light, ata, Albert, sub, teams, large"
blocks.2.ff_or_moe,29,"machine, fleet, party, horse, Mountain, machines, Sou, effort, o, court"
blocks.2.ff_or_moe,30,"never, life, not, size, also, rather, back, still, nothing, voice"
blocks.2.ff_or_moe,31,"att, ams, da, naked, as, Jones, an, four, taking, tribute"
blocks.2.ff_or_moe,32,"fields, mal, tr, £, 0, ming, –, Jonathan, Patrick, Steve"
blocks.2.ff_or_moe,33,"much, while, next, ion, hold, passing, received, And, each, designed"
blocks.2.ff_or_moe,34,"Great, Government, Saint, Cor, State, All, P, Japan, San, remaining"
blocks.2.ff_or_moe,35,"originally, also, not, eventually, probably, still, never, subsequently, initially, already"
blocks.2.ff_or_moe,36,"they, there, however, she, he, when, it, two, hundreds, parts"
blocks.2.ff_or_moe,37,"–, N, T, L, R, sc, K, X, br, New"
blocks.2.ff_or_moe,38,"change, fall, support, Royal, either, do, la, come, Van, port"
blocks.2.ff_or_moe,39,"least, times, various, night, some, home, first, large, this, will"
blocks.2.ff_or_moe,40,"rant, local, ring, different, town, crew, tape, ode, radiation, rap"
blocks.2.ff_or_moe,41,"un, 2, 4, 5, mo, 7, pol, co, V, J"
blocks.2.ff_or_moe,42,"of, other, all, st, ou, these, Of, lay, cur, various"
blocks.2.ff_or_moe,43,"bo, hi, pe, ke, let, list, blast, ch, han, pro"
blocks.2.ff_or_moe,44,"response, front, September, connection, February, June, January, preparation, formally, line"
blocks.2.ff_or_moe,45,"There, most, return, wrote, reality, extension, general, ati, complete, entire"
blocks.2.ff_or_moe,46,"near, Mel, d, ae, attempted, fl, ish, aul, mag, ial"
blocks.2.ff_or_moe,47,"ee, ane, do, ell, er, together, time, els, é, ive"
blocks.2.ff_or_moe,48,"firing, rest, west, UK, aching, displaced, Temple, Vietnam, shape, National"
blocks.2.ff_or_moe,49,"non, radio, test, double, V, twin, C, single, record, November"
blocks.2.ff_or_moe,50,"of, full, position, among, her, appearance, person, round, set, start"
