word,category,num_subtokens,subtokens,layer,template_id,expert_ids,primary_coherence,topk_overlap,routing_flicker,model
mitochondria,scientific,2,mitochond|ria,3,8,"122,111",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,0,9,"56,253",0.5,0.14285714285714285,1,SRA-B
mitochondria,scientific,2,mitochond|ria,1,9,"209,176",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,2,9,"61,67",0.5,0.0,1,SRA-B
mitochondria,scientific,2,mitochond|ria,3,9,"147,43",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,0,"56,76",0.5,0.3333333333333333,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,0,"250,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,0,"61,191",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,0,"235,116",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,1,"56,76",0.5,0.3333333333333333,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,1,"250,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,1,"223,191",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,1,"11,116",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,2,"56,76",0.5,0.6,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,2,"196,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,2,"61,67",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,2,"235,247",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,3,"56,76",0.5,0.3333333333333333,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,3,"250,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,3,"61,119",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,3,"235,74",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,4,"56,76",0.5,0.3333333333333333,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,4,"196,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,4,"61,67",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,4,"235,43",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,5,"56,76",0.5,0.3333333333333333,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,5,"250,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,5,"61,191",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,5,"235,116",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,6,"56,76",0.5,0.6,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,6,"196,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,6,"61,67",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,6,"11,24",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,7,"56,76",0.5,0.6,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,7,"250,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,7,"61,67",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,7,"11,249",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,8,"249,76",0.5,0.3333333333333333,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,8,"250,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,8,"61,119",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,8,"235,111",0.5,0.14285714285714285,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,0,9,"56,76",0.5,0.6,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,1,9,"250,94",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,2,9,"61,67",0.5,0.0,1,SRA-B
thermodynamics,scientific,2,thermo|dynamics,3,9,"235,58",0.5,0.0,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,0,"88,251,233,115",0.25,0.27777777777777773,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,0,"51,250,51,62",0.5,0.26666666666666666,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,0,"228,61,61,155",0.5,0.2587301587301587,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,0,"124,145,11,121",0.25,0.25555555555555554,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,1,"88,251,233,115",0.25,0.20317460317460315,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,1,"51,250,51,62",0.5,0.32380952380952377,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,1,"228,61,61,155",0.5,0.2587301587301587,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,1,"124,145,11,116",0.25,0.2825396825396825,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,2,"88,251,233,115",0.25,0.17936507936507937,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,2,"51,250,51,62",0.5,0.32380952380952377,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,2,"61,61,61,155",0.75,0.4142857142857143,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,2,"124,145,11,121",0.25,0.32698412698412693,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,3,"88,251,233,76",0.25,0.20317460317460315,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,3,"51,250,250,62",0.5,0.32380952380952377,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,3,"61,61,61,190",0.75,0.32380952380952377,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,3,"124,145,11,84",0.25,0.32698412698412693,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,4,"88,251,233,115",0.25,0.2111111111111111,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,4,"51,250,51,62",0.5,0.2349206349206349,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,4,"61,61,61,155",0.75,0.4142857142857143,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,4,"124,145,11,147",0.25,0.35873015873015873,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,5,"88,251,233,115",0.25,0.27777777777777773,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,5,"51,250,51,62",0.5,0.26666666666666666,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,5,"228,61,61,155",0.5,0.2587301587301587,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,5,"124,145,11,121",0.25,0.25555555555555554,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,6,"88,251,233,115",0.25,0.17936507936507937,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,6,"51,51,51,62",0.75,0.2349206349206349,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,6,"105,61,61,190",0.5,0.4142857142857143,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,6,"124,147,11,147",0.5,0.2825396825396825,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,7,"88,251,233,76",0.25,0.20317460317460315,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,7,"51,250,250,62",0.5,0.26666666666666666,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,7,"61,61,61,190",0.75,0.3,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,7,"124,145,11,147",0.25,0.2825396825396825,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,8,"88,251,233,76",0.25,0.30158730158730157,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,8,"51,250,250,62",0.5,0.32380952380952377,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,8,"61,61,61,116",0.75,0.3714285714285714,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,8,"124,145,11,211",0.25,0.2698412698412698,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,0,9,"88,251,233,76",0.25,0.20317460317460315,3,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,1,9,"51,250,250,62",0.5,0.32380952380952377,2,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,2,9,"61,61,61,155",0.75,0.3904761904761905,1,SRA-B
semiconductor,scientific,4,sem|icon|du|ctor,3,9,"124,145,11,211",0.25,0.32698412698412693,3,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,0,"228,251,76",0.3333333333333333,0.09523809523809523,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,0,"51,250,176",0.3333333333333333,0.15873015873015872,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,0,"223,61,233",0.3333333333333333,0.15873015873015872,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,0,"11,145,116",0.3333333333333333,0.1111111111111111,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,1,"228,251,76",0.3333333333333333,0.0,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,1,"51,250,176",0.3333333333333333,0.09523809523809523,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,1,"223,61,60",0.3333333333333333,0.1111111111111111,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,1,"11,145,116",0.3333333333333333,0.19999999999999998,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,2,"228,251,76",0.3333333333333333,0.1111111111111111,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,2,"51,250,176",0.3333333333333333,0.15873015873015872,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,2,"61,61,67",0.6666666666666666,0.1111111111111111,1,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,2,"11,147,247",0.3333333333333333,0.19999999999999998,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,3,"228,251,76",0.3333333333333333,0.09523809523809523,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,3,"51,250,176",0.3333333333333333,0.24761904761904763,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,3,"61,61,8",0.6666666666666666,0.1111111111111111,1,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,3,"11,124,74",0.3333333333333333,0.19999999999999998,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,4,"228,251,76",0.3333333333333333,0.047619047619047616,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,4,"51,250,176",0.3333333333333333,0.15873015873015872,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,4,"61,61,67",0.6666666666666666,0.1111111111111111,1,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,4,"11,147,43",0.3333333333333333,0.19999999999999998,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,5,"228,251,76",0.3333333333333333,0.09523809523809523,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,5,"51,250,176",0.3333333333333333,0.15873015873015872,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,5,"223,61,233",0.3333333333333333,0.15873015873015872,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,5,"11,145,116",0.3333333333333333,0.1111111111111111,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,6,"228,251,76",0.3333333333333333,0.047619047619047616,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,6,"51,51,209",0.6666666666666666,0.15873015873015872,1,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,6,"61,61,67",0.6666666666666666,0.1111111111111111,1,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,6,"11,147,58",0.3333333333333333,0.19999999999999998,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,7,"228,251,76",0.3333333333333333,0.047619047619047616,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,7,"51,250,176",0.3333333333333333,0.24761904761904763,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,7,"61,61,67",0.6666666666666666,0.19999999999999998,1,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,7,"11,147,249",0.3333333333333333,0.19999999999999998,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,8,"228,251,76",0.3333333333333333,0.09523809523809523,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,8,"51,250,176",0.3333333333333333,0.15873015873015872,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,8,"61,61,8",0.6666666666666666,0.24761904761904763,1,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,8,"11,145,211",0.3333333333333333,0.19999999999999998,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,0,9,"228,251,76",0.3333333333333333,0.09523809523809523,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,1,9,"51,250,176",0.3333333333333333,0.15873015873015872,2,SRA-B
biochemistry,scientific,3,bi|oche|mistry,2,9,"61,61,8",0.6666666666666666,0.1111111111111111,1,SRA-B
biochemistry,scientific,3,bi|oche|mistry,3,9,"11,145,58",0.3333333333333333,0.19999999999999998,2,SRA-B
neuroscience,scientific,2,neuro|science,0,0,"56,174",0.5,0.3333333333333333,1,SRA-B
neuroscience,scientific,2,neuro|science,1,0,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,0,"240,60",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,3,0,"11,121",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,0,1,"56,57",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,1,1,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,1,"61,60",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,3,1,"11,116",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,0,2,"56,174",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,1,2,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,2,"240,67",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,3,2,"11,121",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,0,3,"56,174",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,1,3,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,3,"240,119",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,3,3,"11,74",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,0,4,"56,174",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,1,4,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,4,"240,240",1.0,0.14285714285714285,0,SRA-B
neuroscience,scientific,2,neuro|science,3,4,"11,121",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,0,5,"56,174",0.5,0.3333333333333333,1,SRA-B
neuroscience,scientific,2,neuro|science,1,5,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,5,"240,60",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,3,5,"11,121",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,0,6,"56,174",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,1,6,"51,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,6,"240,8",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,3,6,"11,58",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,0,7,"56,174",0.5,0.3333333333333333,1,SRA-B
neuroscience,scientific,2,neuro|science,1,7,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,7,"240,8",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,3,7,"11,249",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,0,8,"56,174",0.5,0.3333333333333333,1,SRA-B
neuroscience,scientific,2,neuro|science,1,8,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,8,"240,8",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,3,8,"11,121",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,0,9,"56,253",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,1,9,"250,157",0.5,0.0,1,SRA-B
neuroscience,scientific,2,neuro|science,2,9,"240,8",0.5,0.14285714285714285,1,SRA-B
neuroscience,scientific,2,neuro|science,3,9,"11,121",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,0,0,"56,76",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,1,0,"250,157",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,0,"61,233",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,3,0,"11,116",0.5,0.3333333333333333,1,SRA-B
astrophysics,scientific,2,astro|physics,0,1,"56,76",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,1,1,"250,157",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,1,"61,60",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,3,1,"11,116",0.5,0.14285714285714285,1,SRA-B
astrophysics,scientific,2,astro|physics,0,2,"56,76",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,1,2,"250,231",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,2,"61,67",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,3,2,"11,121",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,0,3,"56,76",0.5,0.14285714285714285,1,SRA-B
astrophysics,scientific,2,astro|physics,1,3,"250,231",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,3,"61,67",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,3,3,"11,74",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,0,4,"56,76",0.5,0.14285714285714285,1,SRA-B
astrophysics,scientific,2,astro|physics,1,4,"120,231",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,4,"61,67",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,3,4,"11,121",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,0,5,"56,76",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,1,5,"250,157",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,5,"61,233",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,3,5,"11,116",0.5,0.3333333333333333,1,SRA-B
astrophysics,scientific,2,astro|physics,0,6,"56,76",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,1,6,"120,157",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,6,"61,67",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,3,6,"11,24",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,0,7,"56,76",0.5,0.14285714285714285,1,SRA-B
astrophysics,scientific,2,astro|physics,1,7,"250,231",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,7,"61,67",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,3,7,"11,249",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,0,8,"56,76",0.5,0.3333333333333333,1,SRA-B
astrophysics,scientific,2,astro|physics,1,8,"73,231",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,2,8,"61,67",0.5,0.14285714285714285,1,SRA-B
astrophysics,scientific,2,astro|physics,3,8,"11,121",0.5,0.0,1,SRA-B
astrophysics,scientific,2,astro|physics,0,9,"56,76",0.5,0.14285714285714285,1,SRA-B
astrophysics,scientific,2,astro|physics,1,9,"250,231",0.5,0.0,1,SRA-B
