expert_id,total_tokens_routed,unique_tokens_routed,top_50_tokens,top50_mass_pct,vocab_entropy,human_purity_score,human_category_label,human_syntactic_or_semantic,gemini_purity_score,gemini_category_label,gemini_syntactic_or_semantic,codex_purity_score,codex_category_label,codex_syntactic_or_semantic,opus_purity_score,opus_category_label,opus_syntactic_or_semantic
E010,3042,961,refugees(6.15); fighters(6.15); Koreans(6.15); hunters(6.15); ancestors(6.15); civilians(6.15); composers(6.15); natives(6.15); songwriter(6.15); Marshal(6.15); submarines(6.15); ators(6.15); veterans(6.15); animals(6.15); Personnel(6.15); individuals(6.15); workers(6.15); Ethiopia(6.15); allies(6.15); girls(6.15); supporters(6.15); adults(6.15); archaeologists(6.15); bosses(6.15); paratroopers(6.15); prosecutors(6.15); logists(6.15); Germans(6.15); enemies(6.15); parents(6.15); husband(6.15); households(6.15); persons(6.15); Brazil(6.15); musicians(6.15); scholars(6.15); victims(6.15); viewers(6.15); shipping(6.15); audiences(6.15); planes(6.15); destroyers(6.05); actors(6.02); blacks(6.01); dancers(5.99); officials(5.99); sailors(5.98); battleships(5.98); settlers(5.98); wife(5.97),10.3,6.153,,,,7,groups of people,semantic,8,people groups,semantic,7,people groups/plurals,mixed
E011,3865,28,"'.""(5.80); .'(5.80); .)(5.80); .""(5.59); "".(5.58); ).(5.15); .(5.07); !.(4.63); ""(-1.17); [PAD](-1.92)",99.4,0.778,,,,10,punctuation,syntactic,10,sentence punctuation,syntactic,9,sentence-end punctuation,syntactic
E012,3510,910,í(5.94); aba(5.94); iang(5.94); igo(5.94); ichi(5.94); ente(5.94); yan(5.94); zel(5.94); anga(5.94); wy(5.94); ý(5.94); š(5.94); ser(5.94); na(5.94); aj(5.94); berg(5.94); ona(5.94); ka(5.94); hi(5.94); ya(5.94); lu(5.94); ensis(5.94); aro(5.94); berry(5.94); illo(5.94); gri(5.94); ada(5.94); ki(5.94); ini(5.94); ani(5.94); ux(5.94); horn(5.94); itt(5.94); dale(5.94); uto(5.94); idy(5.94); cz(5.94); umo(5.94); chalk(5.94); onte(5.94); hap(5.94); feldt(5.94); esh(5.91); aru(5.91); ahi(5.90); oo(5.88); ov(5.85); ville(5.81); ata(5.80); ta(5.79),13.1,6.057,,,,10,subword fragments,syntactic,3,name fragments,syntactic,5,name subwords/suffixes,syntactic
E013,3025,32,"the(4.42); ""(3.34); ](2.70); those(2.57); its(2.24); their(2.01); The(1.67); some(0.89); his(0.01); this(-0.20); s(-1.42)",99.0,0.535,,,,9,pronouns/determiners,syntactic,8,determiners,syntactic,5,determiners/articles,syntactic
E014,2807,79,"via(5.00); between(4.81); To(4.74); to(4.72); against(4.20); from(4.16); On(4.01); In(4.00); on(3.99); at(3.94); among(3.80); behind(3.73); in(3.68); like(3.53); for(3.51); into(3.36); through(3.18); For(3.13); than(3.00); At(3.00); by(2.81); under(2.64); towards(2.36); along(2.29); about(2.13); By(1.94); with(1.91); over(1.70); during(1.52); as(0.67); ((0.55); of(-0.07); and(-1.03); ,(-4.49)",97.9,2.390,,,,10,prepositions,syntactic,10,prepositions,syntactic,8,prepositions,syntactic
E015,981,30,"As(7.58); as(7.49); ac(6.25); like(4.37); than(3.52); into(3.51); well(3.26); became(2.87); when(2.62); from(0.01); by(-0.39); ""(-0.93)",98.1,0.853,,,,8,comparatives/conjunctions,syntactic,8,comparatives/as,syntactic,5,as/comparison,syntactic
E016,2479,6,a(6.30); A(5.62); an(2.38),99.8,0.265,,,,10,articles,syntactic,10,articles,syntactic,8,indefinite article,syntactic
E017,3554,1247,serialized(5.92); succeeds(5.92); unfit(5.92); sacrificed(5.92); routed(5.92); sealed(5.92); reminiscent(5.92); halted(5.92); inserted(5.92); structured(5.92); deposited(5.92); paired(5.92); mined(5.92); underway(5.92); aided(5.92); ined(5.92); ened(5.92); withdrawn(5.92); sponsored(5.92); surprised(5.92); reinforced(5.92); disappeared(5.92); disturbed(5.92); honored(5.92); captive(5.92); motivated(5.92); struggling(5.92); dismantled(5.92); reclassified(5.92); delayed(5.92); modified(5.92); settled(5.92); interested(5.92); buried(5.92); attached(5.92); drawn(5.92); augmented(5.92); compromised(5.92); undefeated(5.92); remixed(5.92); indicted(5.92); restrained(5.92); disorganized(5.92); printed(5.92); upgraded(5.92); demolished(5.92); inated(5.92); painted(5.92); emed(5.92); isolated(5.92),5.4,6.621,,,,10,past participles,syntactic,9,participles,syntactic,8,past participles,syntactic
E018,2862,743,mission(6.23); confrontation(6.23); sprint(6.23); frontier(6.23); quar(6.23); engagements(6.23); bail(6.23); Holocaust(6.23); Concert(6.23); Siege(6.23); Campaign(6.23); massacre(6.23); assassination(6.23); fraud(6.23); conspiracy(6.23); Raid(6.23); lawsuit(6.23); wars(6.23); campaign(6.23); battle(6.23); contract(6.23); treaty(6.23); tax(6.23); trench(6.23); revolt(6.23); conquest(6.23); warfare(6.23); rivalry(6.23); Movement(6.23); coalition(6.23); prohibition(6.23); Rebellion(6.23); Offensive(6.23); duel(6.23); drought(6.23); invasion(6.23); negotiations(6.23); Treaty(6.23); crisis(6.23); march(6.23); trial(6.23); conflict(6.23); gency(6.23); peace(6.23); protest(6.23); outbreak(6.23); combat(6.23); siege(6.23); rebellion(6.23); serial(6.23),14.2,5.870,,,,9,conflict/events,semantic,8,conflict terms,semantic,8,conflict/war events,semantic
E019,3593,925,capturing(5.91); requiring(5.91); operates(5.91); comprising(5.91); weighed(5.91); prompting(5.91); possessed(5.91); sank(5.91); seats(5.91); establish(5.91); maintain(5.91); undertook(5.91); comprised(5.91); demanded(5.91); demanding(5.91); starring(5.91); underwent(5.91); provide(5.91); encountered(5.91); earning(5.91); caused(5.91); find(5.91); maintaining(5.91); suffering(5.91); drew(5.91); deliver(5.91); faced(5.91); gained(5.91); recommended(5.91); serves(5.91); requested(5.91); makes(5.91); contains(5.91); earned(5.91); raise(5.91); suffered(5.91); attained(5.91); offering(5.91); filed(5.91); assaulted(5.91); wounding(5.91); endured(5.91); constitute(5.91); inflicting(5.91); relieve(5.91); employing(5.91); upheld(5.91); inflicted(5.91); ensured(5.91); marks(5.91),9.0,6.170,,,,9,verbs,syntactic,8,action verbs,syntactic,6,transitive verbs,syntactic
E020,2865,1411,freshman(6.23); student(6.23); activist(6.23); Democrat(6.23); collective(6.23); primitive(6.23); terrorist(6.23); interim(6.23); democratic(6.23); supporter(6.23); celebrity(6.23); nationalist(6.23); volunteer(6.23); revolutionary(6.23); actic(6.23); killer(6.23); danger(6.23); opponent(6.23); ideal(6.23); epic(6.23); metro(6.23); Communist(6.23); loyal(6.23); youngest(6.23); predecessor(6.23); adult(6.23); neighbor(6.23); replacement(6.23); sized(6.23); otic(6.23); literary(6.23); candidate(6.23); bonus(6.23); fullback(6.23); folk(6.23); Nationalist(6.23); vassal(6.23); atory(6.23); female(6.23); ential(6.23); assistant(6.23); rhythmic(6.23); bodyguard(6.23); upright(6.23); ambulance(6.23); tallest(6.23); itarian(6.10); coalition(6.06); istic(6.06); ical(6.04),7.1,6.909,,,,7,people/ideologies,semantic,6,person descriptors,semantic,5,mixed adjectives/roles,mixed
E021,3348,22,"%,(6.01); ""),(5.69); "",(5.25); !,(5.01); ,(4.88); ),(4.77); ,""(2.95); ((0.74); —(0.65)",99.6,0.336,,,,10,punctuation,syntactic,10,comma punctuation,syntactic,8,comma punctuation,syntactic
E022,3041,1533,ambush(6.15); auction(6.15); inform(6.15); clam(6.15); distinguish(6.15); pac(6.15); enhance(6.15); submit(6.15); hiding(6.15); extract(6.15); doubt(6.15); trad(6.15); equ(6.15); relation(6.15); alter(6.15); learn(6.15); legitim(6.15); possession(6.15); cot(6.15); preparation(6.15); apolog(6.15); exem(6.15); suspic(6.15); toler(6.15); investigate(6.15); fear(6.15); confess(6.15); accept(6.15); protect(6.15); avoid(6.15); unsure(6.15); sway(6.15); favour(6.15); spray(6.15); overthrow(6.15); totall(6.15); discrimin(6.15); obey(6.15); doubts(6.15); allot(6.15); invalid(6.15); defend(6.15); pursu(6.15); favor(6.15); prevent(6.15); regard(6.15); imm(6.15); fill(6.15); stitut(6.15); recover(6.15),6.7,6.942,,,,8,verbs/actions,mixed,6,verb stems,syntactic,4,mixed verbs/roots,mixed
E023,3265,640,Abyss(6.04); Matt(6.04); Steve(6.04); Randy(6.04); Karen(6.04); Kim(6.04); Cho(6.04); Andy(6.04); Joe(6.04); Bob(6.04); Joseph(6.04); Fred(6.04); He(5.98); Tom(5.95); Michael(5.91); Walter(5.91); Carey(5.89); Kurt(5.87); Chris(5.85); She(5.83); Paula(5.82); Bono(5.79); Patrick(5.78); Carol(5.78); Turner(5.77); Madonna(5.77); Nick(5.76); Cooke(5.76); Paul(5.75); Pat(5.72); Ke(5.72); Taylor(5.72); Stephen(5.72); Marge(5.72); Ann(5.72); she(5.72); Tim(5.67); Josephine(5.65); Kaz(5.63); Chandler(5.63); Miz(5.63); Rand(5.63); Rush(5.63); Olivia(5.63); Rowling(5.63); Smith(5.63); Bill(5.63); Dev(5.63); Homer(5.63); Keller(5.63),23.9,5.291,,,,9,proper names,semantic,9,first names,semantic,8,first names,semantic
E024,2681,45,the(4.16); The(4.01); its(3.97); their(3.71); our(3.45); this(3.09); s(3.03); any(2.82); his(2.81); those(2.74); her(2.01); some(1.81); these(1.44); other(0.82); a(0.28); an(0.07); '(-0.44); to(-3.65),98.8,1.129,,,,10,determiners,syntactic,9,possessive determiners,syntactic,7,determiners/possessives,syntactic
E025,1946,625,apar(6.79); gly(6.79); intr(6.79); recon(6.79); insur(6.79); Dis(6.79); cru(6.79); inv(6.79); har(6.79); fre(6.79); mor(6.79); rein(6.79); syn(6.79); imm(6.79); cou(6.79); hus(6.79); sle(6.79); Mis(6.79); tele(6.79); sm(6.79); ref(6.79); prim(6.79); sou(6.79); sen(6.79); sur(6.79); tem(6.79); dis(6.79); En(6.79); cre(6.79); spe(6.79); alle(6.79); gro(6.79); mis(6.79); pen(6.79); pro(6.79); dr(6.79); pr(6.79); du(6.79); ear(6.79); bl(6.79); ret(6.79); fore(6.79); sub(6.79); loc(6.79); pa(6.79); assem(6.79); hierogly(6.79); hom(6.79); mas(6.79); trans(6.79),15.2,5.919,,,,10,subword fragments,syntactic,2,prefix fragments,syntactic,6,word prefixes,syntactic
E026,961,44,"%.(7.81); (""(7.81); ""[(7.59); “(7.39); ""(6.98); [(6.56); !.(6.22); Operation(6.16); [...](6.07); ""...(6.07); ).(3.71); ((3.25); '(2.21); I(1.91); .(1.82); The(0.52); that(0.23); ,(-2.36); the(-3.73); [PAD](-5.63)",97.1,1.312,,,,9,punctuation,syntactic,9,quote punctuation,syntactic,4,opening punctuation,syntactic
E027,2177,152,"!,(5.63); result(5.41); ,(4.70); October(3.93); point(3.89); where(3.79); addition(3.75); ),(3.72); ,""(3.57); "",(3.51); September(3.42); April(3.41); century(3.27); May(3.00); —(2.86); 2010(2.82); days(2.75); time(2.73); there(2.68); August(2.63); February(2.51); July(2.38); December(2.28); season(2.17); they(1.89); war(1.77); years(1.72); but(1.59); )(1.51); when(1.47); then(1.24); he(0.31); it(-0.60); was(-1.21); ""(-2.08)",93.8,1.232,,,,7,temporal/contextual,mixed,4,time mixed,mixed,3,mixed punctuation/time,mixed
E028,1609,755,ceasefire(7.07); duel(7.07); concurrency(7.07); resemblance(7.07); bout(7.07); confrontation(7.07); progression(7.07); affair(7.07); rivalry(7.07); streak(7.07); interaction(7.07); chemistry(7.07); relationship(7.07); contract(7.07); intersection(7.07); website(7.07); relations(7.07); cation(7.07); association(7.07); relation(7.07); shear(7.07); job(6.87); storyline(6.84); agreement(6.84); phone(6.84); identification(6.80); birthday(6.80); schedule(6.80); conflict(6.80); sex(6.80); maneuver(6.74); dinner(6.74); Championship(6.72); arrangement(6.65); dialogue(6.65); composition(6.65); hook(6.65); commitments(6.65); precipitation(6.65); treaty(6.65); Heavyweight(6.65); delivery(6.65); problems(6.58); conflicts(6.48); situation(6.48); status(6.41); contest(6.41); scheme(6.33); popularity(6.33); connection(6.33),16.4,6.251,,,,8,relationships/conflicts,semantic,7,relations/conflict,semantic,6,relationship nouns,semantic
E029,1701,380,metamorph(6.98); spray(6.98); eyew(6.98); Rear(6.98); electro(6.98); Blu(6.98); mini(6.98); multi(6.98); recon(6.98); oxy(6.98); Trans(6.98); bio(6.98); Pre(6.98); semi(6.98); auto(6.98); rein(6.98); Co(6.98); tele(6.98); Ex(6.98); prof(6.98); Inter(6.98); non(6.98); mult(6.98); counter(6.98); vice(6.98); spr(6.98); sub(6.98); dis(6.98); spe(6.98); pro(6.98); pre(6.98); co(6.98); cont(6.98); inter(6.98); self(6.98); mis(6.98); tri(6.98); sur(6.98); trans(6.98); mid(6.94); Re(6.91); ex(6.89); Vice(6.87); anti(6.82); re(6.80); double(6.79); post(6.69); sen(6.66); reddish(6.66); intr(6.66),36.3,4.910,,,,10,prefixes,syntactic,10,prefixes,syntactic,8,word prefixes,syntactic
E030,1265,45,starring(7.41); By(7.36); by(7.25); Under(6.41); Lieutenant(6.24); under(6.17); according(5.32); William(4.35); from(4.21); against(4.11); between(4.11); through(4.09); among(3.95); co(3.35); with(3.28); to(2.02); at(1.81); of(1.57); for(0.49); as(0.08),97.4,1.714,,,,8,prepositions,syntactic,7,attribution preps,syntactic,7,by/agent preposition,syntactic
E031,3650,11,The(5.03); the(4.23); its(0.69); s(-1.11); '(-2.15),99.8,0.578,,,,10,determiners,syntactic,10,definite article,syntactic,6,definite articles,syntactic
E032,2237,154,why(6.59); Though(6.59); If(6.59); whether(6.59); despite(6.59); Despite(6.59); when(6.59); though(6.59); When(6.59); since(6.59); Although(6.59); without(6.59); although(6.54); until(6.50); because(6.34); if(6.24); before(6.20); while(6.10); where(6.07); after(5.91); till(5.85); With(5.34); however(5.16); so(5.00); once(4.95); but(4.94); Since(4.59); having(4.56); felt(4.53); like(4.45); how(4.16); While(4.00); had(3.90); well(3.83); are(3.82); only(3.58); did(3.57); as(3.45); due(3.35); time(3.31); have(3.24); has(3.19); with(3.13); that(3.13); case(3.09); t(2.93); still(2.65); is(2.57); were(2.46); following(2.42),81.9,3.963,,,,10,conjunctions/adverbs,syntactic,9,clause connectives,syntactic,8,conditional/temporal conj,syntactic
E033,1597,45,"–(7.01); &(6.79); :(6.70); ($(5.40); /(5.36); .(4.19); $(3.99); -(3.98); ((3.84); —(3.46); Route(2.22); '(1.67); ;(1.47); to(1.13); or(1.00); )(-0.05); and(-0.80); ,(-0.92); on(-1.41); [PAD](-1.84)",98.2,2.035,,,,10,punctuation/symbols,syntactic,10,symbol punctuation,syntactic,6,punctuation/symbols,syntactic
E034,605,394,"hierogly(8.48); gly(8.48); န(8.48); testim(8.48); refere(8.48); Mut(8.48); conspir(8.48); 齋(8.48); 譜(8.48); deliber(8.48); မ(8.48); ်(8.48); 十(8.48); 印(8.48); 書(8.48); 板(8.48); 正(8.48); 竹(8.48); [UNK](8.48); iversary(8.28); Androm(8.25); Administr(8.21); conting(8.06); ph(6.57); Sciento(5.31); T(4.59); M(3.40); about(2.93); :(2.82); with(1.87); )(1.77); '(1.12); ""(-0.23); in(-1.10)",30.9,5.666,,,,7,subword fragments,syntactic,2,token noise,mixed,2,unicode/rare subwords,mixed
E035,16,13,.(2.94),18.8,2.480,,,,10,punctuation,syntactic,10,period punctuation,syntactic,5,period,syntactic
E036,3962,586,season(5.77); 1906(5.77); 1903(5.77); 1893(5.77); 1899(5.77); 1889(5.77); 1892(5.77); 1885(5.77); month(5.77); period(5.77); week(5.77); hour(5.77); 1999(5.77); Year(5.77); 1950(5.77); session(5.77); morning(5.77); 1944(5.77); 1926(5.77); 1932(5.77); 1911(5.77); afternoon(5.77); 1928(5.77); 1925(5.77); weekend(5.77); 1920s(5.77); 1909(5.77); 1908(5.77); 1907(5.77); 1945(5.77); 1943(5.77); 1980s(5.77); 1970s(5.77); 1960s(5.77); Week(5.77); noon(5.77); 1933(5.77); 1935(5.77); anniversary(5.77); 1900(5.77); reign(5.77); 1939(5.77); 1990s(5.77); 1969(5.77); centuries(5.77); 1918(5.77); 1972(5.77); 1965(5.77); 1946(5.77); 1938(5.77),10.8,5.496,,,,10,temporal nouns,semantic,9,dates/time,semantic,7,time periods/years,mixed
E037,2761,1108,desire(6.29); bulk(6.29); contribution(6.29); nickname(6.29); conclusion(6.29); extent(6.29); remainder(6.29); possibility(6.29); chance(6.29); aim(6.29); creation(6.29); acceptance(6.29); resemblance(6.29); notion(6.29); reign(6.29); lack(6.20); outbreak(6.09); situation(6.02); permission(6.02); terminus(6.02); word(6.01); absence(5.96); passage(5.96); choice(5.96); proportion(5.96); aftermath(5.96); relationship(5.96); fitting(5.96); concept(5.96); idea(5.92); establishment(5.92); decision(5.89); offer(5.87); pattern(5.87); motivation(5.87); evacuation(5.87); findings(5.87); flesh(5.87); belief(5.87); ability(5.85); request(5.83); loss(5.80); importance(5.80); fact(5.77); terms(5.75); rise(5.70); emphasis(5.70); collapse(5.70); advantage(5.70); deployment(5.70),11.1,6.561,,,,9,abstract nouns,semantic,7,abstract nouns,semantic,7,abstract nouns,semantic
E038,1267,32,On(7.36); on(7.35); onto(6.53); along(6.05); Off(4.54); upon(4.54); York(4.20); off(3.82); er(2.41); made(2.24); at(0.32); from(-0.36); of(-1.98); to(-2.57),98.3,0.845,,,,9,prepositions,syntactic,10,on prepositions,syntactic,6,on/preposition,syntactic
E039,5474,1023,Kw(5.30); Aw(5.30); Krusty(5.30); Lom(5.30); NZ(5.30); Bard(5.30); mead(5.30); MacL(5.30); Kok(5.30); Hes(5.30); Sah(5.30); Cav(5.30); Th(5.30); St(5.30); pr(5.30); Jab(5.30); dr(5.30); Esc(5.30); Gand(5.30); Jo(5.30); Miy(5.30); Lak(5.30); Bh(5.30); Got(5.30); Wa(5.30); Sp(5.30); var(5.30); Cl(5.30); Col(5.30); Br(5.30); Gr(5.30); Lah(5.30); Vand(5.30); Wigg(5.30); Myc(5.30); camer(5.30); Kak(5.30); Mug(5.30); Zam(5.30); sn(5.30); Kaz(5.30); Cab(5.30); BL(5.30); Ky(5.30); Shir(5.30); Brother(5.30); Hat(5.30); Hav(5.30); Daw(5.30); Tul(5.30),5.9,5.907,,,,8,subword fragments,syntactic,3,name fragments,mixed,2,random name prefixes,mixed
E040,2427,1121,keen(6.47); illegal(6.47); wrong(6.47); unfit(6.47); restrained(6.47); disorganized(6.47); invalid(6.47); believable(6.47); stupid(6.47); regardless(6.47); wonderful(6.47); unsure(6.47); reminiscent(6.47); insufficient(6.47); hostile(6.47); easier(6.47); sible(6.47); confused(6.47); inaccurate(6.47); wary(6.47); itious(6.47); surprised(6.47); unlikely(6.47); simple(6.47); unusual(6.47); beautiful(6.47); pure(6.47); frequent(6.47); essential(6.47); impossible(6.47); detailed(6.47); easy(6.47); funny(6.47); obvious(6.47); overwhelming(6.47); responsible(6.47); principal(6.47); interested(6.47); capable(6.47); nervous(6.47); enough(6.47); sure(6.47); ential(6.47); possible(6.36); difficult(6.33); unable(6.28); good(6.27); important(6.22); unsuccessful(6.21); delayed(6.21),10.5,6.616,,,,10,adjectives,syntactic,8,adjectives,syntactic,7,predicative adjectives,syntactic
E041,2441,52,Their(6.46); His(6.46); Its(6.46); his(6.39); their(6.34); whose(6.33); its(6.25); your(6.20); s(6.09); her(6.08); Her(6.02); own(5.92); our(5.81); my(5.73); personal(5.46); this(5.10); these(4.63); These(3.80); ](3.42); '(3.19); such(2.22); British(1.03); other(0.95); that(-1.86); the(-2.20),98.7,2.105,,,,10,possessives,syntactic,10,possessive pronouns,syntactic,8,possessive determiners,syntactic
E042,4274,880,trenches(5.66); Expressway(5.66); Transit(5.66); Ferry(5.66); Peak(5.66); Complex(5.66); polis(5.66); concurrency(5.66); trunkline(5.66); interchanges(5.66); perimeter(5.66); Park(5.66); Lakes(5.66); Track(5.66); Strait(5.66); Plaza(5.66); basins(5.66); shoreline(5.66); valley(5.66); terminus(5.66); expressway(5.66); temple(5.66); Rivers(5.66); trails(5.66); Canyon(5.66); harbor(5.66); Desert(5.66); airfield(5.66); Parkway(5.66); cave(5.66); coast(5.66); route(5.66); axis(5.66); corridor(5.66); streams(5.66); Trail(5.66); spur(5.66); Mountains(5.66); routing(5.66); lakes(5.66); roadway(5.66); trunk(5.66); Isle(5.66); peninsula(5.66); Falls(5.66); Cemetery(5.66); highway(5.66); park(5.66); Highway(5.66); Farm(5.66),11.3,5.995,,,,10,geography/infrastructure,semantic,8,geography/routes,semantic,8,geography/landmarks,semantic
E043,1787,60,regarding(6.91); for(6.86); For(6.59); involving(6.11); commit(5.69); about(5.62); towards(5.42); over(4.35); part(4.25); without(4.21); including(3.73); during(3.45); into(3.15); included(3.13); against(3.13); of(3.08); on(3.01); with(2.97); after(2.83); at(2.63); from(2.37); in(2.07); before(1.89); by(1.41); to(1.18); not(0.31); as(-0.42),97.6,2.186,,,,10,prepositions,syntactic,8,prepositions,syntactic,7,prepositions,syntactic
