original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
71,SRA-B,0,0.2182,0.4359,4034,37,1.166,99.6
255,SRA-B,0,0.0993,0.3263,1373,223,4.426,55.9
105,SRA-B,0,0.3232,0.4346,71,9,0.885,88.7
4,SRA-B,0,0.2880,0.4270,2,2,0.693,100.0
123,SRA-B,0,0.5282,0.2932,4878,1767,6.980,5.6
34,SRA-B,0,0.3450,0.4401,1,1,-0.000,100.0
83,SRA-B,0,0.1697,0.3141,536,89,3.437,85.6
143,SRA-B,0,0.2338,0.4012,316,31,1.043,92.4
168,SRA-B,0,0.0944,0.3946,1191,28,0.374,98.2
48,SRA-B,0,0.3859,0.4479,4015,4,0.009,99.9
154,SRA-B,0,0.1249,0.3589,567,53,2.555,92.8
52,SRA-B,0,0.4739,0.2957,4128,1134,6.464,9.6
14,SRA-B,0,0.2874,0.4132,960,36,0.825,96.8
16,SRA-B,0,0.1401,0.3846,251,32,2.161,90.0
167,SRA-B,0,0.2711,0.4255,5254,842,5.728,17.6
212,SRA-B,0,0.1816,0.2916,7840,281,1.710,9.3
40,SRA-B,0,0.1229,0.3638,564,93,3.353,85.3
208,SRA-B,0,0.3621,0.4383,917,25,0.298,97.4
100,SRA-B,0,0.2429,0.4123,5235,62,2.390,99.3
227,SRA-B,0,0.4001,0.3797,408,131,4.092,70.6
45,SRA-B,0,0.1128,0.3630,519,46,2.513,93.8
0,SRA-B,0,0.0986,0.3609,1370,18,0.249,98.8
242,SRA-B,0,0.3504,0.4487,3777,4,0.015,99.9
140,SRA-B,0,0.3065,0.4255,311,35,1.591,90.0
238,SRA-B,0,0.2442,0.4240,1216,30,0.715,98.4
129,SRA-B,0,0.4002,0.3233,4368,1163,6.363,7.4
226,SRA-B,0,0.2577,0.0000,3257,179,4.161,31.1
54,SRA-B,0,0.1706,0.4255,4159,26,1.446,99.8
178,SRA-B,0,0.2482,0.3745,112,21,1.760,85.7
218,SRA-B,0,0.4508,0.3776,3491,943,6.008,9.6
200,SRA-B,0,0.2209,0.4105,54,12,1.897,85.2
160,SRA-B,0,0.3831,0.4565,6175,6,0.021,99.9
61,SRA-B,0,0.2007,0.3851,2124,85,3.359,97.5
56,SRA-B,0,0.3010,0.4245,2794,36,0.233,99.0
224,SRA-B,0,0.1190,0.3979,1463,27,0.271,98.2
248,SRA-B,0,0.3602,0.4498,5711,2,0.023,100.0
12,SRA-B,0,0.2243,0.2948,3581,541,5.451,19.1
130,SRA-B,0,0.2834,0.2687,826,180,4.129,72.4
191,SRA-B,0,0.3185,0.4357,3064,33,0.181,98.9
23,SRA-B,0,0.2800,0.4277,2,2,0.693,100.0
171,SRA-B,0,0.3188,0.4276,4329,29,0.384,99.4
220,SRA-B,0,0.3401,0.4679,1271,40,1.721,98.3
29,SRA-B,0,0.3164,0.4427,35,5,0.600,85.7
35,SRA-B,0,0.1600,0.3312,2817,197,4.443,47.4
58,SRA-B,0,0.1955,0.4408,4489,93,3.259,91.9
63,SRA-B,0,0.5438,0.4508,3487,1179,6.417,8.9
75,SRA-B,0,0.1374,0.3961,2790,113,3.494,96.3
241,SRA-B,0,0.3360,0.4480,3,3,1.099,100.0
11,SRA-B,0,0.3260,0.4430,1,1,-0.000,100.0
32,SRA-B,0,0.2779,0.4120,90,22,1.999,83.3
210,SRA-B,0,0.1715,0.3913,484,18,0.427,97.1
