original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
73,SRA-B,1,0.1564,0.4232,5654,68,2.422,99.5
152,SRA-B,1,0.1671,0.4220,5179,58,2.498,99.5
36,SRA-B,1,0.1475,0.3714,3313,9,0.209,99.8
245,SRA-B,1,0.4162,0.2724,4163,1253,6.611,6.2
23,SRA-B,1,0.2849,0.3053,825,253,4.539,42.4
129,SRA-B,1,0.2282,0.4018,3315,59,1.525,98.8
229,SRA-B,1,0.4394,0.2587,4569,1619,6.772,8.6
24,SRA-B,1,0.3400,0.3006,4819,961,6.063,8.1
151,SRA-B,1,0.1327,0.3252,3583,79,2.163,98.5
83,SRA-B,1,0.1652,0.3696,2277,81,3.028,98.0
11,SRA-B,1,0.0835,0.3341,1058,151,3.990,83.0
253,SRA-B,1,0.2530,0.3458,1695,137,3.347,91.9
54,SRA-B,1,0.2552,0.3753,5310,1366,6.532,7.2
50,SRA-B,1,0.2248,0.3088,3377,731,5.332,30.6
74,SRA-B,1,0.1612,0.3444,3346,908,6.081,11.1
157,SRA-B,1,0.1226,0.3652,2501,63,2.563,98.9
115,SRA-B,1,0.1004,0.3333,21063,28,0.048,99.9
34,SRA-B,1,0.2182,0.4565,424,55,3.003,91.7
227,SRA-B,1,0.1716,0.4281,1964,56,1.930,98.2
236,SRA-B,1,0.2318,0.4281,962,145,3.904,75.4
44,SRA-B,1,0.1235,0.3248,266,63,3.242,80.8
232,SRA-B,1,0.3595,0.3737,1637,254,4.337,59.9
40,SRA-B,1,0.4807,0.3299,2133,729,5.762,24.1
112,SRA-B,1,0.2182,0.3097,1097,316,4.808,38.4
30,SRA-B,1,0.1623,0.4217,3498,6,0.022,99.9
28,SRA-B,1,0.1059,0.3319,183,12,0.732,95.6
17,SRA-B,1,0.1554,0.4266,1003,26,0.704,98.2
48,SRA-B,1,0.5744,0.3556,1390,579,5.914,25.3
119,SRA-B,1,0.4031,0.3565,1953,181,3.999,64.1
219,SRA-B,1,0.2025,0.3624,7665,23,0.978,99.8
181,SRA-B,1,0.1315,0.3629,314,115,4.002,64.0
196,SRA-B,1,0.1476,0.3886,881,32,1.082,97.4
241,SRA-B,1,0.2769,0.2789,154,34,2.768,81.8
186,SRA-B,1,0.3379,0.5077,3829,384,4.910,20.0
132,SRA-B,1,0.2233,0.3196,4021,1328,6.554,6.2
160,SRA-B,1,0.0837,0.3035,2957,640,5.592,12.1
3,SRA-B,1,0.1772,0.2724,349,96,3.402,74.8
193,SRA-B,1,0.1583,0.4307,3215,38,1.010,99.3
154,SRA-B,1,0.1744,0.4118,15771,108,0.770,98.9
190,SRA-B,1,0.2032,0.3575,2695,205,4.110,60.9
149,SRA-B,1,0.1162,0.2853,2455,653,5.734,23.3
26,SRA-B,1,0.1098,0.4067,4632,49,1.261,99.3
248,SRA-B,1,0.1910,0.3346,2966,811,6.042,12.7
220,SRA-B,1,0.5800,0.2407,1723,787,6.165,19.0
111,SRA-B,1,0.2861,0.4159,3320,12,0.141,99.8
150,SRA-B,1,0.4115,0.3870,4532,1162,6.382,10.5
38,SRA-B,1,0.1117,0.3628,513,56,2.436,91.8
228,SRA-B,1,0.3824,0.2981,3731,1245,6.579,7.2
82,SRA-B,1,0.1933,0.3858,497,34,1.867,94.0
13,SRA-B,1,0.1655,0.4607,2540,199,2.850,73.3
