layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,42,0.1328,0.3723,"No, S, might, in, to, was, N, and, 2, were, for, by, other, would, U, the, over, more, on, New"
blocks.0.ff_or_moe,43,0.2772,0.4140,"named, in, the, to, after, with, a, one, at, for, (, on, ,, of, he, part, that, and, called, -"
blocks.0.ff_or_moe,44,0.3205,0.4474,"and, but, as, ,, with, in, was, -, ', or, of, to, the, which, from, –, for, (, while, that"
blocks.0.ff_or_moe,45,0.1128,0.3630,"called, target, call, the, this, its, only, these, a, their, to, her, his, it, calls, up, in, has, an, for"
blocks.0.ff_or_moe,46,0.2147,0.3775,"is, was, are, has, on, were, also, can, had, may, would, in, have, will, at, does, for, by, could, based"
blocks.0.ff_or_moe,47,0.3897,0.4557,",, ., and, -, of, ;, to, was, in, for, ', at, from, (, by, the, with, on, had, as"
blocks.0.ff_or_moe,48,0.3859,0.4479,"of, for, from, and, in, ,, at, to, by, on, (, -, that, with, as, ., after, ', was, which"
blocks.0.ff_or_moe,49,0.5908,0.2905,"Antilles, Wales, inois, Potter, Rhodesia, England, Lennon, Brazil, Carolina, erxes, Scotia, Aires, Indies, China, Jamaica, drich, Jordan, Bahamas, Australia, Spee"
blocks.0.ff_or_moe,50,0.3277,0.2945,"hom, Nar, ber, gy, dy, que, io, ty, ie, tra, ke, ra, ble, um, ga, sche, ant, da, rus, ide"
blocks.0.ff_or_moe,51,0.3100,0.4271,"., ;, ,, and, in, ""., to, ."", as, ', with, by, was, on, that, which, at, (, of, """
blocks.0.ff_or_moe,52,0.4739,0.2957,"party, response, parties, 2008, 2011, 2009, 2007, 2012, 2010, 2004, accordance, contrast, 2006, reaction, 2013, 2014, 2005, learning, interview, addition"
blocks.0.ff_or_moe,53,0.2208,0.3874,"had, "", at, in, would, was, -, has, the, of, by, could, he, were, ,, A, for, over, her, '"
blocks.0.ff_or_moe,54,0.1706,0.4255,"a, one, an, more, another, two, three, four, some, less, the, several, other, his, five, new, part, most, very, at"
blocks.0.ff_or_moe,55,0.1020,0.3897,"between, tag, While, with, feelings, on, across, by, around, in, within, which, from, during, outside, through, to, part, both, late"
blocks.0.ff_or_moe,56,0.3010,0.4245,"., ;, ,, ""., and, ."", in, as, was, (, with, that, -, ', by, –, when, on, to, of"
blocks.0.ff_or_moe,57,0.3388,0.2563,"military, ized, royal, est, fore, power, civil, ian, naval, natural, magn, gent, ram, parish, security, Jewish, capital, imperial, religious, industrial"
blocks.0.ff_or_moe,58,0.1955,0.4408,"for, from, into, around, to, about, through, during, back, after, against, off, towards, by, between, over, before, on, at, with"
blocks.0.ff_or_moe,59,0.2881,0.4349,"by, he, after, when, in, at, during, on, to, from, as, (, and, following, with, she, ,, over, for, his"
blocks.0.ff_or_moe,60,0.3679,0.4491,"with, at, in, and, for, (, to, on, by, as, from, ,, after, when, of, ., while, that, during, the"
blocks.0.ff_or_moe,61,0.2007,0.3851,"before, but, after, while, when, then, although, though, where, with, by, because, in, due, as, on, to, which, prior, until"
blocks.0.ff_or_moe,62,0.2950,0.3713,"played, put, playing, appeared, signed, started, appearing, met, worked, placed, joined, taken, began, stood, entered, told, picked, sent, left, debuted"
blocks.0.ff_or_moe,63,0.5438,0.4508,"responded, football, baseball, police, Football, sports, match, basketball, Baseball, wrestling, peloton, competition, NFL, NBA, tennis, rugby, chess, cycling, players, cricket"
blocks.0.ff_or_moe,64,0.3330,0.3685,"previously, originally, already, recently, intended, initially, failed, formerly, meant, expected, known, briefly, historically, ultimately, designed, quickly, planned, easily, eventually, otherwise"
blocks.0.ff_or_moe,65,0.3170,0.4161,"used, use, of, in, and, ,, to, on, ', by, as, for, -, one, that, was, at, the, he, with"
blocks.0.ff_or_moe,66,0.5645,0.2231,"Marsh, temperature, climate, JMA, pilot, JTWC, NHC, Reconnaissance, Rainfall, weather, images, rains, mospheric, MFR, remnants, Martinique, wave, cloud, heat, convection"
blocks.0.ff_or_moe,67,0.2713,0.4056,"being, she, to, on, the, over, ,, of, in, her, one, having, which, and, that, ., a, as, by, at"
blocks.0.ff_or_moe,68,0.2141,0.4054,"the, a, his, that, The, both, their, and, this, in, an, to, two, its, "", only, most, ,, one, over"
blocks.0.ff_or_moe,69,0.3663,0.3129,"Home, Made, Back, Secretary, Ex, Queen, Best, Love, God, Law, Human, Master, Hand, Natural, Book, Video, Dis, Soul, Time, Good"
blocks.0.ff_or_moe,70,0.1216,0.3389,"Australian, Canadian, American, Australia, and, British, when, in, but, to, ,, were, has, during, over, by, (, while, as, following"
blocks.0.ff_or_moe,71,0.2182,0.4359,"to, into, out, up, back, through, on, away, from, in, by, as, down, for, with, onto, at, over, of, and"
blocks.0.ff_or_moe,72,0.1699,0.3863,"from, in, by, of, the, -, for, on, that, using, later, up, ', 1, most, re, three, between, it, which"
blocks.0.ff_or_moe,73,0.2102,0.3234,"be, thus, go, fit, remain, die, been, not, continue, come, used, leaving, no, say, therefore, become, behind, ahead, improved, remained"
blocks.0.ff_or_moe,74,0.1439,0.3097,"post, return, low, head, private, high, future, pre, open, long, regular, public, free, second, good, current, heavy, poor, full, chief"
blocks.0.ff_or_moe,75,0.1374,0.3961,"red, their, these, those, some, its, our, any, this, many, your, my, most, ed, his, blue, her, fact, three, all"
blocks.0.ff_or_moe,76,0.3845,0.4539,",, and, in, (, ., ;, of, for, on, that, as, to, ', with, -, at, was, but, by, from"
blocks.0.ff_or_moe,77,0.3342,0.4502,",, and, but, by, from, ;, for, as, of, to, with, after, when, at, during, that, on, in, while, -"
blocks.0.ff_or_moe,78,0.3392,0.2843,"Hot, lb, show, my, Billboard, Recording, &, Nielsen, singles, Jim, Who, 2009, episode, week, Paul, jack, Year, shows, !, charts"
blocks.0.ff_or_moe,79,0.2955,0.3721,"year, world, summer, day, country, month, night, season, young, same, week, evening, morning, point, winter, time, months, spring, autumn, female"
blocks.0.ff_or_moe,80,0.2418,0.3987,""", in, ', for, by, over, and, (, to, was, ,, at, on, only, "",, ""[, as, first, a, his"
blocks.0.ff_or_moe,81,0.3332,0.4445,",, and, but, to, by, during, of, when, ;, as, while, with, for, from, at, in, was, that, after, on"
blocks.0.ff_or_moe,82,0.2136,0.3124,"I, super, sw, fl, self, qu, pr, gr, fr, inter, fun, bre, str, bad, hy, con, Inter, associated, cor, sp"
blocks.0.ff_or_moe,83,0.1697,0.3141,"could, produced, tos, produce, would, producing, little, had, might, was, may, provided, made, not, can, should, between, Andrew, A, generated"
blocks.0.ff_or_moe,84,0.3866,0.4423,",, and, ., (, in, ;, as, for, of, to, ', by, with, on, but, was, -, at, that, the"
blocks.0.ff_or_moe,85,0.3214,0.4386,"and, but, as, to, with, from, while, when, by, or, in, at, for, after, which, ,, is, on, during, -"
blocks.0.ff_or_moe,86,0.1668,0.4068,"ing, their, her, his, this, these, its, what, it, them, ed, other, any, him, ], those, anything, another, whatever, various"
blocks.0.ff_or_moe,87,0.1659,0.3885,"one, sm, 1, over, on, two, which, at, to, three, a, re, part, as, her, out, for, after, that, an"
blocks.0.ff_or_moe,88,0.2919,0.4369,"along, on, and, the, in, as, to, a, by, but, between, through, while, of, with, ,, or, from, was, at"
blocks.0.ff_or_moe,89,0.2752,0.4277,"that, for, as, about, it, to, by, there, at, in, on, with, over, which, the, from, of, after, a, this"
blocks.0.ff_or_moe,90,0.0891,0.3668,"co, &, DC, than, /, I, -, and, D, sub, J, Co, G, A, but, as, B, ', because, non"
blocks.0.ff_or_moe,91,0.1575,0.3417,"of, part, area, number, side, period, form, effect, portion, use, region, version, era, method, position, line, series, result, parts, section"
blocks.0.ff_or_moe,92,0.1234,0.3753,"ry, to, ries, with, in, 4, by, only, was, were, other, which, she, of, on, during, B, ,, that, most"
blocks.0.ff_or_moe,93,0.3216,0.4126,"/, which, as, ,, at, of, by, on, when, ., in, for, and, to, that, (, had, –, over, '"
blocks.0.ff_or_moe,94,0.2426,0.3992,"was, had, were, would, is, became, and, did, ', in, of, has, could, came, the, ,, to, -, ., """
blocks.0.ff_or_moe,95,0.2578,0.4092,"K, G, D, P, C, B, J, M, S, E, Z, N, H, R, Y, Al, O, Co, Ch, A"
blocks.0.ff_or_moe,96,0.2061,0.4011,"which, that, as, when, at, by, for, from, and, whom, whose, of, -, ,, most, but, while, over, who, in"
blocks.0.ff_or_moe,97,0.2899,0.4288,"and, but, with, to, by, while, as, from, when, which, ,, of, for, one, that, before, in, after, on, only"
blocks.0.ff_or_moe,98,0.2271,0.4213,"., ""., ."", )., ;, and, ,, (, with, that, ),, in, when, ), ', by, to, as, :, —"
blocks.0.ff_or_moe,99,0.3692,0.4552,"-, later, and, of, ,, in, –, to, from, ., at, (, with, on, as, for, that, by, ', """
blocks.0.ff_or_moe,100,0.2429,0.4123,"by, on, at, with, from, then, there, in, for, again, when, after, during, to, as, based, of, before, while, that"
blocks.0.ff_or_moe,101,0.2271,0.2947,"1, 2, %, 4, 5, 3, 6, 7, 8, 9, based, percent, 0, part, 10, 15, when, 12, smaller, which"
blocks.0.ff_or_moe,102,0.2475,0.4441,"she, her, the, of, he, to, in, on, at, She, from, by, after, during, over, as, ,, when, with, one"
blocks.0.ff_or_moe,103,0.2684,0.3110,"child, guide, story, book, plot, together, girl, bit, boy, man, segment, star, room, woman, script, son, character, hall, piece, mast"
blocks.0.ff_or_moe,104,0.2474,0.4409,"., ""., ."", ;, and, ,, )., in, with, —, "",, ', (, to, but, that, by, as, on, """
blocks.0.ff_or_moe,105,0.3232,0.4346,"and, but, with, to, as, in, ,, from, of, over, through, for, which, -, that, at, or, (, ', was"
blocks.0.ff_or_moe,106,0.1339,0.3996,"new, newly, the, in, one, on, of, which, that, its, old, first, a, after, New, this, more, her, during, for"
blocks.0.ff_or_moe,107,0.3642,0.4299,"at, and, in, ,, -, of, as, with, by, on, that, a, the, ', which, from, to, when, ., during"
blocks.0.ff_or_moe,108,0.3572,0.4396,"in, on, at, of, by, as, during, to, from, with, after, for, and, within, ., ,, -, ', that, is"
blocks.0.ff_or_moe,109,0.1668,0.4018,"also, now, later, be, then, ), subsequently, still, ),, )., currently, has, have, eventually, was, not, initially, is, ], would"
blocks.0.ff_or_moe,110,0.2474,0.4557,"four, five, three, six, seven, eight, nine, two, large, following, next, several, ten, small, third, twelve, first, entire, second, fourth"
blocks.0.ff_or_moe,111,0.0905,0.3278,"John, late, James, George, by, the, Michael, Richard, most, Robert, early, Peter, Joseph, over, Paul, J, one, William, their, re"
blocks.0.ff_or_moe,112,0.6516,0.0000,"ended, 2004, 2012, 2008, 2009, 2005, 2011, 2006, 2013, 2010, 2007, 2014, 2003, 2001, 2015, 1994, 1997, 2002, 1999, 1998"
blocks.0.ff_or_moe,113,0.3580,0.4410,"and, but, ,, with, in, as, to, for, or, of, (, on, which, was, at, from, by, while, ., that"
blocks.0.ff_or_moe,114,0.1933,0.3954,"only, the, with, in, from, "", for, up, that, first, to, his, by, most, after, just, very, over, all, and"
blocks.0.ff_or_moe,115,0.1301,0.3257,"goal, time, end, out, fall, goals, way, day, point, age, date, start, ends, early, beginning, through, As, kind, after, era"
blocks.0.ff_or_moe,116,0.3296,0.4250,"the, a, in, his, an, of, ,, "", on, to, it, ., and, at, as, The, that, by, its, one"
blocks.0.ff_or_moe,117,0.3077,0.4526,"T, D, the, and, to, of, on, at, as, ,, "", in, for, P, a, W, C, with, (, first"
blocks.0.ff_or_moe,118,0.2872,0.4098,"mm, to, by, on, in, with, when, at, of, and, as, that, ,, is, over, for, "", A, had, was"
blocks.0.ff_or_moe,119,0.0994,0.3658,"having, rest, being, along, the, other, which, many, first, on, only, as, all, to, it, nearly, its, some, 2, almost"
blocks.0.ff_or_moe,120,0.2135,0.4071,"by, that, the, in, of, -, four, using, a, at, for, several, through, his, on, from, two, he, with, when"
blocks.0.ff_or_moe,121,0.2286,0.4156,"which, who, that, where, whose, whom, when, and, by, but, from, ,, before, at, as, in, while, with, for, during"
blocks.0.ff_or_moe,122,0.3320,0.3219,"working, available, still, spoken, aimed, developing, written, prepared, built, going, looking, hostage, directed, interested, lying, done, speaking, writing, selling, coming"
blocks.0.ff_or_moe,123,0.5282,0.2932,"Ball, olog, ult, agon, ron, iger, uth, aur, iser, satir, cent, uber, ingen, iter, ital, adel, Leg, inger, isch, ese"
blocks.0.ff_or_moe,124,0.2454,0.4131,"a, an, the, his, its, in, another, two, of, one, as, more, on, was, with, ,, A, at, most, ."
blocks.0.ff_or_moe,125,0.3795,0.3473,"100, ul, ana, iz, bi, é, ain, ali, ci, ong, ici, ung, ata, ati, uel, ae, il, ula, neo, uli"
blocks.0.ff_or_moe,126,0.1899,0.4004,"they, he, she, 10, it, when, there, is, while, had, was, were, which, are, to, by, ,, and, her, in"
blocks.0.ff_or_moe,127,0.1219,0.3819,"over, across, among, amongst, Valentine, under, against, on, between, throughout, affected, in, certified, for, within, non, about, at, after, as"
blocks.0.ff_or_moe,128,0.4098,0.2866,"car, cell, ‘, rat, cat, cel, fin, mill, poll, lab, cab, grass, gig, arm, tent, ball, bus, gon, fil, mouse"
blocks.0.ff_or_moe,129,0.4002,0.3233,"short, Steam, 0, steam, Tropical, nautical, 150, meter, 24, compact, 130, shorter, 125, 155, six, −, medium, machine, brake, Short"
blocks.0.ff_or_moe,130,0.2834,0.2687,"000, 500, 7, million, 800, 600, 700, 8, thousand, but, 4, 10, 300, based, 6, Douglas, 2000, 400, Donnell, 9"
blocks.0.ff_or_moe,131,0.2969,0.4110,"the, a, of, to, ,, in, and, his, an, at, one, its, that, their, on, other, as, ', it, over"
blocks.0.ff_or_moe,132,0.1827,0.4301,"that, but, ;, or, while, as, because, :, although, "",, when, which, and, before, with, by, though, [, so, ("
blocks.0.ff_or_moe,133,0.3542,0.4445,"(, of, ,, by, from, was, the, and, in, ., to, for, that, ', on, as, at, ("", with, over"
blocks.0.ff_or_moe,134,0.2782,0.3236,"y, ak, ay, os, ct, ar, ach, es, ov, um, ot, ti, ith, ki, k, ud, zen, rin, us, ard"
blocks.0.ff_or_moe,135,0.5686,0.2488,"—, ‍, oo, forth, Newton, Harrison, Muhammad, agger, comply, Shakur, aq, eron, mole, asset, Chapman, owl, acock, Pact, Kant, defendants"
blocks.0.ff_or_moe,136,0.2784,0.4005,"film, and, of, to, ,, on, by, ., in, at, as, with, but, movie, (, that, is, for, when, which"
blocks.0.ff_or_moe,137,0.1207,0.3355,"William, ', Edward, Henry, and, David, Robert, George, at, over, ,, when, -, John, in, ’, with, (, of, was"
blocks.0.ff_or_moe,138,0.2513,0.4274,"., ""., by, that, ."", ;, when, on, as, with, which, and, at, to, of, before, from, in, using, after"
blocks.0.ff_or_moe,139,0.2240,0.3657,"school, men, students, children, people, life, family, work, birth, works, college, date, mother, death, father, brothers, age, health, student, lives"
blocks.0.ff_or_moe,140,0.3065,0.4255,"over, Ros, and, ,, ., but, with, at, as, (, on, to, by, for, or, was, in, of, between, -"
blocks.0.ff_or_moe,141,0.2763,0.3252,"member, York, quarter, year, beginning, half, yard, years, seat, yards, month, members, months, minute, majority, assembled, hours, season, fifth, time"
blocks.0.ff_or_moe,142,0.4063,0.3498,"Final, studio, BBC, production, writer, performances, filming, touring, drama, writers, review, reviewer, director, soundtrack, television, producer, broadcast, critic, editor, screen"
blocks.0.ff_or_moe,143,0.2338,0.4012,"its, in, the, which, on, at, ., their, by, as, that, a, it, an, more, new, for, 2, with, 1"
blocks.0.ff_or_moe,144,0.0704,0.3862,"$, A, £, An, It, B, More, As, over, one, an, up, "", Don, use, In, out, 1, a, J"
blocks.0.ff_or_moe,145,0.3648,0.0000,"3, 4, lead, 2, 1, 6, 7, 8, 9, 5, 10, 18, 20, 25, 11, 12, 19, 16, 30, 0"
blocks.0.ff_or_moe,146,0.0676,0.3304,"High, New, Virginia, Asia, In, G, For, One, South, North, The, in, before, An, B, within, other, 12, well, late"
blocks.0.ff_or_moe,147,0.3468,0.4502,",, to, and, but, of, with, when, from, in, for, ;, by, ., as, during, after, at, while, that, on"
blocks.0.ff_or_moe,148,0.2681,0.4216,"on, at, in, to, is, was, from, as, are, upon, and, had, by, when, with, of, were, into, over, after"
blocks.0.ff_or_moe,149,0.4943,0.4218,"destroyed, ider, 1st, 2nd, 5th, 14th, 9th, 16th, 19th, 6th, 12th, 17, 16, 3rd, advanced, 18th, 8th, 17th, 13th, captured"
blocks.0.ff_or_moe,150,0.3092,0.3286,"upper, Battle, newly, Brother, latter, core, West, pole, lower, Upper, East, hundred, hill, older, rear, southern, northern, Northern, River, Lower"
blocks.0.ff_or_moe,151,0.3901,0.4417,"of, in, from, on, and, ,, that, -, (, for, as, to, by, at, with, ., ', which, or, was"
blocks.0.ff_or_moe,152,0.2473,0.4326,"to, towards, on, in, into, for, and, by, toward, -, with, ,, at, (, as, of, re, back, –, after"
blocks.0.ff_or_moe,153,0.2299,0.3658,"live, present, earlier, living, old, own, born, early, existing, action, them, older, love, sex, doing, original, absent, gay, dead, alive"
blocks.0.ff_or_moe,154,0.1249,0.3589,"U, anti, American, in, one, United, and, of, non, re, as, B, J, to, British, under, the, US, K, -"
blocks.0.ff_or_moe,155,0.2966,0.4114,"a, an, the, one, in, at, on, and, which, his, as, was, is, with, ,, "", another, that, two, to"
blocks.0.ff_or_moe,156,0.1229,0.3112,"not, cl, no, t, d, n, def, ur, sc, un, de, m, re, st, ref, counter, don, able, ly, p"
blocks.0.ff_or_moe,157,0.2849,0.4387,"game, team, home, player, field, games, players, play, thought, club, match, teams, Lund, playing, score, Players, league, played, Game, pitch"
blocks.0.ff_or_moe,158,0.2626,0.4013,"the, a, his, its, in, to, that, an, of, most, and, as, their, it, "", this, both, on, at, '"
blocks.0.ff_or_moe,159,0.1713,0.3875,"r, set, at, up, out, range, sets, of, part, in, to, en, for, an, on, -, as, one, and, over"
blocks.0.ff_or_moe,160,0.3831,0.4565,",, and, ., in, (, ;, of, for, with, to, as, on, at, ', -, that, was, by, —, from"
blocks.0.ff_or_moe,161,0.1302,0.3557,"i, modern, an, as, a, one, in, u, to, re, over, at, c, G, later, Martin, so, but, by, it"
blocks.0.ff_or_moe,162,0.2814,0.3174,"have, can, may, are, University, must, will, usually, found, include, typically, has, cannot, does, gives, cause, tend, often, might, continues"
blocks.0.ff_or_moe,163,0.2815,0.4377,"on, at, in, a, to, as, by, was, -, for, along, of, from, with, into, after, over, when, had, one"
blocks.0.ff_or_moe,164,0.1820,0.3029,"Sh, Go, Bar, Air, Do, Men, Ab, Ham, Man, ang, Mar, Jam, je, Al, J, Bo, Z, Y, Ke, E"
blocks.0.ff_or_moe,165,0.3273,0.3754,"When, wide, That, It, He, After, There, hard, While, Before, This, They, During, At, However, On, By, In, According, Although"
blocks.0.ff_or_moe,166,0.1703,0.3613,"would, This, will, might, could, should, To, must, may, 1, 2, be, These, 4, The, were, needed, After, had, Another"
blocks.0.ff_or_moe,167,0.2711,0.4255,"United, Western, local, British, national, American, Indian, European, northern, western, eastern, French, Northern, Southern, foreign, Central, central, English, southern, North"
blocks.0.ff_or_moe,168,0.0944,0.3946,""", "",, ""[, ', in, over, ""..., first, a, one, more, as, ""., at, up, of, the, only, ""', out"
blocks.0.ff_or_moe,169,0.1795,0.3518,"down, high, much, political, large, well, lower, very, higher, strong, deep, great, little, light, larger, fast, flat, forward, small, most"
blocks.0.ff_or_moe,170,0.3909,0.3544,"Court, building, church, ship, House, towns, Department, College, Council, Company, Bureau, Staff, Ministry, council, Congress, Church, Academy, Office, Museum, School"
blocks.0.ff_or_moe,171,0.3188,0.4276,"of, number, part, in, -, to, from, ,, on, that, and, for, with, at, as, by, ', which, (, the"
blocks.0.ff_or_moe,172,0.2041,0.3959,"L, ash, in, B, C, A, at, as, on, J, an, G, T, H, M, K, (, l, a, F"
blocks.0.ff_or_moe,173,0.3338,0.4253,"has, have, is, was, in, are, had, on, to, of, by, from, as, at, with, the, and, for, ,, that"
blocks.0.ff_or_moe,174,0.2094,0.4131,"between, that, of, to, during, as, from, when, his, in, more, by, the, late, over, -, on, part, –, with"
blocks.0.ff_or_moe,175,0.1373,0.3931,"s, the, his, more, a, t, it, i, this, at, that, its, re, en, most, S, B, all, which, O"
blocks.0.ff_or_moe,176,0.3299,0.4365,"he, of, to, in, and, ,, by, on, his, at, as, she, when, with, ., after, for, (, during, that"
blocks.0.ff_or_moe,177,0.1689,0.3823,"l, en, se, pan, le, in, the, and, an, t, ', as, w, b, on, a, at, to, F, re"
blocks.0.ff_or_moe,178,0.2482,0.3745,"St, and, by, the, ,, Saint, to, at, which, in, as, D, a, T, K, (, of, one, ', """
blocks.0.ff_or_moe,179,0.3769,0.4337,"., and, ,, as, of, ;, to, in, with, ', that, on, -, (, at, by, "", but, the, was"
blocks.0.ff_or_moe,180,0.1837,0.3992,"were, are, was, after, had, during, they, to, from, as, would, between, all, have, through, in, that, of, with, 1"
blocks.0.ff_or_moe,181,0.3264,0.4363,"to, on, by, and, ,, the, of, in, his, at, as, he, which, with, a, but, for, was, were, """
blocks.0.ff_or_moe,182,0.2848,0.4248,"., ;, ,, and, in, to, ""., ."", (, with, on, that, ', at, as, by, was, -, "", )."
