layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,45,0.6702,0.0000,"2006, 2004, 2005, 2009, 2010, 2008, 2003, 2007, 2011, 1996, 1994, 2002, 1998, 2012, 1999, 1992, 1997, 1988, 1984, 2001"
blocks.0.ff_or_moe,46,0.0421,0.3177,"series, worked, track, working, work, soon, tracks, show, ,, later, un, w, most, found, "", b, nearly, for, works, and"
blocks.0.ff_or_moe,47,0.0978,0.3708,"along, via, onto, on, in, the, as, to, with, through, following, during, an, D, and, f, all, former, her, local"
blocks.0.ff_or_moe,48,0.2594,0.4099,"over, and, to, as, the, in, ,, a, on, at, with, three, an, ., f, for, s, "", 3, not"
blocks.0.ff_or_moe,49,0.3542,0.3246,"u, au, ai, oy, oot, ina, ef, agi, ona, mus, om, oo, ili, iter, ik, inn, li, ee, ig, ra"
blocks.0.ff_or_moe,50,0.2731,0.4335,",, –, —, and, with, to, in, on, as, for, (, it, from, when, while, so, ., but, at, ;"
blocks.0.ff_or_moe,51,0.1355,0.3784,"pre, main, final, principal, most, other, largest, former, two, three, four, new, original, first, many, last, second, third, end, major"
blocks.0.ff_or_moe,52,0.3340,0.4465,",, and, to, with, as, ', in, on, ., for, of, (, from, at, that, he, ;, was, "", so"
blocks.0.ff_or_moe,53,0.2366,0.4186,"a, an, the, in, as, to, at, on, A, D, was, one, it, ., P, two, B, three, L, is"
blocks.0.ff_or_moe,54,0.1072,0.4916,"He, s, i, ""., ."", he, )., himself, ., we, ], ’, His, him, As, als, I, ', d, )"
blocks.0.ff_or_moe,55,0.4544,0.4101,"what, );, "";, ..."", ."",, although, (', whose, )"", ""), .), "":, whatever, ), What, ""(, albeit, ”, though, …"
blocks.0.ff_or_moe,56,0.0855,0.3311,"live, look, return, sound, note, fit, clear, line, modern, show, take, later, more, 5, Ro, taken, hol, "", many, three"
blocks.0.ff_or_moe,57,0.0745,0.3168,"Battle, se, k, dom, artillery, J, fire, fir, op, War, le, p, and, mos, death, to, S, book, is, ses"
blocks.0.ff_or_moe,58,0.3293,0.4313,"to, in, as, with, and, on, the, for, at, a, ., he, that, by, "", ,, from, was, it, B"
blocks.0.ff_or_moe,59,0.1260,0.3536,"also, only, not, just, about, both, under, been, be, once, already, less, still, no, like, never, ever, either, even, however"
blocks.0.ff_or_moe,60,0.3574,0.4499,"of, and, ,, to, in, on, ., as, for, at, with, was, from, (, ', is, -, he, had, a"
blocks.0.ff_or_moe,61,0.3034,0.4240,"in, to, was, on, for, with, as, ,, is, and, he, at, the, by, The, ., when, that, from, one"
blocks.0.ff_or_moe,62,0.2689,0.4287,"in, to, the, on, as, with, he, and, for, over, ,, was, his, "", by, A, at, it, The, one"
blocks.0.ff_or_moe,63,0.1444,0.3879,"which, by, that, with, between, to, after, both, from, into, for, when, where, so, there, through, under, all, then, up"
blocks.0.ff_or_moe,64,0.3389,0.4344,"and, in, to, as, on, with, for, at, the, he, ,, was, from, a, by, "", that, ., it, after"
blocks.0.ff_or_moe,65,0.2035,0.4242,"without, in, as, on, with, ,, ., to, and, the, at, c, after, 2, of, who, had, his, D, m"
blocks.0.ff_or_moe,66,0.0859,0.3537,"would, scored, will, as, 3, scoring, 2, could, was, had, with, the, on, 5, so, from, at, should, 25, it"
blocks.0.ff_or_moe,67,0.3818,0.3110,"play, paper, vs, plays, media, states, editor, magazine, website, critics, story, University, Magazine, bill, newspaper, writers, reviewer, authors, Weekly, reviews"
blocks.0.ff_or_moe,68,0.3048,0.4368,"in, to, as, on, with, for, the, is, it, at, was, he, The, a, "", and, by, A, ,, from"
blocks.0.ff_or_moe,69,0.2465,0.4204,"served, and, on, to, a, ,, ., the, in, d, as, was, "", had, by, for, from, 1, The, ("
blocks.0.ff_or_moe,70,0.3176,0.4367,"', and, to, was, in, ,, on, "", as, at, that, with, the, P, for, had, T, D, ., of"
blocks.0.ff_or_moe,71,0.2291,0.3899,"men, as, in, and, to, "", ,, was, a, for, T, the, four, ., but, he, had, ', on, y"
blocks.0.ff_or_moe,72,0.3653,0.2877,"def, SS, acting, fellow, eth, MP, lay, CE, AD, pick, aud, brow, ME, DE, ex, Die, parent, elite, care, chair"
blocks.0.ff_or_moe,73,0.2067,0.3083,"sk, ic, ant, ian, ante, ous, po, man, ch, ro, le, ca, den, pt, f, path, sp, ter, ger, ment"
blocks.0.ff_or_moe,74,0.3907,0.2605,"away, right, compared, ither, aside, appears, perpendicular, call, compares, Guide, calls, build, sit, response, forward, istic, coat, sky, comparing, comparison"
blocks.0.ff_or_moe,75,0.3241,0.2938,"support, put, ran, shut, dropped, managed, fired, landed, kind, sed, closed, met, apolog, retired, escaped, left, returned, sent, bore, crashed"
blocks.0.ff_or_moe,76,0.2917,0.4166,",, and, to, with, "", in, was, ., as, (, T, at, ', on, B, that, s, P, D, is"
blocks.0.ff_or_moe,77,0.3754,0.3009,"us, word, name, genus, names, species, song, dish, disease, term, fungus, epithet, bird, phrase, tree, king, words, suffix, village, custom"
blocks.0.ff_or_moe,78,0.2343,0.4158,"it, one, as, the, and, to, in, he, a, with, on, re, ,, by, his, A, P, its, b, """
blocks.0.ff_or_moe,79,0.3930,0.2724,"Dr, Ball, j, aval, tor, vol, Gy, appear, cu, inf, ref, aw, fig, app, yst, tra, sol, mas, dig, rup"
blocks.0.ff_or_moe,80,0.3276,0.4354,"to, with, and, as, in, on, "", for, from, at, over, that, of, by, ,, the, it, he, ., one"
blocks.0.ff_or_moe,81,0.3037,0.4378,"to, as, in, with, and, ,, on, he, was, for, by, at, ., it, "", D, out, from, of, over"
blocks.0.ff_or_moe,82,0.1979,0.3972,"are, is, have, 1, 2, the, in, were, at, he, to, on, a, as, "", 3, U, and, that, one"
blocks.0.ff_or_moe,83,0.4306,0.2532,"ens, Command, Wing, ks, Cross, amen, Watch, tract, ien, Bomb, ias, ight, mons, ans, itor, Factory, Force, ers, Station, gs"
blocks.0.ff_or_moe,84,0.3904,0.4504,"she, her, She, herself, Her, female, actress, woman, women, feminist, failing, unsuccessfully, afterwards, girl, lady, hers, Women, flooded, Madonna, heroine"
blocks.0.ff_or_moe,85,0.1241,0.3680,"within, used, among, during, because, using, in, inside, the, a, by, with, series, and, an, on, for, outside, so, as"
blocks.0.ff_or_moe,86,0.3230,0.4365,"in, to, as, on, with, and, the, for, at, is, was, from, ,, by, The, a, he, that, it, of"
blocks.0.ff_or_moe,87,0.1941,0.3945,"could, to, was, and, with, would, for, ,, that, in, can, ., had, most, he, they, an, The, "", as"
blocks.0.ff_or_moe,88,0.2997,0.4328,"to, in, and, as, "", on, with, the, for, a, ,, by, was, at, from, A, that, it, his, The"
blocks.0.ff_or_moe,89,0.5183,0.3661,"got, someone, don, didn, anyone, nobody, couldn, Who, Raw, everyone, nothing, doesn, anything, you, weren, wasn, aren, Believe, everybody, somebody"
blocks.0.ff_or_moe,90,0.4061,0.2958,"based, fire, fled, headed, armed, flying, yards, bound, looking, charged, arriving, arrived, sized, tasked, fires, charging, firing, aimed, torn, fly"
blocks.0.ff_or_moe,91,0.2303,0.4131,"can, and, in, to, is, as, on, with, ,, "", the, his, was, (, for, an, c, her, T, out"
blocks.0.ff_or_moe,92,0.2681,0.2916,"serve, pass, effects, use, cast, research, serves, focus, down, attempts, uses, alone, acts, work, act, efforts, eyes, credits, view, passes"
blocks.0.ff_or_moe,93,0.2494,0.4394,"In, ., in, to, with, a, M, the, at, out, and, P, D, over, un, ,, by, as, A, for"
blocks.0.ff_or_moe,94,0.3742,0.3581,"became, took, started, began, died, debut, ahead, attracted, resulted, drew, passed, learned, came, graduated, occurred, win, lasted, become, assumed, begins"
blocks.0.ff_or_moe,95,0.4440,0.2517,"Mr, trees, prom, Mrs, Shearman, Oh, drunk, Chick, Ms, anything, Mt, chin, wit, th, tree, dark, bacteria, River, fruit, funny"
blocks.0.ff_or_moe,96,0.3068,0.4350,"s, to, and, as, ., at, with, in, for, was, had, after, used, on, (, of, by, ', ,, he"
blocks.0.ff_or_moe,97,0.3015,0.4365,"in, and, as, to, was, on, with, for, at, the, he, ,, The, "", over, ., from, it, a, his"
blocks.0.ff_or_moe,98,0.0986,0.2967,"fl, unable, lying, j, b, w, d, r, Ro, K, tat, p, k, c, Ne, not, with, un, ang, bul"
blocks.0.ff_or_moe,99,0.2886,0.2971,"She, Los, Steam, Her, Mid, her, Triple, Sto, Ar, Fleet, Ak, Pe, Next, Pur, Sol, Attorney, Che, Pil, Ro, Ger"
blocks.0.ff_or_moe,100,0.2959,0.4502,""", ', to, The, in, ,, D, A, the, for, and, as, re, at, (, S, with, on, B, a"
blocks.0.ff_or_moe,101,0.1520,0.4490,"., and, )., ×, ,, to, ."", ;, ""., in, as, s, that, (, by, so, K, A, ', but"
blocks.0.ff_or_moe,102,0.2293,0.4205,"appeared, to, and, "", as, had, with, was, for, ,, in, j, T, a, by, the, ., The, on, two"
blocks.0.ff_or_moe,103,0.1391,0.3906,"back, band, decided, and, to, "", was, as, B, for, group, ,, in, l, ., w, three, M, the, on"
blocks.0.ff_or_moe,104,0.1426,0.4212,"he, it, him, his, such, that, himself, this, which, (, and, she, or, as, to, with, a, them, one, is"
blocks.0.ff_or_moe,105,0.2228,0.4477,"with, by, after, into, on, to, from, under, at, for, between, in, through, as, over, around, off, during, up, against"
blocks.0.ff_or_moe,106,0.3818,0.2451,"antic, ing, mist, ded, ed, cy, eng, ly, except, ging, ged, stri, izing, native, ting, dod, hatch, aming, ured, pup"
blocks.0.ff_or_moe,107,0.2861,0.4514,"in, to, as, on, with, "", for, the, ,, and, at, by, from, The, was, he, his, over, of, A"
blocks.0.ff_or_moe,108,0.2585,0.3662,"was, had, were, would, could, did, can, became, has, is, may, are, took, also, began, remained, have, will, made, being"
blocks.0.ff_or_moe,109,0.3083,0.3502,"military, World, Hall, machine, war, Test, game, enemy, lieutenant, dock, football, Football, army, cricket, naval, hero, partnership, service, team, cock"
blocks.0.ff_or_moe,110,0.7556,0.2696,"の, apol, Fron, nch, cyclop, osp, た, ا, ultim, و, lad, ジ, nom, タ, prov, ễ, シ, dyn, ubl, ッ"
blocks.0.ff_or_moe,111,0.1249,0.3872,"he, how, his, and, to, it, re, as, The, they, on, in, not, P, On, un, at, was, John, He"
blocks.0.ff_or_moe,112,0.2575,0.3054,"cl, Sh, car, plot, game, fun, critical, ass, cur, lap, story, amp, blog, heart, fan, bas, bo, pal, cult, Game"
blocks.0.ff_or_moe,113,0.4047,0.3792,"It, On, Although, While, At, This, When, According, By, Despite, However, After, Though, For, These, That, They, Two, Some, Because"
blocks.0.ff_or_moe,114,0.3426,0.4187,"The, This, 9, 7, 8, 15, 14, 2, 17, 5, 6, 25, 10, 16, 11, 19, 30, 28, 12, 3"
blocks.0.ff_or_moe,115,0.2900,0.4277,"to, in, and, as, with, on, the, "", at, ,, was, for, he, it, over, a, by, A, one, The"
blocks.0.ff_or_moe,116,0.5180,0.2595,"pilot, Liberation, Broadcasting, IT, TO, tank, Trade, Orion, Police, Brew, Channel, port, Eugen, Motors, PR, Hebrew, ported, bull, Defence, Star"
blocks.0.ff_or_moe,117,0.7244,0.2485,"Sesame, Guinness, Sega, Fame, Impact, Yahoo, Pixar, Arkham, Guinn, seter, esome, ckx, Marvel, CMLL, remastered, Animated, drich, avalona, usement, Cinquemani"
blocks.0.ff_or_moe,118,0.0677,0.4193,"won, win, winning, and, the, victory, to, wins, New, The, was, ,, O, s, for, L, with, on, S, its"
blocks.0.ff_or_moe,119,0.0712,0.3567,"present, R, "", on, the, modern, a, f, in, th, Re, The, con, not, of, West, for, great, and, old"
blocks.0.ff_or_moe,120,0.4080,0.3461,"attacked, among, covered, sold, reached, featured, involve, contain, representing, accompanied, featuring, represented, replaced, incorporated, caused, contained, amongst, included, atop, depicting"
blocks.0.ff_or_moe,121,0.2782,0.4301,"before, to, as, and, in, it, with, on, the, but, for, by, was, a, is, S, after, of, during, ."
blocks.0.ff_or_moe,122,0.2078,0.4199,"against, in, to, the, on, ,, with, it, his, R, O, and, as, a, two, for, three, A, The, D"
blocks.0.ff_or_moe,123,0.2899,0.4377,"to, in, on, with, as, was, and, for, at, the, his, by, he, The, ,, a, "", that, A, S"
blocks.0.ff_or_moe,124,0.2612,0.4290,"to, in, as, the, and, was, with, on, A, "", by, he, for, two, ,, his, it, The, B, at"
blocks.0.ff_or_moe,125,0.1043,0.4228,"The, A, the, one, They, An, West, 5, "", I, W, his, (, s, 1, 4, and, S, This, L"
blocks.0.ff_or_moe,126,0.1838,0.3687,"are, were, has, is, was, had, have, can, did, be, en, could, out, up, they, came, do, may, would, er"
blocks.0.ff_or_moe,127,0.3240,0.3390,"found, taken, seen, concluded, placed, attributed, observed, ruled, determined, voiced, discovered, shown, said, spoken, noted, called, listed, named, mentioned, set"
blocks.0.ff_or_moe,128,0.3313,0.4388,"for, as, on, of, in, is, was, to, with, at, ,, from, are, by, and, were, during, that, a, ."
blocks.0.ff_or_moe,129,0.1205,0.3551,"St, access, II, south, north, west, unknown, III, Saint, east, North, East, 1, S, 3, Ch, De, E, head, C"
blocks.0.ff_or_moe,130,0.1420,0.3658,"meaning, who, :, ’, where, whose, and, but, ', for, which, to, after, (, with, although, used, ;, ,, because"
blocks.0.ff_or_moe,131,0.3412,0.3194,"considered, thought, said, believed, received, entered, joined, signed, titled, described, attended, despite, deemed, held, behind, enjoyed, told, praised, finished, topped"
blocks.0.ff_or_moe,132,0.5906,0.2734,"Prize, Award, read, Company, Player, Achievement, List, Described, Players, arya, Pool, Centre, Atlas, Trophy, resupply, decipher, speaker, sellers, RAR, contestant"
blocks.0.ff_or_moe,133,0.2882,0.4515,"., and, ,, to, in, as, ;, ', with, of, after, "", for, ""., ."", that, (, by, is, was"
blocks.0.ff_or_moe,134,0.1760,0.3309,"mass, group, family, rest, state, party, school, young, real, area, position, class, life, student, purpose, college, year, time, title, self"
blocks.0.ff_or_moe,135,0.0673,0.3442,"failed, proved, as, to, with, not, in, he, at, early, V, ten, mid, never, for, 12, 200, they, of, three"
blocks.0.ff_or_moe,136,0.0817,0.3186,"total, construction, County, Class, state, five, City, third, two, Bo, county, S, District, no, four, C, pre, A, 1, addition"
blocks.0.ff_or_moe,137,0.2031,0.3830,"-, S, and, &, to, G, as, Ar, E, ,, F, T, for, J, B, N, ., D, H, in"
blocks.0.ff_or_moe,138,0.1635,0.3182,"str, qu, par, st, el, ag, tr, bar, sc, pit, pet, g, cr, al, re, ret, dr, rel, p, c"
blocks.0.ff_or_moe,139,0.3082,0.4126,"and, to, ,, two, was, ., as, but, with, in, on, for, that, over, "", ', the, (, at, out"
blocks.0.ff_or_moe,140,0.2273,0.4174,"during, from, the, an, a, in, to, as, this, on, at, with, when, for, King, D, that, by, one, after"
blocks.0.ff_or_moe,141,0.7529,0.2385,"accommo, 737, avalona, pinch, ‍, 1800, nesty, ricke, ovation, pete, antically, ierce, munition, 1200, stub, reme, edom, い, 1500, Peppers"
blocks.0.ff_or_moe,142,0.3983,0.2921,"Chief, chief, force, Navy, Rather, next, campaign, spear, navy, offensive, Interior, IV, MacArthur, operation, mouth, Marine, situation, squadron, Hitler, Nations"
blocks.0.ff_or_moe,143,0.1730,0.3483,"middle, directly, not, much, often, far, long, longer, rather, very, previously, past, similar, little, such, earlier, lower, close, unlike, frequently"
blocks.0.ff_or_moe,144,0.0706,0.3103,"age, net, tie, y, land, e, ties, and, th, or, ., (, v, "", from, de, in, d, R, no"
blocks.0.ff_or_moe,145,0.1256,0.3872,"closely, to, "", with, O, in, the, a, he, ,, p, 1, L, as, first, three, D, non, 5, by"
blocks.0.ff_or_moe,146,0.3772,0.3887,"Paul, Gordon, Bill, Martin, Scott, Francis, Francisco, Thomas, Bernard, Murray, Anthony, Simon, Ian, Stephen, Albert, Russell, Club, Stuart, Allen, Taylor"
blocks.0.ff_or_moe,147,0.2886,0.4352,"in, to, as, the, on, at, with, for, is, he, by, was, and, ,, that, "", A, his, The, from"
blocks.0.ff_or_moe,148,0.1468,0.3779,"has, have, playing, offers, a, is, was, in, with, an, the, as, from, for, no, had, two, are, F, """
blocks.0.ff_or_moe,149,0.2379,0.3298,"run, show, line, team, fell, pair, al, break, cut, score, cover, shoot, stop, block, strip, wall, ball, lead, pack, chase"
blocks.0.ff_or_moe,150,0.1268,0.3288,"local, short, political, three, success, six, second, two, four, small, French, first, long, new, British, music, German, those, five, different"
blocks.0.ff_or_moe,151,0.3420,0.4514,"and, at, but, ,, for, to, with, in, as, of, on, by, was, (, -, from, or, which, ., '"
blocks.0.ff_or_moe,152,0.5259,0.2684,"opening, emerged, emerging, emerge, detached, operating, apart, confluence, serving, flowed, emerges, connect, closing, upstream, instrumental, permission, integrate, connecting, reconstructed, paved"
blocks.0.ff_or_moe,153,0.1480,0.2821,"tend, ny, martial, others, guilty, general, Gun, ane, other, s, y, but, accustomed, j, tended, p, various, ron, war, no"
blocks.0.ff_or_moe,154,0.2788,0.4324,"by, on, to, with, for, and, from, during, in, ., as, was, D, he, it, The, after, ,, at, under"
blocks.0.ff_or_moe,155,0.3082,0.4204,"in, to, and, as, on, with, the, was, "", for, his, at, he, it, a, that, by, is, ,, but"
blocks.0.ff_or_moe,156,0.0656,0.3186,"formed, called, known, claimed, forming, named, the, to, now, a, founded, used, or, is, two, said, that, an, f, served"
blocks.0.ff_or_moe,157,0.2659,0.3921,"while, although, ),, ), including, though, whilst, );, ,"", since, "",, ;, whose, than, —, whereas, because, ""),, include, together"
blocks.0.ff_or_moe,158,0.4341,0.4654,"season, $, highest, best, summer, August, October, September, December, November, February, Category, June, July, January, £, April, March, May, worst"
blocks.0.ff_or_moe,159,0.3237,0.4414,"to, as, with, in, on, ,, he, "", for, and, from, is, was, a, at, ;, by, his, the, ."
blocks.0.ff_or_moe,160,0.1533,0.3328,"role, order, orders, help, roles, part, group, tasks, character, text, if, os, ten, ordered, support, back, position, us, direct, work"
blocks.0.ff_or_moe,161,0.1887,0.4028,"around, the, in, a, on, to, and, as, D, at, over, that, some, with, R, C, after, for, three, En"
blocks.0.ff_or_moe,162,0.7421,0.2426,"activists, peloton, itals, Leafs, tornadoes, dancers, NSB, Fighters, Scouts, goaltender, Peppers, jans, cyclones, bulkheads, Sharks, coaster, Arabs, Partisans, teammates, vars"
blocks.0.ff_or_moe,163,0.3297,0.4432,"in, on, as, at, and, to, with, a, for, "", ,, an, A, ., the, after, of, one, over, is"
blocks.0.ff_or_moe,164,0.0631,0.3155,"form, forms, means, remains, equivalent, and, meaning, along, 1, type, half, use, only, as, im, sub, but, is, to, part"
blocks.0.ff_or_moe,165,0.5203,0.2483,"Knight, Grey, Files, Instead, translates, refer, Women, dies, Years, Davies, Woman, Wong, Nielsen, Box, Comics, Fringe, audition, indicating, Stranger, Davis"
blocks.0.ff_or_moe,166,0.2977,0.4439,"to, in, the, as, on, with, by, for, a, at, and, The, A, ,, ., B, when, it, from, """
blocks.0.ff_or_moe,167,0.3029,0.4386,"in, to, and, the, on, with, as, he, "", The, was, it, his, at, for, by, a, ,, S, ."
blocks.0.ff_or_moe,168,0.3114,0.4503,"in, to, as, on, the, with, and, for, a, at, A, The, by, was, it, ,, from, "", he, of"
blocks.0.ff_or_moe,169,0.3909,0.3138,"production, consisted, copies, publication, comprised, completion, consists, release, use, culmination, contained, principal, participating, filming, landed, Production, ern, poor, death, producers"
blocks.0.ff_or_moe,170,0.1530,0.4012,"but, and, three, to, as, in, four, with, though, although, "", on, b, The, D, the, at, a, s, his"
blocks.0.ff_or_moe,171,0.3024,0.4316,""", :, to, in, D, the, as, one, ., and, ', ,, two, that, for, on, a, The, at, ("
blocks.0.ff_or_moe,172,0.2400,0.4528,"in, as, to, the, on, and, for, with, "", s, he, D, S, his, was, The, by, at, B, from"
blocks.0.ff_or_moe,173,0.3188,0.2724,"ary, thes, none, aries, shy, depending, members, spite, away, Andy, line, Ed, much, marine, regardless, ari, ic, III, bone, dy"
blocks.0.ff_or_moe,174,0.1887,0.2812,"National, Red, M, Mac, Del, La, Central, First, Le, Royal, E, North, Com, U, Great, Gulf, Gen, Fort, Roman, Cold"
blocks.0.ff_or_moe,175,0.3569,0.2703,"cost, cause, subject, magnitude, risk, need, range, supply, size, changes, consist, benefit, share, change, lack, attempt, density, factor, ratio, source"
blocks.0.ff_or_moe,176,0.3159,0.4512,"in, to, as, and, with, for, ,, on, from, at, "", ., by, over, after, he, D, it, the, of"
blocks.0.ff_or_moe,177,0.2129,0.4239,"were, to, and, the, was, as, "", that, are, had, ,, he, their, T, on, in, S, for, they, C"
blocks.0.ff_or_moe,178,0.2949,0.4370,"part, in, to, on, a, and, the, of, s, "", as, an, re, (, ,, ., from, two, for, -"
