layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,38,0.5143,0.2610,"por, Mi, Vol, Bruce, Rad, Kin, Steven, Mos, Monte, Pur, uniform, Fin, mur, literary, Half, Gerald, audio, Gri, Mend, Bent"
blocks.0.ff_or_moe,39,0.3875,0.2608,"ine, family, laid, club, Ali, ce, Maj, pitch, tooth, Dear, owned, play, ille, Chase, Hannah, Records, chi, Tot, hour, houses"
blocks.0.ff_or_moe,40,0.3362,0.2535,"West, house, East, release, 2011, Christopher, Australian, 1, Penn, 2012, 2010, 2007, Nag, 2009, That, 2013, 2014, 2008, say, Grand"
blocks.0.ff_or_moe,41,0.3217,0.2449,"William, but, book, controlled, some, California, another, Britain, roy, visited, electro, yet, NBC, RO, Geoffrey, containing, Gonz, rub, Salon, though"
blocks.0.ff_or_moe,42,0.4263,0.2792,"These, ly, ical, Second, report, sets, Both, Some, [PAD], Combined, attending, spark, uter, acc, Very, slipped, This, cert, Seventh, Their"
blocks.0.ff_or_moe,43,0.2993,0.2393,"lo, pl, over, Ur, South, species, spec, faced, ner, meaning, construction, sport, sister, Bristol, Beth, money, Pink, Mars, Watch, Parker"
blocks.0.ff_or_moe,44,0.3052,0.2605,"Ar, force, ut, Patrick, um, ca, li, ga, aw, magazine, Rel, stream, ys, master, founded, Team, ini, cause, ius, eventually"
blocks.0.ff_or_moe,45,0.3257,0.2526,"Paul, Ger, si, version, study, bas, Lady, much, Russell, send, professional, bow, Lie, points, Dy, those, Nelson, employed, otherwise, singer"
blocks.0.ff_or_moe,46,0.2930,0.2658,"y, Le, la, Ge, Bro, passed, events, Cer, less, Kan, formed, heads, ively, both, è, CO, Raj, severe, Abu, Leo"
blocks.0.ff_or_moe,47,0.1396,0.2550,"No, true, President, episode, ("", president, Stevie, episodes, Secretary, #, Poet, its, A, ;, traditional, C, H, within, Queen, ("
blocks.0.ff_or_moe,48,0.2933,0.2500,"under, -, ver, d, o, units, status, di, gon, stro, emerging, č, ering, ally, weeks, cream, Gon, beta, slaughter, icity"
blocks.0.ff_or_moe,49,0.3575,0.2654,"str, du, V, Ten, sn, double, All, dog, Mes, sol, dance, Div, Lock, feed, AP, And, Tip, TA, anth, Rav"
blocks.0.ff_or_moe,50,0.4050,0.2468,"Alexander, Bow, island, opening, Carr, broad, Din, Nas, sm, do, ien, beginning, ort, Commonwealth, Chal, igh, aver, Electric, iver, kg"
blocks.0.ff_or_moe,51,0.2806,0.2634,""", home, "",, America, Guy, End, lam, ,"", strength, Pres, old, sing, net, songs, ""., Justice, shock, reviews, Greatest, fantasy"
blocks.0.ff_or_moe,52,0.3411,0.2774,"wood, By, Gy, killed, since, known, shown, Act, commercial, Harry, Lil, spent, Kingdom, Herbert, seen, given, vers, enters, aya, Pearl"
blocks.0.ff_or_moe,53,0.4350,0.2284,"gas, later, awarded, [, Dou, triple, Catholic, walking, tactical, NY, UC, PlayStation, respectively, Ig, matched, McKinley, Male, measuring, Columbus, schedule"
blocks.0.ff_or_moe,54,0.4089,0.2618,"Sp, pro, Roy, history, Win, onic, Cab, without, Nav, ft, mod, Further, drafted, press, ock, Friedrich, bers, Through, ST, Reserve"
blocks.0.ff_or_moe,55,0.3536,0.2514,"brought, training, Sea, pt, round, ser, similar, Tw, label, held, Nicholas, ree, transport, should, Dew, Middle, showed, cord, broken, ctions"
blocks.0.ff_or_moe,56,0.3062,0.2519,"John, F, Young, standard, features, Camp, X, Rev, feature, Christmas, able, Russian, Cook, bringing, mode, Bryan, Houston, Wolf, youth, mounted"
blocks.0.ff_or_moe,57,0.3336,0.2453,"and, Es, ile, core, conducted, ters, figures, tracks, rating, establishment, often, ization, ising, strongly, stories, reserved, Season, members, izing, feeding"
blocks.0.ff_or_moe,58,0.3384,0.2838,"side, row, king, required, nearly, example, posted, ito, ami, 8, SS, ji, restricted, place, itz, ress, Due, accommodate, EC, waters"
blocks.0.ff_or_moe,59,0.1182,0.2957,",, ;, (, ., "",, :, —, .,, ', and, -, was, Island, ),, ,"", !,, –, sulfur, in, W"
blocks.0.ff_or_moe,60,0.3779,0.2832,"Co, Pat, Bu, ess, base, plan, ax, hip, Sor, Company, involved, committed, Prim, Gro, adopted, DS, damaged, dom, abandoned, oth"
blocks.0.ff_or_moe,61,0.2528,0.2969,"while, which, where, when, both, Mill, presented, although, Cent, without, flat, uses, though, having, whose, despite, ult, whilst, whom, concrete"
blocks.0.ff_or_moe,62,0.2449,0.2415,"r, not, also, completed, Pen, independent, ug, pred, War, located, transferred, mostly, still, million, street, now, briefly, never, Ronald, Sci"
blocks.0.ff_or_moe,63,0.1329,0.2720,"km, habit, fairy, tak, mam, cor, m, km2, u, this, :, began, ., miles, h, known, if, New, without, The"
blocks.0.ff_or_moe,64,0.3388,0.2918,"-, Val, large, black, appeared, Cu, Anna, aud, air, white, Brit, Kos, green, yellow, rik, Coul, brown, metallic, Compared, RAAF"
blocks.0.ff_or_moe,65,0.3744,0.2470,"run, Fr, received, Mr, Ale, Cass, control, fre, Crystal, 000, Hon, cre, retired, cow, classified, Dry, discovered, prominent, completely, widespread"
blocks.0.ff_or_moe,66,0.4818,0.2566,"),, int, ush, defensive, MP, Keith, Kol, ral, .,, classical, steep, aim, ination, Mom, ""..., Working, Vick, Hend, wo, shoulder"
blocks.0.ff_or_moe,67,0.3079,0.2682,"individual, closed, Washington, rest, leading, issued, Rain, Virgin, may, adult, science, hospital, last, smooth, reference, commissioned, trade, regional, provided, Sang"
blocks.0.ff_or_moe,68,0.3780,0.2718,"el, mer, ke, ier, ow, permanent, ō, pit, Harrison, ake, ate, rough, Nu, flight, gel, ended, phone, Jud, ird, Colonel"
blocks.0.ff_or_moe,69,0.2999,0.3859,"was, became, left, began, would, took, started, came, went, could, had, won, continued, did, remained, opened, stopped, returned, will, were"
blocks.0.ff_or_moe,70,0.2886,0.2556,"open, shot, ov, un, Dun, tour, Gilbert, ""[, structure, fly, target, bon, large, bad, proposed, distance, ef, suggested, don, electron"
blocks.0.ff_or_moe,71,0.2292,0.2606,"but, before, one, I, Kat, ore, ), either, follow, army, revealed, Georgia, going, bron, )), prisoners, pretty, layer, ""), yet"
blocks.0.ff_or_moe,72,0.3470,0.2608,"–, created, se, leader, ery, Final, seat, significant, generation, Kit, Gulf, scale, method, Crown, stable, champion, stage, conservative, leaders, mini"
blocks.0.ff_or_moe,73,0.2679,0.2609,"fl, popular, Jean, small, still, als, Major, ra, carried, access, ill, others, Radio, throughout, ied, es, coal, ched, making, Cock"
blocks.0.ff_or_moe,74,0.2521,0.2574,"between, heavy, new, this, until, legal, good, secret, acting, Ven, same, capital, Anne, Mit, franchise, education, strict, similar, Secre, scr"
blocks.0.ff_or_moe,75,0.2594,0.2660,"E, Fl, Do, Pet, Scott, e, non, d, anti, Kal, radio, med, starting, summer, Juan, agen, Tra, Plant, wal, attempts"
blocks.0.ff_or_moe,76,0.1263,0.2937,"B, M, P, City, United, King, Pass, side, L, passage, St, C, West, Town, Parliament, R, J, iph, A, premiere"
blocks.0.ff_or_moe,77,0.4329,0.2472,"lost, Nick, Ru, Vi, tropical, ized, ition, ater, sit, need, amp, prevent, Fle, Kay, Wes, hosted, ised, ified, Stock, oe"
blocks.0.ff_or_moe,78,0.3424,0.2701,"i, co, ho, Kam, Earth, very, To, Sarah, Columbia, shield, sar, Beat, Bach, ties, Monster, bra, girl, sure, Success, effort"
blocks.0.ff_or_moe,79,0.4014,0.2611,"led, na, spread, Lewis, sequence, Jackson, medium, Dur, uss, ali, sought, Project, Kids, warning, Person, itch, ck, Later, Von, ance"
blocks.0.ff_or_moe,80,0.3190,0.2725,"Or, considered, God, iz, joined, Tor, Hay, Bol, Hand, can, moved, European, War, Although, ern, Pad, Sm, shut, Prime, fit"
blocks.0.ff_or_moe,81,0.2396,0.2606,"J, his, which, its, some, steam, what, ip, recovered, 000, reserve, grounds, Bil, why, phy, says, plac, je, tent, rounded"
blocks.0.ff_or_moe,82,0.2362,0.2862,"its, Bell, their, reg, her, Bre, published, Hen, Nar, re, then, program, acquired, card, Mich, historic, coastal, aman, Justin, Anti"
blocks.0.ff_or_moe,83,0.3501,0.3231,"For, Indian, August, group, Sub, ordered, October, Hard, May, September, April, November, July, Gordon, selected, designed, June, tax, initial, December"
blocks.0.ff_or_moe,84,0.2738,0.2947,"us, Di, con, written, ew, Christ, long, Mother, live, ome, attack, win, Hero, various, ya, 9, victory, Ful, Troy, aft"
blocks.0.ff_or_moe,85,0.4000,0.2495,"sl, developed, surface, forced, ave, tri, Dave, Marc, Il, von, serious, believed, ele, boat, compound, lar, cab, Ple, proved, solution"
blocks.0.ff_or_moe,86,0.3458,0.2729,"Kon, been, be, through, tro, Port, avoid, Ker, there, attended, represent, carbon, question, levels, apped, become, iled, signal, ators, Holly"
blocks.0.ff_or_moe,87,0.3090,0.2694,"le, Ter, position, ring, wh, late, pot, research, /, color, Dec, maximum, religious, heat, Upper, pin, brown, conversion, surrounded, flow"
blocks.0.ff_or_moe,88,0.3826,0.2572,"while, Prince, rap, change, draw, ate, brief, World, praised, channel, Blo, giving, Standard, exercise, proof, Kau, ör, Dup, commented, memorial"
blocks.0.ff_or_moe,89,0.3936,0.2398,"up, ated, lin, due, Brand, vel, orn, Kenneth, volume, producing, Pos, Chin, Sports, Tax, Manhattan, ating, Sultan, because, lum, zed"
blocks.0.ff_or_moe,90,0.1347,0.2943,"Th, it, building, track, damage, stated, here, lighter, its, Twitter, song, tracks, older, this, an, itself, C, j, parts, structure"
blocks.0.ff_or_moe,91,0.2996,0.2725,"car, c, US, two, Ba, Rose, ling, CA, Kirk, Forest, Ell, Tong, Bram, vest, BC, accounts, pac, merchant, three, Model"
blocks.0.ff_or_moe,92,0.2797,0.2535,"by, as, is, ay, Pot, arc, Mrs, amen, focused, operating, loves, based, rim, devi, Harri, revolves, x, expands, has, focuses"
blocks.0.ff_or_moe,93,0.2945,0.2502,"h, m, ry, cell, range, camp, mas, Pul, e, deal, l, pain, sten, mine, Ele, Tang, ond, expanded, crown, acid"
blocks.0.ff_or_moe,94,0.3683,0.2419,"special, middle, normal, Victoria, Gall, Dark, did, Paris, Morris, challenge, Oak, falling, couple, declared, Italy, Organ, knocked, Throughout, accompanying, little"
blocks.0.ff_or_moe,95,0.4351,0.2640,"Del, stock, den, Pete, gre, previously, Brook, Gene, blind, cul, wet, Four, Vin, Child, roughly, Pand, Derek, Swan, Sex, Wick"
blocks.0.ff_or_moe,96,0.3274,0.2662,"power, off, Cam, Stephen, Love, me, Gil, central, Sil, Tam, Rich, little, threatened, Kill, exp, Wonder, Rud, defending, below, forth"
blocks.0.ff_or_moe,97,0.3082,0.2663,"Bl, her, Cas, Morgan, almost, defeated, every, iff, war, reading, ett, cock, average, she, spe, love, clutch, Eck, understanding, failure"
blocks.0.ff_or_moe,98,0.3145,0.3004,"In, mar, ing, Lord, Greg, model, To, Bul, Tri, Sat, Her, Point, bal, ci, From, She, There, DVD, Cho, Coc"
blocks.0.ff_or_moe,99,0.3165,0.2477,"to, occupied, Oliver, composition, Porto, alignment, capital, hog, soil, flooded, log, history, copper, west, remains, To, north, door, anna, east"
blocks.0.ff_or_moe,100,0.4324,0.2453,"bar, show, plot, drive, recording, Family, ative, rising, bass, immediate, trapped, settle, Rio, lies, Bew, representation, upgraded, demon, portray, holiday"
blocks.0.ff_or_moe,101,0.3066,0.2732,"ian, ale, Pro, heart, og, ab, combined, ith, Dam, Ross, q, ik, maintained, Lost, ists, Before, skin, transfer, final, view"
blocks.0.ff_or_moe,102,0.3869,0.2704,"Jan, Walter, he, type, police, she, ism, leaves, Williams, Was, debut, Viol, Deb, Georg, Quar, comic, Andr, Joel, rushed, viol"
blocks.0.ff_or_moe,103,0.3007,0.2680,"rock, lead, ation, around, ok, ped, ma, ó, grand, ary, directly, improved, entered, ab, along, vet, rat, aded, Flight, hunting"
blocks.0.ff_or_moe,104,0.4011,0.2659,"Ad, br, Des, Hel, Mont, We, ve, Mot, Barr, pal, Nak, sharp, annual, Thunder, Pam, Harvey, breast, Ast, signing, ona"
blocks.0.ff_or_moe,105,0.3712,0.2848,"scene, material, mouth, Royal, stop, ball, sales, Bod, account, ruling, There, hours, lead, prof, message, panel, mail, husband, agu, cleared"
blocks.0.ff_or_moe,106,0.3050,0.3047,"Army, use, Ra, ship, ational, ator, never, gun, spot, military, certain, fore, economy, army, future, Tiger, Cond, Air, sail, financial"
blocks.0.ff_or_moe,107,0.3289,0.2453,"Ste, Henry, Er, service, Tre, would, des, Kim, listed, spring, ante, mel, drove, early, experienced, Domin, Ring, BBC, shaped, Military"
blocks.0.ff_or_moe,108,0.2726,0.3019,"Gr, ne, Min, Mas, tail, site, [, General, end, civil, Mis, rather, Tol, my, Last, tem, simple, ious, urban, silver"
blocks.0.ff_or_moe,109,0.4302,0.2434,"Tim, ch, Lim, cop, Ri, ark, Maria, Fore, oph, drawing, laying, specifically, book, Flo, reality, Nest, agon, Marsh, Dallas, Marvel"
blocks.0.ff_or_moe,110,0.2534,0.2807,"Joseph, caught, primary, major, secondary, subject, collection, if, she, female, Star, Rem, second, Low, operation, Eli, time, Only, rescue, ally"
blocks.0.ff_or_moe,111,0.3436,0.2748,"Sand, tre, op, London, drawn, Bas, sign, Lat, Simon, har, Key, Mc, Square, Gray, Pin, fans, Bah, Equ, coming, winning"
blocks.0.ff_or_moe,112,0.3177,0.2758,"Sk, Go, Hy, El, Alex, Fire, year, ank, fresh, Hum, flu, Ryan, Ny, felt, supporting, won, Charlie, regular, Adrian, t"
blocks.0.ff_or_moe,113,0.3083,0.2670,"Ke, Mat, Au, upon, goal, are, supported, marked, ls, any, produced, Winter, atch, soon, Tel, cross, Upon, ben, awa, ero"
blocks.0.ff_or_moe,114,0.2707,0.2471,"area, 10, international, appearance, Die, see, although, estimated, covering, Just, The, Screen, Lead, Today, Grand, emergency, particularly, but, earning, perhaps"
blocks.0.ff_or_moe,115,0.3518,0.2569,"cap, Head, design, death, post, Real, Med, motor, Stein, south, rule, reaction, inspired, contact, Commun, vice, dates, purchase, similarly, separation"
blocks.0.ff_or_moe,116,0.4066,0.2644,"water, Tu, years, battle, ct, success, days, attacking, warm, activity, industry, Path, ional, iding, Sale, outbreak, wearing, technology, molecular, banks"
blocks.0.ff_or_moe,117,0.2391,0.2642,"by, set, U, being, arms, community, protected, accepted, mark, Age, right, upper, Alice, directing, thrown, Johnson, DO, paying, public, barrier"
blocks.0.ff_or_moe,118,0.3306,0.2699,"for, during, title, following, full, above, NS, ute, dominated, spell, commission, launch, golden, academic, tram, nice, overnight, Airport, ceremonial, ghost"
blocks.0.ff_or_moe,119,0.3916,0.2608,"l, Philip, rot, voice, planned, term, wanted, Hun, ani, Band, trial, ence, pul, tele, Ox, mult, Farr, advanced, comb, Boot"
blocks.0.ff_or_moe,120,0.3371,0.2786,"au, Ka, found, ins, oc, went, ub, McC, ium, pen, If, filled, ars, ating, location, ull, Marshall, Loc, said, bin"
blocks.0.ff_or_moe,121,0.5019,0.2470,"col, Brad, Spe, sel, Rick, Corn, receiving, Spr, Karl, Sing, Secret, Main, iy, Cow, Pill, Beautiful, Wat, Fur, Mall, Billy"
blocks.0.ff_or_moe,122,0.3418,0.2467,"H, trans, Cre, cur, Fair, Ron, ron, until, Ton, Samuel, hel, Iron, Bry, AC, Oxford, outer, million, Fel, intended, coup"
blocks.0.ff_or_moe,123,0.2775,0.3005,"Tr, s, av, ed, ong, taking, self, ost, tor, att, ment, ered, ks, Dol, ris, ip, Rid, You, rit, em"
blocks.0.ff_or_moe,124,0.4610,0.2514,"Che, system, aircraft, plant, Sin, broadcast, Mul, Scot, OS, Yellow, smaller, Swe, Wade, Minor, Jos, Winston, Storm, oct, mess, Kw"
blocks.0.ff_or_moe,125,0.3870,0.2539,"Mel, Ro, Ban, using, Lin, Matthew, author, Glen, poor, Sher, bell, Kid, official, Duff, itself, nam, Cong, invasion, Chip, System"
blocks.0.ff_or_moe,126,0.2733,0.2508,"local, Little, ide, film, white, such, International, well, beat, like, missed, York, Admiral, growing, measure, craft, Kai, films, Carey, Ivy"
blocks.0.ff_or_moe,127,0.3004,0.2815,"at, Sol, ans, oil, ae, among, This, Mol, We, Clark, ting, var, Night, vis, ers, tic, plat, picture, Short, suspended"
blocks.0.ff_or_moe,128,0.3433,0.2692,"yn, played, Pon, noted, served, playing, well, va, India, distinguished, best, released, performed, acted, plays, Ever, ote, ses, rum, Generation"
blocks.0.ff_or_moe,129,0.3585,0.2995,"F, sk, Tour, board, ino, Gang, host, player, Gi, decision, ese, Bog, FA, ata, Post, visit, spirit, Quest, Journal, Soul"
blocks.0.ff_or_moe,130,0.3831,0.2501,"people, Street, Met, direct, Mand, g, Lou, Road, ves, Center, Sad, lat, istic, Brent, Times, Chan, friend, cases, xt, Nay"
blocks.0.ff_or_moe,131,0.1988,0.2480,"as, Gar, ar, ag, Ko, public, im, Cy, Bon, television, ', van, Rest, century, notes, uc, particularly, bul, balance, did"
blocks.0.ff_or_moe,132,0.3630,0.2665,"House, Park, Red, Dean, Party, Office, room, fully, content, Council, asked, Tower, arian, party, Manor, unsuccessfully, cius, gameplay, though, bout"
blocks.0.ff_or_moe,133,0.3452,0.2592,"into, Thomas, through, called, break, experience, zy, unknown, Ut, Like, Lucas, looking, ico, learned, Stuart, án, marks, ada, slightly, villain"
blocks.0.ff_or_moe,134,0.2533,0.2789,"Sch, British, Green, three, four, five, covered, England, vi, Australia, Western, soft, Lloyd, Scotland, Ted, vic, sight, minor, Gay, course"
blocks.0.ff_or_moe,135,0.3498,0.2598,"sc, es, qu, before, rom, mut, aut, inc, fil, hn, Meg, les, job, tab, Vice, cont, che, regarded, recalled, quin"
blocks.0.ff_or_moe,136,0.1403,0.3100,"a, an, Gor, symbol, aph, another, Reverend, reinforcements, privately, several, the, ans, am, their, his, something, ana, some, many, devised"
blocks.0.ff_or_moe,137,0.3078,0.2581,"Tom, Don, Richard, Bob, Hu, Ram, Ly, known, Kevin, about, just, Fred, Anthony, Howard, 15, engaged, note, confirmed, search, Bac"
blocks.0.ff_or_moe,138,0.2952,0.2660,"j, :, pop, number, ung, Ald, firm, gate, protect, pressure, mes, fire, Out, Fat, numbers, converted, mit, horn, ..., raw"
blocks.0.ff_or_moe,139,0.3636,0.2376,"English, only, Gre, Louis, chain, Norman, dam, full, table, Ble, acts, attracted, torn, Muk, least, Nap, iri, emb, proportion, requ"
blocks.0.ff_or_moe,140,0.3046,0.2596,"Mar, Kar, court, er, cl, Bet, forces, sports, series, Light, Navy, gen, newly, wheel, prim, Lincoln, ding, information, learn, multi"
blocks.0.ff_or_moe,141,0.2583,0.2427,"(, to, than, ("", like, door, log, 50, always, 5, height, VI, Bom, Arn, IV, Interstate, soil, ases, necessarily, coupled"
blocks.0.ff_or_moe,142,0.2959,0.2687,"Al, class, Col, Art, p, Old, visual, His, Sid, n, Rat, cho, Doctor, if, Las, Ang, Nik, Beck, ned, Cel"
blocks.0.ff_or_moe,143,0.3549,0.2849,"took, Da, capture, take, length, ist, die, Earl, Ce, oss, count, scar, rate, bond, unt, hold, score, featured, charge, load"
blocks.0.ff_or_moe,144,0.2660,0.2621,"Re, Qu, par, Jo, added, foreign, CD, dedicated, Box, retained, shell, prime, Zero, chair, classification, particular, flagship, ', cater, A"
blocks.0.ff_or_moe,145,0.3606,0.2492,"current, ity, common, Top, Cos, clear, Back, peak, sometimes, function, terms, already, Dul, possible, done, fictional, extr, Vir, spoken, distant"
blocks.0.ff_or_moe,146,0.2482,0.2550,"St, b, German, Nor, music, Kh, office, Water, Sha, event, concept, period, Ol, traffic, mag, mo, 3rd, storm, then, hr"
blocks.0.ff_or_moe,147,0.3306,0.2624,"il, close, Captain, bur, horse, kin, own, lack, general, losing, add, ordinary, together, increasing, going, marking, Sony, universal, basic, none"
blocks.0.ff_or_moe,148,0.3018,0.3483,"The, A, com, Two, As, On, When, It, In, After, At, placed, Other, This, With, Club, However, While, Un, Sus"
blocks.0.ff_or_moe,149,0.3926,0.2399,"church, text, More, fired, turned, land, rich, trip, Bun, states, stem, itt, acqu, suspension, Capital, floor, ping, patch, Att, sie"
blocks.0.ff_or_moe,150,0.3377,0.2753,"ap, sh, Har, Char, ol, Em, Ty, Part, Der, arm, must, Sky, Angel, Sir, Ant, district, syn, Ky, woman, Living"
blocks.0.ff_or_moe,151,0.3707,0.2563,"ent, American, established, Smith, Mun, Andy, fall, Italian, reduced, Bou, Bank, Ey, Nur, Alec, Emer, Network, competition, ste, Ernest, Field"
blocks.0.ff_or_moe,152,0.2326,0.2769,"Charles, original, three, Arthur, working, role, start, weight, ar, Japan, +, tied, Sou, turn, nine, six, attached, four, extreme, session"
blocks.0.ff_or_moe,153,0.4530,0.2479,"Steve, er, Deep, guest, atory, studio, Dennis, Brun, let, leave, arrived, mph, Money, delivery, lett, visiting, listening, Too, Magnus, Boris"
