layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,33,0.3506,0.2695,"Pet, ion, super, movement, advanced, soft, ice, basal, object, attack, Crow, size, combined, card, critics, comes, million, rie, ite, ime"
blocks.0.ff_or_moe,34,0.1835,0.4253,",, during, of, the, was, a, -, in, The, from, by, "",, his, this, and, as, before, on, he, were"
blocks.0.ff_or_moe,35,0.1564,0.2924,"during, f, Ch, ter, total, ol, un, ir, ap, de, g, people, distance, b, ki, v, ns, č, remainder, aboard"
blocks.0.ff_or_moe,36,0.3824,0.2811,"Po, giant, gr, Hun, tie, ole, ery, liquid, sub, relief, source, ute, ational, tic, ology, ze, plays, rel, pain, quar"
blocks.0.ff_or_moe,37,0.4276,0.2703,"Bal, Cam, Gil, Pacific, Mi, CA, like, Ze, Haw, ise, Fur, Cob, ami, State, Pend, Bis, Rev, ico, ox, Parker"
blocks.0.ff_or_moe,38,0.3166,0.2723,"about, Ty, ach, Phil, cross, Young, according, fast, Pin, old, Anthony, Wol, take, sister, Texas, bound, ug, Dow, strong, beat"
blocks.0.ff_or_moe,39,0.3624,0.2464,"for, En, Ca, Tar, ices, ai, charged, comic, supported, McC, returning, Cook, Aud, shooting, bed, tor, Jennifer, Peace, Sle, prospect"
blocks.0.ff_or_moe,40,0.3765,0.2645,"South, Col, Min, Hy, Mat, sup, Tem, independent, folk, Cow, Mau, Park, Sum, Quar, Ross, te, Blue, string, spo, Ful"
blocks.0.ff_or_moe,41,0.3393,0.2631,"is, Bell, Mah, Station, Sky, has, Long, ith, brain, Victor, entry, inn, add, hall, fer, Way, Zach, Leonard, Amy, fo"
blocks.0.ff_or_moe,42,0.2909,0.2705,"No, Tom, air, On, transfer, Team, Red, impact, access, flying, will, Are, mes, might, cent, report, reaction, scheduled, ships, coup"
blocks.0.ff_or_moe,43,0.3552,0.2885,"named, episode, Home, selected, given, turned, came, Know, Michigan, episodes, elected, iter, become, pointed, CS, Perfect, been, designated, acquired, point"
blocks.0.ff_or_moe,44,0.2360,0.4512,"and, but, of, &, -, which, with, in, as, ,, the, from, a, –, ', (, at, to, or, c"
blocks.0.ff_or_moe,45,0.3837,0.2614,"ins, den, target, active, keep, ew, guest, fight, these, Mann, torpedo, ust, Kou, Bound, plans, contact, Community, occurred, ast, tell"
blocks.0.ff_or_moe,46,0.3278,0.2633,"re, entered, promoted, brief, train, on, conducted, mag, effect, tight, champion, Coast, Corps, mines, bring, mix, mont, Base, evening, Grande"
blocks.0.ff_or_moe,47,0.1293,0.3920,",, during, a, -, the, was, The, of, his, and, this, before, "",, in, by, had, through, 10, St, from"
blocks.0.ff_or_moe,48,0.4129,0.3412,"of, Council, collection, System, Party, Committee, Office, Commission, Board, Government, Department, ary, council, committee, Association, Museum, Federation, Organization, Trust, Ministry"
blocks.0.ff_or_moe,49,0.5278,0.2668,"Din, Must, Harold, musical, Kl, sw, Eric, Pas, Marc, Pit, Log, pil, Wel, Rud, Ev, Pom, Spe, Chester, Mode, Beau"
blocks.0.ff_or_moe,50,0.3025,0.2946,"Mar, Robert, Cap, De, Fe, Nar, Bas, Boy, My, Ver, Silver, Clark, ring, sp, del, Dal, im, Law, Oh, id"
blocks.0.ff_or_moe,51,0.3203,0.0000,"., ""., ."", )., ;, '., "")., !., .), );, ,, .', ...., .,, ),, ), '""., rather, '."", :"
blocks.0.ff_or_moe,52,0.3861,0.2956,"David, party, Rad, High, opening, white, Tony, Band, Matt, auto, presented, For, Jason, Ach, Brock, Evan, learning, sharp, Turn, panel"
blocks.0.ff_or_moe,53,0.1137,0.3583,"had, scored, "", ,, was, the, in, -, of, a, and, scoring, by, Diet, his, "",, A, with, as, has"
blocks.0.ff_or_moe,54,0.2138,0.4023,"a, an, another, the, its, his, which, on, as, ., ,, in, "", was, at, -, one, that, over, A"
blocks.0.ff_or_moe,55,0.4115,0.2543,"While, study, core, hand, defense, mil, Star, Ja, additional, thr, olic, strength, beyond, fairy, sequ, connected, periodic, touch, times, sour"
blocks.0.ff_or_moe,56,0.1642,0.3923,"., a, the, which, with, was, his, when, in, ""., just, from, that, its, by, such, of, at, before, ;"
blocks.0.ff_or_moe,57,0.2313,0.2784,"round, side, front, natural, ized, system, Dark, hold, no, complete, both, controlled, attacked, most, said, district, need, root, ked, intense"
blocks.0.ff_or_moe,58,0.1134,0.4052,"up, to, back, transferred, into, down, out, towards, away, off, through, toward, on, "", onto, in, at, of, that, -"
blocks.0.ff_or_moe,59,0.0789,0.3393,"he, they, US, she, of, while, not, his, by, only, from, meaning, where, (, form, under, U, ., when, such"
blocks.0.ff_or_moe,60,0.2410,0.2908,"ac, Ro, Mad, B, le, East, au, 200, taking, ly, ton, ta, Camp, Rick, Pal, ger, ler, ts, mel, Pro"
blocks.0.ff_or_moe,61,0.2724,0.2750,"before, but, ground, Do, Bro, Prince, Vol, People, making, h, until, ps, Service, mos, mph, while, Rhy, bishop, omb, Fus"
blocks.0.ff_or_moe,62,0.3063,0.3000,"Dr, considered, season, Ge, received, live, included, gu, struck, Ky, stated, felt, receiving, ranked, travel, closed, given, sell, consisted, intended"
blocks.0.ff_or_moe,63,0.3684,0.2601,"Fl, inter, rights, contract, Sin, sat, extended, Golden, Las, responded, personal, Lost, police, buff, try, Ric, Marshall, warm, experience, quad"
blocks.0.ff_or_moe,64,0.4236,0.3031,"created, previously, started, Ron, represented, faced, pitched, already, formed, originally, Nobody, create, chi, begun, temporarily, presumed, founded, endured, creating, jointly"
blocks.0.ff_or_moe,65,0.2950,0.2831,"used, Je, –, begins, ruled, tem, Court, use, mur, employed, rule, drafted, commonly, concentrated, uses, shipped, -, iz, utilized, using"
blocks.0.ff_or_moe,66,0.3318,0.2502,"first, car, common, model, food, ref, Fire, Pres, straight, draft, Field, Marsh, approach, pilot, chain, coast, agreed, earliest, dent, youth"
blocks.0.ff_or_moe,67,0.1434,0.3216,"-, she, –, being, feet, accidentally, he, ‑, her, they, becoming, PC, Lewis, Swift, Beyoncé, U, Jane, /, having, class"
blocks.0.ff_or_moe,68,0.2503,0.4424,"and, ,, ., of, the, was, (, in, before, had, The, with, from, -, to, ;, as, –, but, by"
blocks.0.ff_or_moe,69,0.3713,0.2573,"Sun, Den, Queen, took, Les, Rom, Bar, Joseph, pen, Bow, Australia, Atlantic, Ted, gar, Far, dr, sales, Made, ci, Hand"
blocks.0.ff_or_moe,70,0.3135,0.2618,"Australian, building, Great, division, case, Ann, weight, title, proposed, region, Ell, new, Wall, name, immediate, scor, Irish, ict, Lead, switch"
blocks.0.ff_or_moe,71,0.2366,0.4212,"to, was, is, as, had, has, were, "", his, the, for, in, a, ', (, with, of, he, and, would"
blocks.0.ff_or_moe,72,0.0576,0.3537,"from, ens, its, this, the, stemmed, using, The, his, "",, Rep, ""., itself, a, -, later, From, 21, Re, it"
blocks.0.ff_or_moe,73,0.2486,0.2789,"Ar, Bur, Lo, be, cut, Kin, thus, behind, leader, New, tele, Master, head, name, Roman, origin, winds, labor, Professor, difference"
blocks.0.ff_or_moe,74,0.3088,0.2672,"return, race, fire, finished, Jeff, field, post, low, stop, average, camp, player, drop, reserve, script, Light, reception, ruling, context, frame"
blocks.0.ff_or_moe,75,0.2860,0.2526,"Tri, cost, red, those, face, 2004, time, special, 2006, 2008, section, 2003, 2007, degree, 2005, 2009, fact, following, Indian, difficulty"
blocks.0.ff_or_moe,76,0.2071,0.4463,",, (, and, ., ;, of, in, -, :, also, ),, "",, —, –, at, "", with, ), was, '"
blocks.0.ff_or_moe,77,0.2039,0.4481,",, and, ., (, ;, –, was, —, -, ', "",, in, "", :, of, ),, had, but, also, from"
blocks.0.ff_or_moe,78,0.4000,0.2700,"Nor, show, military, Alex, sil, primary, lb, Il, Mis, Dist, Fle, Hot, Stock, Winter, catch, ere, opposition, Bom, Net, join"
blocks.0.ff_or_moe,79,0.2975,0.2586,"high, fl, pressure, species, win, night, point, rating, Moon, great, god, peak, semi, young, category, 40, Glee, walking, departure, eyes"
blocks.0.ff_or_moe,80,0.2128,0.2834,""", ""[, ""..., “, ""', "",, ""(, ""., ,"", "";, 1, ""), The, According, 3, American, 4, '"", record, ["
blocks.0.ff_or_moe,81,0.2379,0.4326,",, a, The, was, the, of, -, from, to, and, in, his, by, had, on, with, this, as, "", T"
blocks.0.ff_or_moe,82,0.3851,0.2754,"Ac, space, gun, ric, Inter, Hum, suit, tab, Cup, fun, bre, ron, Native, supply, kind, cool, associated, Kind, Bird, nature"
blocks.0.ff_or_moe,83,0.3107,0.2783,"Che, Van, Royal, Sy, produced, Hu, small, between, ser, Greek, Bra, central, produce, Mr, cat, Vo, Tat, Ap, large, Der"
blocks.0.ff_or_moe,84,0.2421,0.4242,",, the, -, of, was, a, at, in, ., as, and, his, The, this, had, that, from, T, "", to"
blocks.0.ff_or_moe,85,0.1017,0.3558,"and, but, (, &, or, -, ,, "", war, South, S, K, of, use, while, ', G, who, was, X"
blocks.0.ff_or_moe,86,0.3902,0.2668,"ing, S, ed, Im, contemporary, epic, ero, picked, rum, interview, ], Kis, RS, iding, tongue, Eb, particular, fraud, argument, swe"
blocks.0.ff_or_moe,87,0.2177,0.2950,"class, battle, reported, men, base, 1, end, early, sm, release, fleet, children, advance, action, date, event, writing, gold, load, Cry"
blocks.0.ff_or_moe,88,0.4404,0.2609,"along, Gar, direct, Rich, composed, Dig, Wild, Alt, rit, ld, Show, Bull, io, din, Aqu, Sud, debuted, Prim, lat, Bron"
blocks.0.ff_or_moe,89,0.2744,0.2834,"4, 5, 6, trade, Rock, out, 20, 17, 25, board, 9, 19, approximately, wall, 22, 3, Times, 7, 30, 8"
blocks.0.ff_or_moe,90,0.1266,0.2968,"N, M, Paul, co, than, To, Sal, C, en, part, DC, main, construction, list, final, &, ode, More, A, Y"
blocks.0.ff_or_moe,91,0.2148,0.4289,"of, -, ,, ., which, from, –, with, he, in, Of, that, (, and, was, on, at, side, by, the"
blocks.0.ff_or_moe,92,0.2365,0.2648,"ry, Hill, Adam, number, pass, featured, pay, drew, West, showed, leaving, more, ble, staff, again, supporting, features, approached, were, dy"
blocks.0.ff_or_moe,93,0.3215,0.2555,"sh, Bob, star, Met, Kam, Paris, cause, save, draw, Elizabeth, op, following, chief, /, classified, drag, Governor, Prime, voiced, Sony"
blocks.0.ff_or_moe,94,0.1866,0.3787,"was, had, would, were, and, did, has, continued, became, is, came, that, of, ., (, ,, in, could, "", remained"
blocks.0.ff_or_moe,95,0.2437,0.2715,"D, B, Pe, Mer, Mc, work, passed, Gal, Hol, Pl, Si, sold, role, Z, International, Pur, aw, Douglas, Academy, corner"
blocks.0.ff_or_moe,96,0.3602,0.2744,"which, Per, Char, Ray, where, Ant, football, whose, Ga, multiple, brand, tur, bol, cle, Kap, ude, Bram, Gw, hen, eu"
blocks.0.ff_or_moe,97,0.0571,0.3134,"&, and, ost, berry, as, etc, a, among, from, z, but, where, or, most, ari, making, preferring, the, (, such"
blocks.0.ff_or_moe,98,0.1897,0.4113,"., a, the, in, -, was, at, and, ""., s, with, "", that, during, by, from, were, is, this, –"
blocks.0.ff_or_moe,99,0.2803,0.2813,"later, Ser, Martin, af, Sim, ell, directed, Bat, char, Santa, Square, ka, Belle, overall, ther, ji, Bran, r, an, ae"
blocks.0.ff_or_moe,100,0.3175,0.2642,"on, ores, reading, iy, phy, upon, mainly, primarily, Outstanding, unusually, atmospheric, Scheer, attacks, ablan, raids, by, prominently, conducted, Bart, were"
blocks.0.ff_or_moe,101,0.3835,0.2714,"Su, mon, ul, cap, So, Bos, church, prim, smaller, log, Bab, Shad, Science, twin, tank, shaped, Number, cycl, feed, based"
blocks.0.ff_or_moe,102,0.3367,0.2916,"I, she, if, Lewis, Jane, Jackson, we, PC, Madonna, SA, you, Swift, Pal, Carey, feet, Gaga, Tina, Beyoncé, Christina, Veronica"
blocks.0.ff_or_moe,103,0.3411,0.2650,"Se, free, Ram, Kal, joined, Cop, Steve, Ul, Wor, guide, real, good, control, Rol, bas, ous, sound, jet, cow, vocal"
blocks.0.ff_or_moe,104,0.1699,0.4294,"., ""., ;, ."", )., ,, the, in, with, before, and, of, by, as, during, a, was, under, at, '."
blocks.0.ff_or_moe,105,0.1647,0.4188,"and, with, but, which, or, who, while, as, from, of, where, -, along, (, by, in, after, including, s, especially"
blocks.0.ff_or_moe,106,0.2646,0.2682,"that, new, mass, Du, non, subject, Por, Lim, pot, silver, Bou, coal, MS, joint, remains, authority, rare, lower, current, fine"
blocks.0.ff_or_moe,107,0.1450,0.3953,"at, ram, a, of, the, -, ,, The, and, B, At, an, D, in, on, "", ., land, pre, G"
blocks.0.ff_or_moe,108,0.2493,0.4416,"in, by, with, on, at, after, from, as, during, of, when, within, before, for, to, the, had, through, was, ."
blocks.0.ff_or_moe,109,0.3013,0.2808,"into, through, also, pal, ised, shown, several, SS, scale, appeared, identified, mi, killing, sen, MC, equivalent, status, Neo, partially, hence"
blocks.0.ff_or_moe,110,0.2527,0.3416,"four, five, six, full, seven, eight, near, nine, three, Central, bad, stone, Mes, part, pul, large, Fran, Pil, Dutch, twelve"
blocks.0.ff_or_moe,111,0.2896,0.2749,"John, their, Max, Mil, Pap, Richard, White, late, style, Charles, certain, how, Luc, Michael, Henry, Frederick, Miles, pan, recommended, Edward"
blocks.0.ff_or_moe,112,0.3218,0.2696,"after, ended, ik, using, there, arms, regular, ros, rot, atic, then, ical, var, Ton, code, Pall, Count, Chap, Path, wel"
blocks.0.ff_or_moe,113,0.1764,0.4055,"and, a, but, the, most, of, for, that, which, with, as, was, one, while, in, from, both, only, before, such"
blocks.0.ff_or_moe,114,0.4091,0.2219,"only, bi, principal, ko, eth, suggested, powered, bin, lor, just, ration, mond, assessed, ax, mining, pitted, Symphony, hey, Admiralty, converting"
blocks.0.ff_or_moe,115,0.2357,0.2893,"goal, vi, level, out, this, World, time, Death, giving, solid, meeting, these, rate, day, penalty, lit, century, expansion, chapter, civil"
blocks.0.ff_or_moe,116,0.1746,0.4291,"the, a, this, his, its, their, The, both, an, it, in, these, that, her, those, "", and, which, one, at"
blocks.0.ff_or_moe,117,0.3049,0.2552,"T, ah, long, Division, strike, Act, But, capture, Ret, minute, entrance, cher, ance, parish, Line, accompany, help, Brigade, Divisions, I"
blocks.0.ff_or_moe,118,0.5278,0.2627,"mm, og, Bry, Carr, Chi, Hon, Ax, Dew, Stor, Quest, Faith, Sha, Dale, submitted, aven, Draw, Solid, rein, atory, demand"
blocks.0.ff_or_moe,119,0.4172,0.2732,"having, Care, Bald, Put, ive, iz, results, newly, mic, Swan, Fu, Mrs, ates, ent, pred, ig, cash, fit, Cole, aff"
blocks.0.ff_or_moe,120,0.0690,0.3632,"by, -, the, The, his, through, of, G, ., N, which, Con, was, part, four, from, had, a, La, avoid"
blocks.0.ff_or_moe,121,0.2636,0.2746,"which, al, Bon, Now, drawing, RA, USA, Major, whom, Vancouver, Gener, whose, medieval, specially, Ray, who, synchron, within, where, 1"
blocks.0.ff_or_moe,122,0.2826,0.2837,"family, Str, m, master, health, assigned, working, lot, clean, istic, highly, far, still, father, ising, included, letters, spoken, superior, Bishop"
blocks.0.ff_or_moe,123,0.4837,0.2574,"Ball, —, Mall, sky, cup, hr, Plant, avi, kes, Page, kel, Garden, Bast, Miy, ool, ien, ault, Plain, IS, Reviewing"
blocks.0.ff_or_moe,124,0.1183,0.4291,"a, an, another, his, the, some, something, just, several, its, one, two, was, as, their, part, An, multiple, what, more"
blocks.0.ff_or_moe,125,0.3797,0.2520,"100, claimed, leading, Ha, Mess, business, Greg, Cur, Cer, sk, Ven, ann, capital, Adrian, Lind, green, ok, ino, Dep, Batt"
blocks.0.ff_or_moe,126,0.2779,0.2634,"10, series, He, az, Jan, slow, Angel, project, security, stars, evidence, Disney, companion, Francisco, Toronto, SA, arrive, worry, De, he"
blocks.0.ff_or_moe,127,0.2532,0.2817,"ia, over, opened, across, against, originally, launched, announced, os, moved, king, boy, Valentine, added, defeated, ator, himself, became, him, ef"
blocks.0.ff_or_moe,128,0.3734,0.3017,"Har, Car, Cr, Co, Ba, Rain, Sand, Hor, half, Bern, Virgin, Bet, Sor, Cu, Fore, comm, Bi, ‘, oy, ide"
blocks.0.ff_or_moe,129,0.2746,0.2765,"short, major, Key, break, England, sand, right, Steam, living, course, terms, law, college, days, raise, because, years, contributed, dated, grade"
blocks.0.ff_or_moe,130,0.4343,0.2392,"syn, Op, 7, Bernard, Total, mountain, stream, added, Mic, firm, couple, aur, friend, Madison, dom, afford, Eg, minimum, zz, Ches"
blocks.0.ff_or_moe,131,0.1568,0.3952,"and, ,, the, of, ., The, was, –, from, -, held, set, (, had, to, but, game, with, D, """
blocks.0.ff_or_moe,132,0.2532,0.3560,"but, played, while, although, though, ot, h, when, playing, similar, making, however, play, becoming, despite, forming, whilst, plays, whereas, completing"
blocks.0.ff_or_moe,133,0.3727,0.2847,"(, ("", (/, ˈ, urch, ($, (−, kom, /;, aja, Mult, (., ];, of, Lemon, ˌ, he, (£, Phon, ["
blocks.0.ff_or_moe,134,0.5294,0.2725,"y, Nag, ι, Gom, Jer, yar, Bog, Marcus, cal, oph, Hers, Fab, check, Bronze, Ob, tum, Lé, Pay, tt, Try"
blocks.0.ff_or_moe,135,0.4590,0.2834,"—, Fre, Dor, cr, squ, Fat, esh, eff, Vel, Plat, Clo, Ve, Pot, Lud, Take, Hab, lim, Ped, scr, UTC"
blocks.0.ff_or_moe,136,0.2928,0.3421,"film, Qu, movie, band, book, general, Stone, company, Grand, American, films, comedy, drama, Box, novel, television, picture, India, Devil, Indian"
blocks.0.ff_or_moe,137,0.2087,0.2848,"William, other, Da, Cre, many, some, even, all, con, Edward, te, Gill, Krist, throughout, get, Jonathan, passing, Rog, variety, group"
blocks.0.ff_or_moe,138,0.4547,0.0000,"., ."", ""., )., ;, '., !., .), "")., );, ...., .'"", .', ]."", "";, ]""., ),, .,, ), ”."
blocks.0.ff_or_moe,139,0.3456,0.2577,"at, Is, arm, be, ier, ped, Lou, Maj, table, pack, tow, oz, trap, hon, art, dé, talent, approve, adaptation, Institute"
blocks.0.ff_or_moe,140,0.2303,0.2657,"age, commercial, net, Ros, began, designed, placed, most, then, more, engaged, Los, expressed, destroyed, next, manager, ages, scoring, Soviet, writers"
blocks.0.ff_or_moe,141,0.3028,0.2799,"Par, 12, Francis, power, points, ev, Bed, ip, Spanish, member, missed, seat, ari, campaign, remaining, take, attend, 50, assembled, village"
blocks.0.ff_or_moe,142,0.4799,0.2661,"Pr, Mid, Wy, Mul, Kar, Ald, Harrison, Empire, BBC, Rap, Terry, Queens, Cleveland, Order, chose, Fan, Stein, Sex, Parliament, Mé"
blocks.0.ff_or_moe,143,0.1983,0.2756,"its, transport, Forest, weapons, radar, Business, ranks, traffic, equipment, legislative, ., retire, revenue, investment, transportation, ""., "",, from, and, which"
blocks.0.ff_or_moe,144,0.3422,0.2810,"James, Don, lost, Hal, tr, Louis, Ash, Gre, Ku, $, Ol, en, Ali, Gh, ind, Church, credited, Jacob, Alice, Chicago"
blocks.0.ff_or_moe,145,0.2126,0.2527,"3, Mor, called, Ma, P, 2, 18, lead, 8, successful, Cent, fall, remained, 4, lam, 11, fix, ideal, 9, mill"
blocks.0.ff_or_moe,146,0.2803,0.3097,"Black, Ho, Mo, Mac, Bo, ar, black, oc, organ, Re, Ed, Az, i, bu, na, motor, Test, training, rap, Kan"
blocks.0.ff_or_moe,147,0.2277,0.4344,",, ., -, was, of, the, and, a, in, had, to, from, "", (, his, 10, "",, ', –, at"
blocks.0.ff_or_moe,148,0.0618,0.3370,"on, upon, online, lik, struct, exclusively, onto, at, from, steadily, a, On, its, in, In, the, along, was, as, entered"
blocks.0.ff_or_moe,149,0.3178,0.2686,"El, Br, Frank, Sur, ex, aircraft, Army, Port, Chief, storm, ider, Good, went, Cape, 1st, Cross, Emperor, split, Bud, 2nd"
blocks.0.ff_or_moe,150,0.2655,0.2681,"service, range, sc, metal, Dom, upper, River, command, town, br, wh, period, bar, Brother, Reg, ys, ty, off, ob, Sn"
blocks.0.ff_or_moe,151,0.1487,0.3266,"of, aspect, flank, -, portion, version, between, Of, aspects, Council, That, Government, side, from, area, committee, which, –, council, )"
blocks.0.ff_or_moe,152,0.1937,0.4331,"to, into, -, for, (, before, in, towards, and, "", with, on, –, through, by, ,, /, out, back, as"
blocks.0.ff_or_moe,153,0.4134,0.2488,"material, self, pick, Christmas, me, tap, orders, them, sick, hearing, Yoko, closing, breast, thanks, apply, studying, sted, Rodgers, taught, fallen"
blocks.0.ff_or_moe,154,0.2426,0.2504,"U, American, death, ment, Cast, Philip, also, Henry, particularly, gy, especially, ater, runs, religious, generally, anti, must, wrote, place, economy"
blocks.0.ff_or_moe,155,0.2296,0.4004,"a, ,, and, ., was, in, A, "", of, on, B, the, an, which, from, that, had, 1, as, when"
blocks.0.ff_or_moe,156,0.2057,0.2826,"Be, Ak, hit, play, cl, d, ban, Vi, introduced, /, Am, some, commissioned, us, Head, mo, follow, de, q, pt"
blocks.0.ff_or_moe,157,0.2903,0.2864,"Man, team, club, Fer, si, com, Cor, home, ale, changed, Com, yl, computer, thought, length, soon, habit, FA, teams, related"
blocks.0.ff_or_moe,158,0.2467,0.4399,"and, the, ,, was, of, ., (, –, from, in, to, The, "", ', had, while, -, with, as, also"
blocks.0.ff_or_moe,159,0.2177,0.2803,"set, pre, George, stock, es, at, Gall, r, many, branch, Asia, sets, pon, late, store, ans, Arn, shares, owned, backed"
blocks.0.ff_or_moe,160,0.1287,0.4457,",, .,, !,, "",, (, and, ;, ),, ., ,"", —, ..., –, -, :, but, "", was, In, ,..."
blocks.0.ff_or_moe,161,0.3366,0.2804,"modern, Green, bl, gas, Cass, dark, ane, energy, fr, sun, office, Ocean, hot, ond, photo, ado, executive, prior, condition, account"
blocks.0.ff_or_moe,162,0.2741,0.2702,"University, have, are, ge, can, area, College, Card, sports, bridge, sex, include, every, contain, least, structure, intermediate, prominent, effects, forms"
blocks.0.ff_or_moe,163,0.1102,0.4521,"on, e, upon, a, On, In, in, 1, at, A, about, -, D, along, (, was, the, over, U, of"
