layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,41,0.3683,0.2429,"free, who, min, Au, Der, Pacific, provide, Eng, Gi, completely, Committee, Stock, having, Carol, Joshua, throw, Crystal, partnership, horn, creative"
blocks.0.ff_or_moe,42,0.4165,0.2705,"such, overall, branch, Hon, BA, DS, ership, Their, Nest, opposition, industrial, Due, Kah, WS, response, Dawn, enlisted, mainly, involvement, Case"
blocks.0.ff_or_moe,43,0.3596,0.2595,"gl, introduced, aw, ret, covered, Si, just, Dream, condition, Among, ond, classic, serial, Nu, Cooper, Var, ear, joint, Way, Mod"
blocks.0.ff_or_moe,44,0.3676,0.2828,"iv, ite, day, ep, ib, King, als, thr, atch, ards, ö, days, AD, ites, night, mir, sion, Hew, settle, aci"
blocks.0.ff_or_moe,45,0.4085,0.2503,"Pe, ah, 13, ber, Bir, Av, ),, charge, Gw, Nur, cult, Japan, Plant, Let, Then, IGN, Germany, singing, dent, mention"
blocks.0.ff_or_moe,46,0.2367,0.2562,"series, Mu, pal, news, track, reported, recorded, bound, sur, cast, early, special, Jos, un, ve, roll, could, inspired, hero, Anti"
blocks.0.ff_or_moe,47,0.3872,0.2638,"along, following, Captain, Dick, expressed, hon, Scottish, Marvin, separate, instrumental, Where, navy, Lum, British, rather, carrier, Lightning, Clar, Schu, ential"
blocks.0.ff_or_moe,48,0.2905,0.2772,"Mark, An, Ex, ap, over, Louis, upon, Bernard, cle, perfect, shop, smoke, Johns, useful, icy, up, ocked, during, cameo, Slow"
blocks.0.ff_or_moe,49,0.4446,0.2591,"Hu, lot, Down, Harold, pun, mus, ky, hi, Ok, ater, Corps, raising, fallen, Ronald, Up, wal, Jen, Lom, ana, Jewish"
blocks.0.ff_or_moe,50,0.4029,0.2543,"Pin, shared, directed, having, much, containing, if, ey, Player, looking, Institute, strongly, atop, bling, renewed, asing, locally, maintenance, touring, entertainment"
blocks.0.ff_or_moe,51,0.3058,0.2783,"was, became, pre, would, did, ston, were, preferred, had, instruction, comple, remained, conquer, equip, premise, spawned, perception, seeks, came, essay"
blocks.0.ff_or_moe,52,0.1420,0.3152,",, actic, !,, ;, (, :, —, –, ),, "",, example, -, sche, ., instance, ,"", and, .,, ), '"
blocks.0.ff_or_moe,53,0.0871,0.3378,"a, been, said, head, less, minimal, an, somewhat, enjoying, stated, ty, become, commented, another, the, very, one, two, say, more"
blocks.0.ff_or_moe,54,0.4424,0.2631,"., ""., )., ."", visual, .), '., ]., ED, "")., prime, ], .', ]."", ]""., —, .'"", !., '."", '""."
blocks.0.ff_or_moe,55,0.3920,0.2420,"i, drawn, Roy, Victoria, summer, status, Sav, Nam, Series, link, Speed, Sex, Sig, Yo, panel, tone, Canada, seven, stay, 2010"
blocks.0.ff_or_moe,56,0.3265,0.2675,"many, version, live, project, According, clear, co, Universal, Golden, return, pole, location, budget, ars, distributed, Brett, System, DVD, rhythm, Kind"
blocks.0.ff_or_moe,57,0.3809,0.2645,"k, se, Alan, Thomas, iss, Memorial, ier, Battle, ath, Sha, Fil, í, rin, Matthew, CA, pel, attended, Fam, Cong, longer"
blocks.0.ff_or_moe,58,0.4283,0.2575,"Val, Den, With, text, Ac, ew, Pon, trade, Rel, Bart, Russell, Free, Doug, bringing, ages, scar, Zach, astic, sle, Channel"
blocks.0.ff_or_moe,59,0.3778,0.2284,"O, Dan, Par, Western, sat, Virginia, Barr, forms, Wel, ye, tells, protest, pressing, advancing, Eastern, bast, replied, ev, intervene, adults"
blocks.0.ff_or_moe,60,0.4300,0.2542,"of, ings, Cay, installment, array, Of, counted, accumulated, Tier, planet, iest, Rim, RNA, core, caused, wit, notably, neuro, Mart, itter"
blocks.0.ff_or_moe,61,0.3223,0.2743,"er, Church, ans, these, those, ino, Tw, Sid, us, Trans, ates, Tour, authority, ju, mode, region, council, share, Boat, conference"
blocks.0.ff_or_moe,62,0.3683,0.2562,"He, Tim, am, ess, close, 17, Jason, ias, expanded, Hey, Georgia, defending, ores, initial, Train, Tou, NBC, Paula, inv, ét"
blocks.0.ff_or_moe,63,0.3006,0.2812,"were, completed, moving, children, followed, was, United, shifted, premiered, essential, shear, Dangerous, closed, moved, elsewhere, expanding, became, entered, OR, sold"
blocks.0.ff_or_moe,64,0.2708,0.2544,"Chris, other, opening, ball, Jean, writing, Ale, still, people, Grant, others, characters, meaning, sources, Cris, Indi, nothing, Medal, shooting, city"
blocks.0.ff_or_moe,65,0.3826,0.2598,"Per, Scott, who, tri, Ur, cat, Mik, Eric, log, commissioned, Bud, mind, Seattle, Pine, Bond, successfully, TV, constant, Lay, Vick"
blocks.0.ff_or_moe,66,0.2138,0.3208,"En, would, three, Max, che, ov, world, seven, Land, four, Die, ended, will, five, ks, eight, nine, stream, six, public"
blocks.0.ff_or_moe,67,0.3669,0.2441,":, about, play, Is, Earl, vis, Between, Station, Spring, regarding, stra, ranks, producers, Review, ranges, sessions, characters, notably, hinted, Bible"
blocks.0.ff_or_moe,68,0.2519,0.2901,"L, German, Cr, ri, point, air, year, Bol, period, route, own, computer, town, wood, month, Chand, told, Tet, champion, enemy"
blocks.0.ff_or_moe,69,0.3487,0.2679,"Pal, te, lo, Nick, mon, running, served, Pa, ner, Doctor, Rep, sand, Big, Rev, Norman, ace, capacity, ble, Cel, din"
blocks.0.ff_or_moe,70,0.4396,0.2569,"battle, Sab, Inter, Albert, att, suit, Island, mas, Hir, Cab, Thur, fac, Hit, Mit, Radio, Cont, cultural, Tag, antic, Marie"
blocks.0.ff_or_moe,71,0.3544,0.2517,"ra, men, instead, au, cut, ck, ell, ion, report, aux, och, ied, Jacques, aff, lor, hr, publication, ida, shape, bor"
blocks.0.ff_or_moe,72,0.4706,0.2457,"Str, Dou, acting, majority, Ep, Whit, Bi, Kirk, quick, Ned, Ven, lim, folk, mol, List, ø, Cul, Susan, Stat, Saw"
blocks.0.ff_or_moe,73,0.4000,0.2921,"Pl, sk, Le, Dun, Low, Guy, ors, dy, Taylor, vocal, Af, Mom, rose, Service, Oscar, iff, Ot, Ferr, NC, Friends"
blocks.0.ff_or_moe,74,0.3699,0.2607,"Mary, ic, ach, ode, Court, river, ator, ly, ow, ern, mult, Go, Kong, extended, Hat, amb, Pur, istic, youth, nat"
blocks.0.ff_or_moe,75,0.1755,0.2847,"not, ad, un, mass, more, no, Back, support, Early, ran, managed, mounted, warning, needed, finally, pair, met, ab, ments, officially"
blocks.0.ff_or_moe,76,0.3949,0.2425,"Mor, out, After, Call, Gen, char, Kurt, sing, squ, maintained, mac, delivered, Carlos, remaining, Queens, Vander, iment, Aur, Hos, Hills"
blocks.0.ff_or_moe,77,0.3573,0.2550,"Sch, then, train, us, crew, Cass, Tat, aur, prepared, mobile, arr, plane, mix, responsibility, von, village, oun, aman, ray, waves"
blocks.0.ff_or_moe,78,0.1167,0.3107,"Tom, Mel, A, -, its, one, it, multiple, hand, taken, half, several, gold, many, Manchester, quickly, minute, years, play, take"
blocks.0.ff_or_moe,79,0.3520,0.2740,"general, Des, large, finished, Ball, fore, father, tor, Gy, Nelson, community, Sin, Gran, uses, Thor, vol, cu, appear, Laz, Lock"
blocks.0.ff_or_moe,80,0.3335,0.2544,"5, co, ust, tar, rit, battery, gate, labor, sed, Rhodes, Race, trading, resigned, labour, things, trade, 6, Agr, 4, 7"
blocks.0.ff_or_moe,81,0.3482,0.2809,"ist, several, Ak, le, then, captured, Gang, mel, Fel, tal, ists, ji, numerous, settled, è, Dig, gall, Special, charged, Donna"
blocks.0.ff_or_moe,82,0.2347,0.2816,"Michael, are, son, art, It, while, sum, Pope, taking, is, him, emerged, can, brother, promise, whilst, imer, Juliet, duties, may"
blocks.0.ff_or_moe,83,0.4555,0.2673,"caught, ens, York, DC, entrance, Ju, Once, holds, Port, Force, Jas, obtained, gap, Command, IN, Boot, nam, Zealand, Kane, resist"
blocks.0.ff_or_moe,84,0.4391,0.2487,"Daniel, bill, changes, Bed, Benn, whole, Second, nature, firm, prom, intermediate, fel, tran, sharp, missing, expedition, Ost, bac, Homer, reviews"
blocks.0.ff_or_moe,85,0.2625,0.2535,"and, before, within, until, ly, gre, excess, ize, Teddy, survival, proceeded, wind, strange, sever, magnet, Airlines, &, darker, but, during"
blocks.0.ff_or_moe,86,0.3008,0.2361,"for, same, eye, storm, no, some, depression, however, poor, parts, hall, flash, loan, circulation, Blu, boss, worst, proportion, compete, constru"
blocks.0.ff_or_moe,87,0.4181,0.2543,"Joseph, sn, Du, Billy, could, How, identified, MS, AL, vic, Gren, Governor, death, Dead, una, EC, Imm, Creek, RA, acid"
blocks.0.ff_or_moe,88,0.3220,0.2550,"sent, super, az, ed, Wal, Mir, ina, Her, po, Les, program, night, var, Lev, soundtrack, Republic, ness, Op, simply, zen"
blocks.0.ff_or_moe,89,0.3677,0.2411,"It, dis, Kevin, Dam, Bobby, Admiral, Miles, lay, Py, Joy, Irish, Moon, supply, save, appointed, equ, Georg, abandoned, eventually, got"
blocks.0.ff_or_moe,90,0.4872,0.2395,"Mad, base, Mess, Pas, Pale, entered, Dean, Bes, defense, acts, Quest, atory, exam, Swan, Loc, Het, Kas, Rocky, Faith, Dew"
blocks.0.ff_or_moe,91,0.3007,0.2740,"can, Jay, post, Cal, decided, Jeff, music, der, Rem, Lim, she, known, Ice, Mission, minor, omer, unk, nik, Jor, Drum"
blocks.0.ff_or_moe,92,0.4353,0.2423,"mar, As, Bas, defeated, Ell, hor, Off, seeing, frequent, serve, cast, effects, crowned, rico, Compos, graduating, throne, Hatter, defeating, cheek"
blocks.0.ff_or_moe,93,0.2324,0.3706,"In, for, For, f, One, He, An, When, standard, During, This, Several, His, Other, Roger, Three, Like, With, Con, The"
blocks.0.ff_or_moe,94,0.5544,0.2528,"Donald, fear, broad, Cos, Seth, drew, Craig, sought, Ji, Geoff, Ble, leaf, Tran, Roth, Tow, extending, Hou, attracted, Lindsay, Pere"
blocks.0.ff_or_moe,95,0.2988,0.2803,"C, American, Er, 7, hom, Os, board, Mr, Christ, newly, Cat, Oh, tel, Europe, Comp, Sound, Jordan, America, Hunter, Nicholas"
blocks.0.ff_or_moe,96,0.2244,0.2638,"F, H, River, ros, Douglas, Ir, source, stopped, briefly, ree, turned, deliver, heated, adjacent, knocking, S, hangar, G, D, again"
blocks.0.ff_or_moe,97,0.3227,0.2664,"Home, So, Union, st, Bos, Duke, ity, Mart, Royal, video, ally, If, Lit, began, whether, lives, Bren, Tina, Boys, Entertainment"
blocks.0.ff_or_moe,98,0.3987,0.2435,"fl, ight, pot, ative, ability, modern, my, lying, woman, unable, touch, Besides, ately, boom, Flag, tension, sleep, personality, traveled, way"
blocks.0.ff_or_moe,99,0.3704,0.2561,"Am, Mid, She, Red, Her, runs, Cher, Fab, pack, pin, Los, However, Swe, Clay, couple, daily, sugar, Fleet, Steam, Mort"
blocks.0.ff_or_moe,100,0.2849,0.2692,"to, o, Jun, eng, gave, comp, re, now, ti, ion, rid, Herman, commonly, adapted, ū, ao, admitted, ha, onwards, lightly"
blocks.0.ff_or_moe,101,0.4007,0.2395,"., win, approximately, Ford, fell, victory, ox, seed, Liverpool, Techn, Vent, mechanical, aling, ising, rode, Prime, ise, vid, fundamental, izing"
blocks.0.ff_or_moe,102,0.3882,0.2697,"j, had, appeared, ry, ated, enough, wrote, applied, Joan, Dul, relationship, cler, Allan, pictures, notes, Nature, walked, truly, appear, org"
blocks.0.ff_or_moe,103,0.2160,0.2948,"film, Bl, Ste, while, band, or, non, ler, Hay, back, movie, year, Earth, word, States, parents, ling, Ras, ville, threat"
blocks.0.ff_or_moe,104,0.3516,0.2887,"Alex, command, block, ay, Ed, take, ba, ),, ka, ni, aj, des, fit, naval, ena, Shad, ene, conflict, Sche, obtain"
blocks.0.ff_or_moe,105,0.3815,0.2442,"original, an, hard, Mol, Lat, enter, effective, Gh, perform, birth, Warner, Port, badly, strict, Tart, Minister, Imag, agreeing, praise, tens"
blocks.0.ff_or_moe,106,0.3579,0.2634,"road, Tur, physical, Ian, off, Japanese, capital, cy, sex, final, Kid, greatest, enn, smaller, kil, Alt, Holy, Human, bay, Pont"
blocks.0.ff_or_moe,107,0.4143,0.2233,"as, ul, Ken, Amy, Beck, Sor, Det, Thorn, ms, minority, icon, PR, GA, Sullivan, Baker, ency, Russ, balance, ishing, Maryland"
blocks.0.ff_or_moe,108,0.1399,0.4373,"the, it, they, he, there, meet, his, these, their, its, this, trust, she, a, some, N, both, those, many, them"
blocks.0.ff_or_moe,109,0.2756,0.2593,"Z, z, end, six, World, long, har, Spanish, collection, ase, transfer, armed, aut, ben, Sat, Jimmy, Round, Shar, zo, Luc"
blocks.0.ff_or_moe,110,0.4172,0.2750,"Sel, Lo, imp, Dev, shot, motion, Wol, Pac, ver, Hugh, Pres, Vin, fuel, Que, Raw, Say, Et, machine, Dist, ters"
blocks.0.ff_or_moe,111,0.2582,0.2577,"Richard, Ph, Alexander, range, University, forced, he, Larry, hold, ano, up, ending, compared, how, rule, Lil, native, vor, After, showed"
blocks.0.ff_or_moe,112,0.2615,0.2941,"Sh, cl, di, car, game, made, great, plot, critical, Lewis, cur, amp, Vo, FA, hol, lap, Model, ass, alongside, Len"
blocks.0.ff_or_moe,113,0.3350,0.2652,"Ham, Although, performance, en, good, England, Wolf, debut, First, Bath, destroyed, Alice, pitch, kill, experience, Bag, Game, tracks, write, Break"
blocks.0.ff_or_moe,114,0.2544,0.2672,"bar, main, musical, law, 2, March, Army, Dis, flight, major, February, Federal, Just, proved, January, elected, place, formation, states, available"
blocks.0.ff_or_moe,115,0.4123,0.2642,"John, with, Wil, gu, Jonathan, Greg, certain, organized, Anderson, Robbie, Nigel, Trevor, artwork, bordered, impressed, scaled, bankrupt, organised, jo, termed"
blocks.0.ff_or_moe,116,0.4002,0.2806,"Ch, ol, George, produced, Hen, Small, pilot, sim, sports, thick, Asia, Squ, bottom, Chan, selection, delivery, Wool, product, RI, demo"
blocks.0.ff_or_moe,117,0.3024,0.2805,"Y, Co, Bu, Stan, ga, selected, Act, twenty, Williams, Christian, even, extra, Samuel, Ny, Far, Brian, Le, Gri, Fore, Lawrence"
blocks.0.ff_or_moe,118,0.3491,0.2900,"Qu, family, Martin, body, Sp, Je, From, won, Neil, Por, Jam, warm, Light, chose, Karl, Beth, chosen, entry, Sis, Cole"
blocks.0.ff_or_moe,119,0.2736,0.2622,"Ter, Re, required, Water, office, New, host, Hun, thought, heavily, order, ass, leaves, present, ned, Wing, Know, east, estimated, MI"
blocks.0.ff_or_moe,120,0.3932,0.2726,"their, ics, Hom, piece, female, Main, presented, int, Miami, rich, Indiana, landed, Many, Tra, Coast, surprise, Come, Through, FO, Football"
blocks.0.ff_or_moe,121,0.4404,0.2383,"European, commercial, strike, ign, football, numbers, scale, Sus, foundation, learning, nor, itar, Wilhelm, attend, ties, termin, avel, pull, Led, protective"
blocks.0.ff_or_moe,122,0.3433,0.2575,"against, x, Mike, division, set, surface, Cup, bear, ill, closed, lip, transport, oon, find, shortly, ump, bond, representative, flesh, emergency"
blocks.0.ff_or_moe,123,0.4261,0.2623,"White, ge, male, beat, Ryan, impact, focus, True, ander, Short, create, female, worth, Weekly, rust, blues, beaten, suddenly, Greatest, ads"
blocks.0.ff_or_moe,124,0.3196,0.2630,"test, —, created, p, ), using, por, Mack, look, fruit, ines, ram, Town, ps, ily, Mut, zz, Diego, Garden, ces"
blocks.0.ff_or_moe,125,0.4024,0.2831,"The, il, Mat, Adam, Jan, Gl, Lee, dark, Alfred, Kal, Terry, represented, Set, Robin, Pedro, Blo, Kyle, Cho, Originally, Stefan"
blocks.0.ff_or_moe,126,0.2770,0.2554,"Com, popular, ation, en, score, draft, Ele, market, q, ie, fact, Wilson, rot, island, Upon, chain, end, main, idea, earth"
blocks.0.ff_or_moe,127,0.4314,0.2430,"Pr, found, Da, Bus, Despite, Death, reduced, Malcolm, coal, Adrian, Mot, mature, mi, mod, Michelle, weak, Baby, mp, Expl, ening"
blocks.0.ff_or_moe,128,0.3670,0.2499,"is, et, West, ins, Tal, promoted, sister, lies, exposed, Kath, charges, verse, contracted, Tip, begins, symbol, situation, cm, scrap, successor"
blocks.0.ff_or_moe,129,0.3687,0.2532,"St, H, author, Pink, access, Gra, narrow, Sean, south, spring, Olympic, unknown, Lucas, Sale, quar, Griffith, Space, apparent, street, Shah"
blocks.0.ff_or_moe,130,0.3483,0.2467,"Man, military, cr, Sand, small, Kim, oy, relief, Fall, uk, sequence, print, corner, wanted, coup, important, rig, Barnes, Winter, Kum"
blocks.0.ff_or_moe,131,0.3232,0.2902,"S, Bill, her, Ra, Ge, Hal, Walter, She, century, Dog, internal, br, hu, studied, Front, ski, Kate, Pi, Woody, mur"
blocks.0.ff_or_moe,132,0.3800,0.2712,"El, ab, Mur, Key, pol, low, ica, Met, Ward, Morris, aer, Rio, ruling, Mann, assembly, Ti, treatment, SA, Lap, Fan"
blocks.0.ff_or_moe,133,0.3930,0.2711,"str, ong, Cur, view, ban, su, sil, Tang, ail, Each, upon, platform, primary, measures, loc, ora, š, offering, CC, ener"
blocks.0.ff_or_moe,134,0.2855,0.2694,"Ar, group, bi, position, area, Two, Kent, Bro, feature, motor, Northern, Bet, give, fly, dom, start, Fox, ons, resulting, gain"
blocks.0.ff_or_moe,135,0.3651,0.2552,"Hel, Cor, Ram, metal, left, Ve, yl, Rain, Both, Kil, Bab, Owen, Ari, pt, able, 100, Meanwhile, hope, Lind, Nat"
blocks.0.ff_or_moe,136,0.4380,0.2767,"round, 200, Ros, 2000, 2006, total, 2005, cer, 2007, 400, 2012, 2004, larger, 2001, 2003, 2011, planning, 2010, rail, 1992"
blocks.0.ff_or_moe,137,0.3296,0.2619,"Se, ok, ig, ton, Jon, wing, increased, East, es, down, rus, Sugar, 00, Oct, Cot, policy, roads, BL, CE, key"
blocks.0.ff_or_moe,138,0.4019,0.2803,"came, Ap, advanced, ru, Maria, ave, ug, specific, ama, Kap, Win, Vic, content, ula, hang, ang, â, improve, aded, ush"
blocks.0.ff_or_moe,139,0.3283,0.2344,"mo, put, cal, Indian, New, "",, Buck, Life, script, Rich, flu, ,"", carbon, bodies, critics, McL, jun, Vice, sick, est"
blocks.0.ff_or_moe,140,0.1095,0.4242,"N, the, from, Any, The, these, this, it, his, a, G, its, M, their, I, those, both, H, T, various"
blocks.0.ff_or_moe,141,0.3966,0.2592,"Ul, ae, Son, radio, ward, Top, ark, let, Wells, Newport, Three, gal, Som, chart, Row, Scar, opposite, recommended, retired, Another"
blocks.0.ff_or_moe,142,0.2943,0.2534,"u, Jo, ast, al, Four, ence, Gam, individual, rad, well, force, Liz, Rid, chief, rare, involved, Metro, next, Ach, Fir"
blocks.0.ff_or_moe,143,0.2751,0.2696,"David, Kar, Han, re, included, middle, not, bre, letter, ships, accepted, During, dedicated, directly, anger, Gerald, fo, ways, awarded, kar"
blocks.0.ff_or_moe,144,0.3897,0.2702,"hit, fe, goal, Old, Bul, career, ille, rated, Elizabeth, tie, Valley, low, born, oud, Flying, Barber, ido, newspaper, Fantasy, Om"
blocks.0.ff_or_moe,145,0.3850,0.2579,"Mas, ser, split, ank, further, bow, Lan, foot, pressure, Milton, closely, Class, ull, something, coastal, Brother, piano, Food, basis, know"
blocks.0.ff_or_moe,146,0.3567,0.2651,"Paul, which, Mal, service, tail, Fred, sy, services, Club, Todd, Bra, camp, Hi, Mand, Cer, rie, Hag, Rab, mini, ford"
blocks.0.ff_or_moe,147,0.3354,0.2590,"ro, current, future, 20, Philip, Not, 50, ating, northern, dating, dry, Sul, Chang, assault, they, pres, Pom, Hunt, Kul, repair"
blocks.0.ff_or_moe,148,0.3336,0.2482,"V, –, has, events, stars, Brand, oz, Pers, operate, Sle, hood, playing, aves, Scotland, ety, wise, ."", Aren, bled, Eventually"
blocks.0.ff_or_moe,149,0.2662,0.2809,"team, show, run, pop, Sw, al, almost, Clark, heart, Fort, lost, stop, match, Pete, least, capture, fight, partially, strip, salt"
blocks.0.ff_or_moe,150,0.2330,0.2894,"French, pl, two, story, local, Ash, German, political, success, prim, English, short, Japanese, plans, reaction, Spirit, love, Order, deb, difficult"
blocks.0.ff_or_moe,151,0.3693,0.2825,"si, Bre, Don, da, ata, every, Maj, Time, believed, ral, thought, filled, Prior, important, granted, plays, quite, ayed, Hin, elle"
