layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,30,0.2959,0.2428,"Hy, published, Clinton, Sl, res, rule, more, com, try, ase, much, virtual, Ari, upon, beyond, jack, cash, org, seriously, Shaw"
blocks.0.ff_or_moe,31,0.0891,0.2975,"-, profile, ‐, –, ,, partisan, and, ', ’, /, ., of, to, time, American, that, "", (, --, group"
blocks.0.ff_or_moe,32,0.3429,0.2733,"V, Pl, hot, paper, National, Pop, Arch, mill, Dream, potential, commercial, prior, solid, ON, Gun, hum, BY, +, Ok, Gener"
blocks.0.ff_or_moe,33,0.2905,0.2772,"no, he, God, white, Bob, Ko, voice, rest, ive, senior, above, En, Los, ny, Neil, Jared, criminal, owner, absent, Islam"
blocks.0.ff_or_moe,34,0.0657,0.3612,"with, bers, ament, ously, ibly, when, With, The, without, ingly, in, ., because, ,, to, from, not, after, a, between"
blocks.0.ff_or_moe,35,0.3861,0.2792,"Th, Par, Col, At, South, West, defense, Cro, Dem, bas, Ay, Pos, Lev, Miss, Hel, Ali, East, Kel, ish, Hard"
blocks.0.ff_or_moe,36,0.2650,0.2799,"R, them, us, ex, project, force, ts, exchange, ically, ites, themselves, schedule, beating, care, ourselves, Lie, abs, me, yourself, aps"
blocks.0.ff_or_moe,37,0.2812,0.2954,"The, J, Dr, As, Cap, Super, Chris, City, While, Dis, inter, Scott, determined, Rud, many, Mad, Drew, hidden, Your, Using"
blocks.0.ff_or_moe,38,0.2217,0.2809,"you, You, features, benefit, YOU, dial, places, doctor, impact, pip, compliment, with, in, lord, adjacent, to, ideally, athlete, adventure, we"
blocks.0.ff_or_moe,39,0.3139,0.2809,"cut, James, om, domestic, boy, White, high, Peter, boot, federal, fold, Sk, cold, material, sed, fully, break, load, supply, Doc"
blocks.0.ff_or_moe,40,0.4852,0.2372,"statement, Hell, resolution, Run, Emer, depth, rum, formal, Copyright, Match, lam, icing, ral, currently, closest, Review, ude, Criminal, manual, ka"
blocks.0.ff_or_moe,41,0.2626,0.4383,"in, and, (, or, that, but, who, with, ,, -, ., of, to, I, a, is, for, In, which, the"
blocks.0.ff_or_moe,42,0.3188,0.3739,"four, five, six, hit, three, eight, character, week, year, round, seven, nine, ma, Alex, Def, points, month, Main, dropped, season"
blocks.0.ff_or_moe,43,0.1625,0.3882,"no, a, No, -, of, to, in, ,, not, A, with, for, and, far, ., In, nothing, very, as, ’"
blocks.0.ff_or_moe,44,0.3649,0.2994,"from, into, re, fighting, From, yo, ban, representing, escape, ives, clip, uses, Dug, Into, alter, powder, Stories, chant, Lives, reput"
blocks.0.ff_or_moe,45,0.1747,0.4549,"an, some, a, any, various, something, another, advanced, many, all, several, multiple, anything, one, someone, the, numerous, this, every, two"
blocks.0.ff_or_moe,46,0.3912,0.2916,"ad, reg, Ag, Vol, Sim, Hong, equ, on, bank, Il, tur, Son, vil, WH, Ri, split, cru, Clark, Ill, ib"
blocks.0.ff_or_moe,47,0.3062,0.2805,"find, full, App, fly, they, fill, using, carry, brief, print, Jar, calling, do, laid, conduct, taken, false, accept, After, tab"
blocks.0.ff_or_moe,48,0.1892,0.4262,"and, &, but, or, is, And, ’, who, (, will, -, ., in, ', “, to, has, as, /, was"
blocks.0.ff_or_moe,49,0.1729,0.3049,"program, ant, W, Google, class, E, ance, IS, e, card, er, py, Power, f, board, id, They, His, ‘, ET"
blocks.0.ff_or_moe,50,0.4248,0.2762,"country, safety, push, network, club, Rev, peace, goal, nation, league, crowd, Belt, inst, operation, tackle, Northeast, platform, UE, Vice, Control"
blocks.0.ff_or_moe,51,0.2336,0.4206,"of, a, ,, to, -, ., for, is, in, A, and, with, —, has, was, It, ', who, The, can"
blocks.0.ff_or_moe,52,0.4345,0.2476,"–, MS, science, craft, career, bond, sold, rich, UC, plain, buzz, cant, Mario, pole, EV, neck, contr, Hein, song, Lion"
blocks.0.ff_or_moe,53,0.2990,0.2685,"man, f, cross, og, concept, men, Roger, woman, nic, BB, ni, person, consider, Hillary, ever, World, Toronto, click, patient, scores"
blocks.0.ff_or_moe,54,0.3819,0.2763,"Tom, Ver, Ter, its, Gam, Rad, Pur, mer, TV, Leon, Roy, mar, ow, Brown, Mount, Dor, Fre, ke, Fat, count"
blocks.0.ff_or_moe,55,0.4991,0.2374,"Mas, Isa, Air, Love, ick, Will, GB, aqu, casual, Natural, ape, ding, ose, Ces, (., turning, included, Kro, rose, scri"
blocks.0.ff_or_moe,56,0.2544,0.3070,"D, He, g, Be, An, p, Fe, Pan, At, Out, She, So, These, His, Before, Anne, Best, En, pig, Find"
blocks.0.ff_or_moe,57,0.3639,0.2708,"po, executive, |, Team, sent, sh, fat, center, court, fin, bal, gy, sand, ping, graphic, March, dive, Access, coast, fashion"
blocks.0.ff_or_moe,58,0.3230,0.2721,"from, into, sample, stand, using, these, Those, replace, stars, uses, away, Mix, advantage, revealed, hardware, losing, Believe, Hope, attach, ESS"
blocks.0.ff_or_moe,59,0.2750,0.2791,"right, super, heart, go, pay, Bell, Gr, par, Blue, counter, street, DC, Ze, space, power, Turn, custom, demand, Bow, training"
blocks.0.ff_or_moe,60,0.2259,0.2771,"movement, current, cap, bl, due, lay, active, head, complete, built, offensive, small, known, based, plate, firm, –, religious, every, quite"
blocks.0.ff_or_moe,61,0.4771,0.2828,"technology, Ben, lit, Hu, Tech, gu, Lin, Nat, Full, che, Matt, forced, Bol, Solid, Ez, Math, crude, Have, Chamber, Name"
blocks.0.ff_or_moe,62,0.3459,0.3169,"To, ate, ;, ized, ise, ates, between, ated, ize, es, poly, Show, ised, izing, ail, enced, oring, put, protect, ating"
blocks.0.ff_or_moe,63,0.1897,0.3012,"Car, Ro, L, Ne, Har, local, bad, Ty, …, King, Rose, High, two, Under, Chinese, all, fun, great, something, ten"
blocks.0.ff_or_moe,64,0.2249,0.2793,"game, water, your, near, ro, only, Pol, just, special, story, enough, ,”, Lar, rem, multiple, joint, cum, pon, Fort, remote"
blocks.0.ff_or_moe,65,0.4304,0.3332,"she, her, She, Her, won, Ms, Fun, woman, Anna, herself, Ruby, Sor, Mrs, Blake, Weiss, Yang, Maria, Amber, Reuters, Matthew"
blocks.0.ff_or_moe,66,0.1606,0.3959,"of, ar, to, Of, for, -, (, and, at, a, ’, –, is, ', "", or, it, different, the, “"
blocks.0.ff_or_moe,67,0.4949,0.2467,"what, Two, Adam, self, appearance, Fine, skip, bail, crystal, threw, ji, Moody, teaching, nod, deny, Herbert, restore, chet, freak, reset"
blocks.0.ff_or_moe,68,0.3802,0.2597,""", Z, Tim, Can, pr, Good, ""[, Fil, Mis, ID, prof, Mus, Log, ""..., ""., Les, Video, Ven, Prom, Aw"
blocks.0.ff_or_moe,69,0.3864,0.2593,"direct, State, cast, ref, Mil, Bu, Long, Ru, Live, Hand, Dark, Mand, grid, were, net, sur, Lor, gest, Cum, Table"
blocks.0.ff_or_moe,70,0.3237,0.2501,"H, front, ur, Up, However, Court, Young, let, tail, Craig, Radio, plus, Noah, oun, igh, refer, N, Year, professor, mber"
blocks.0.ff_or_moe,71,0.4433,0.2398,":, would, combat, NE, defeat, purchase, AN, exhibit, navigate, could, invest, adjust, benchmark, dominate, wouldn, glitch, conn, stretches, prevents, strengthen"
blocks.0.ff_or_moe,72,0.2301,0.4385,"to, ., for, To, ,, (, of, in, with, is, -, a, —, on, into, an, ', not, before, and"
blocks.0.ff_or_moe,73,0.3643,0.3322,":, ci, EN, Ros, CH, SH, vs, ES, c, Bet, 3D, IN, ival, ER, RA, TS, IC, TER, MAN, AN"
blocks.0.ff_or_moe,74,0.1122,0.4317,"’, Tur, to, of, the, a, “, ,, -, with, ‘, ', ’,, for, after, in, over, like, (, ’."
blocks.0.ff_or_moe,75,0.1767,0.3992,",, (, -, —, “, and, –, --, ., "", .,, in, :, ’, ;, I, with, who, then, to"
blocks.0.ff_or_moe,76,0.0901,0.3706,"as, happens, ., The, a, after, when, to, because, As, during, before, ,, by, memory, One, -, while, business, “"
blocks.0.ff_or_moe,77,0.3166,0.2695,"very, 6, simple, become, easy, opened, Both, 5, nice, ker, distance, For, gig, Sanders, stable, extremely, Maybe, tables, pretty, definite"
blocks.0.ff_or_moe,78,0.2303,0.2565,"map, which, what, des, What, production, still, mark, hero, often, copy, standing, also, born, patch, Re, driven, expected, offered, casting"
blocks.0.ff_or_moe,79,0.4201,0.2577,"Sand, once, track, SO, ane, artificial, mor, Mill, Bos, Box, Bra, ight, object, Som, Poly, Henry, ov, os, seat, Sing"
blocks.0.ff_or_moe,80,0.2511,0.2732,"found, block, show, Steven, out, shows, Congress, SN, available, Sir, Bed, via, {, ies, mob, starting, missed, present, •, under"
blocks.0.ff_or_moe,81,0.3571,0.2607,"ri, se, Des, Art, Sha, way, Dep, contract, always, kick, TL, challenge, cent, nom, wa, Smith, tum, Att, pos, shr"
blocks.0.ff_or_moe,82,0.3002,0.2594,"big, CS, di, here, pet, Earth, hip, join, j, will, giant, agreed, grave, weapon, staff, remain, ij, chapter, brown, crit"
blocks.0.ff_or_moe,83,0.4885,0.2681,"S, Comp, ju, Wil, Pot, Cop, Spe, Mark, Alpha, Ash, Res, Ot, Dol, mul, Non, Kor, sym, serial, Cher, Pax"
blocks.0.ff_or_moe,84,0.1748,0.3961,"public, the, of, ,, to, –, ., ’, still, was, is, that, and, ', for, -, —, 3, 8, now"
blocks.0.ff_or_moe,85,0.3706,0.3360,"who, .”, whose, charged, .', whom, Photos, .’, Could, Money, advertisement, ”., ., ."", Anyone, charging, Who, .’”, unaware, recomm"
blocks.0.ff_or_moe,86,0.4169,0.2544,"when, exp, ical, Rel, Lam, Small, Tam, dist, smooth, software, ily, Modern, comic, Beli, Do, especially, looking, typical, Hold, spy"
blocks.0.ff_or_moe,87,0.4383,0.2524,"trade, El, General, Mac, George, Gre, mic, establishment, Scar, conventional, Dead, lim, Leg, section, mist, Dim, thin, Wy, Christ, Common"
blocks.0.ff_or_moe,88,0.3862,0.2706,"ability, race, Val, Met, win, ble, GM, numbers, ere, own, response, rating, BA, vent, ERA, argument, boss, mot, kes, Nova"
blocks.0.ff_or_moe,89,0.2657,0.2808,"new, sign, sl, property, performance, battle, core, non, quality, area, unit, mission, style, search, surface, hands, Shar, train, latest, arms"
blocks.0.ff_or_moe,90,0.1257,0.3549,"-, id, Sn, is, ids, a, can, ’, has, and, A, in, are, ,, with, –, have, it, ', there"
blocks.0.ff_or_moe,91,0.1212,0.4423,"we, our, We, ore, Our, us, ., -, that, the, ourselves, The, for, who, a, an, to, of, I, ,"
blocks.0.ff_or_moe,92,0.2912,0.2874,"of, side, process, stage, sides, ment, date, panel, generation, direction, Of, phase, Side, layer, cases, Cl, term, volume, length, anniversary"
blocks.0.ff_or_moe,93,0.3007,0.2611,"opening, energy, foreign, ia, student, power, family, eng, prison, created, Donald, years, Prior, contrast, Pas, era, place, decades, changed, felt"
blocks.0.ff_or_moe,94,0.1585,0.2604,"at, by, if, up, Internet, web, live, because, children, foot, Facebook, —, ter, store, unless, brand, strip, ped, media, west"
blocks.0.ff_or_moe,95,0.2856,0.2655,"ly, capital, there, land, br, ous, pan, war, log, Di, Ap, dr, PM, Bel, square, acting, moving, major, problem, twin"
blocks.0.ff_or_moe,96,0.2125,0.4440,"and, but, &, or, -, And, who, is, as, ., to, ,, with, (, which, in, The, of, a, was"
blocks.0.ff_or_moe,97,0.2333,0.2570,"city, most, lead, former, computer, best, event, Sunday, worst, day, Saturday, bear, creation, completed, throw, works, balance, since, night, show"
blocks.0.ff_or_moe,98,0.3808,0.2602,"of, source, ment, Party, exercise, pattern, department, branch, structure, wave, Board, commission, solution, aspect, element, component, chair, Fund, assembly, Commission"
blocks.0.ff_or_moe,99,0.2394,0.2916,"body, released, until, made, Che, but, over, Pet, got, screen, played, taking, been, seen, owned, makes, vice, scar, found, finding"
blocks.0.ff_or_moe,100,0.4372,0.2489,"legal, There, ent, University, Every, Kh, Times, Gi, Inside, Cut, Article, Flo, Editor, Labour, column, Mayor, See, Polit, Republicans, ame"
blocks.0.ff_or_moe,101,0.1825,0.4364,"to, iv, ,, ., -, a, is, —, The, in, of, was, (, very, “, 1, ’, –, ', are"
blocks.0.ff_or_moe,102,0.2369,0.3071,"/, top, at, And, AP, before, Red, mobile, Ray, Bl, went, Us, technical, UT, THE, Dog, Mind, Games, It, Fan"
blocks.0.ff_or_moe,103,0.5388,0.2724,"Boy, started, fa, eli, anne, healthy, lyn, thes, Kid, ez, electro, lee, wer, fairy, roller, ú, wy, Rh, ics, els"
blocks.0.ff_or_moe,104,0.3489,0.2584,"2013, Cl, Mal, John, Jo, 2015, 2012, ar, 2009, 2014, 2010, 2011, 2016, 2008, off, Gl, d, might, 2017, image"
blocks.0.ff_or_moe,105,0.1807,0.3002,"during, am, but, said, ist, market, wh, she, Per, ary, he, ug, players, ic, sal, did, health, ay, ch, ism"
blocks.0.ff_or_moe,106,0.0905,0.3838,"it, It, of, ., -, Dent, for, (, itive, and, This, that, "", —, “, ', there, to, rather, $"
blocks.0.ff_or_moe,107,0.5139,0.2677,"than, Fl, complex, powerful, Eric, MR, debate, complicated, Ton, precise, severe, toxic, Jew, diverse, approximately, newsletters, accurate, pronounced, enact, potent"
blocks.0.ff_or_moe,108,0.1483,0.2807,"about, or, form, post, has, o, One, oc, pe, him, ed, ge, ster, per, os, suit, effect, office, claims, reform"
blocks.0.ff_or_moe,109,0.4505,0.2751,"oil, Med, death, CR, arch, Dist, Baby, youth, Sid, ming, Gray, ra, imp, nt, ery, vers, station, MB, Soul, Parr"
blocks.0.ff_or_moe,110,0.1807,0.4502,"the, this, The, a, ., their, that, its, to, these, those, our, his, it, ,, -, of, for, some, about"
blocks.0.ff_or_moe,111,0.3010,0.2873,"open, people, police, minute, fe, sales, jobs, workers, self, Are, manufacturing, coup, Democrats, still, showed, restricted, Way, mean, sharing, humans"
blocks.0.ff_or_moe,112,0.4220,0.0000,"1, 3, 7, 5, 12, 4, 2, 8, 6, 15, 30, 25, 16, 11, 20, 9, 14, 22, 10, 17"
blocks.0.ff_or_moe,113,0.3424,0.2846,"buy, est, Win, cat, design, Del, Den, ide, fight, gold, Au, link, lower, Wel, Justin, Ry, pun, last, att, several"
blocks.0.ff_or_moe,114,0.4315,0.2557,"important, Just, Wh, van, African, Af, ground, Rot, sha, yet, Jean, poster, seam, Stre, ath, Kin, evidence, Lt, Liber, vital"
blocks.0.ff_or_moe,115,0.2404,0.4352,"', "", the, that, of, ’, to, in, ., and, a, The, more, --, (, ,, for, who, -, this"
blocks.0.ff_or_moe,116,0.2356,0.4377,"a, is, -, to, of, for, in, ,, was, A, has, ., ', The, have, are, I, :, from, will"
blocks.0.ff_or_moe,117,0.3539,0.2812,"(, De, European, Ad, Class, Reg, function, Home, Far, Fin, Vi, Sar, Bit, (“, `, Serge, (@, Jab, Wo, ("""
blocks.0.ff_or_moe,118,0.5065,0.2561,"-, ef, tru, flu, estate, carb, Tren, fir, quel, ‑, 0100, prem, fect, (“, Beir, Single, ‐, preh, ­, ternal"
blocks.0.ff_or_moe,119,0.1916,0.2793,"level, cost, type, how, economic, people, heavy, other, op, our, UK, author, Fox, bur, Green, US, those, Indian, whether, sexual"
blocks.0.ff_or_moe,120,0.3273,0.2852,"action, .”, trans, &, ic, IP, ”, DO, min, settlement, English, ice, actions, nuclear, knowledge, doi, mini, flood, max, dangerous"
blocks.0.ff_or_moe,121,0.3105,0.2727,"House, pl, which, national, Az, ], Prince, Union, ud, share, Jud, Rest, d, FO, expressed, Gol, bit, uss, Kind, continued"
blocks.0.ff_or_moe,122,0.5123,0.2884,"total, unt, Bor, dark, Aut, stat, Cer, Kir, Tra, PE, Expl, Cos, Script, award, animal, Bot, Sop, dat, Kle, guest"
blocks.0.ff_or_moe,123,0.4522,0.2544,"Q, Ball, double, Sc, Ban, cro, Vo, playing, moon, historical, TB, FF, Democratic, Keep, HA, Tw, Wyn, mix, pressing, foul"
blocks.0.ff_or_moe,124,0.1849,0.3571,"through, with, across, against, Christian, between, outside, because, along, inside, without, while, down, away, .[, from, into, contact, worth, appeared"
blocks.0.ff_or_moe,125,0.1999,0.4701,",, —, -, (, –, ., --, and, :, is, in, ;, I, to, .,, …, "", with, of, ..."
blocks.0.ff_or_moe,126,0.4509,0.2587,"Sab, comp, master, ev, inf, Martin, California, Fo, FE, CP, epic, keeping, reached, bel, trump, neuro, tend, BBC, den, Warren"
blocks.0.ff_or_moe,127,0.2013,0.4203,"that, -, ., who, to, (, a, this, of, and, in, ,, the, The, time, which, A, is, That, not"
blocks.0.ff_or_moe,128,0.2851,0.2643,"made, p, Real, s, face, te, ce, save, crack, Det, sing, spirit, g, ses, nes, None, IF, Alt, fear, rim"
blocks.0.ff_or_moe,129,0.0761,0.2907,"time, down, base, money, practice, express, point, Kat, gay, choose, transform, bases, Time, that, a, in, with, more, “, experience"
blocks.0.ff_or_moe,130,0.5877,0.2832,"str, dec, Juli, VO, Tre, Lex, Quarter, Bun, Lem, hal, Ful, Rob, Bomb, Ki, Deut, Boo, Vers, Brid, Character, Sil"
blocks.0.ff_or_moe,131,0.3335,0.2775,"m, del, av, Add, al, global, ine, Core, cal, Hor, OT, Has, Cat, oph, val, Oh, aw, added, Dou, IV"
blocks.0.ff_or_moe,132,0.2009,0.4217,"., ,, -, (, ;, —, :, .[, that, in, !, ."", to, and, --, –, ?, .”, of, is"
blocks.0.ff_or_moe,133,0.3731,0.2886,"art, gr, Mor, mass, Hall, model, slow, flash, ship, ec, Por, syn, player, cont, Edit, comb, cul, fund, proper, sy"
blocks.0.ff_or_moe,134,0.4237,0.2521,"ind, comm, gl, according, getting, Hem, Tar, brought, thr, blind, family, serving, limited, Tap, stim, dry, annual, Stem, lat, rack"
blocks.0.ff_or_moe,135,0.2834,0.2964,"G, Ar, Ma, St, work, rock, working, st, Ga, Pu, ve, fur, Ul, gang, hy, Jay, Hen, Kar, Little, house"
blocks.0.ff_or_moe,136,0.2640,0.3072,"his, said, Am, called, told, they, described, soft, he, reports, Gaz, records, claimed, asked, paid, burn, times, admitted, appear, warned"
blocks.0.ff_or_moe,137,0.2341,0.4464,",, (, and, —, to, -, in, of, ., –, with, :, is, was, I, a, who, --, ;, """
blocks.0.ff_or_moe,138,0.2239,0.4241,"A, a, who, "", ', to, in, The, ,, ., -, In, I, of, and, (, As, It, is, An"
blocks.0.ff_or_moe,139,0.0957,0.3483,"(, not, Windows, The, never, no, the, ,, in, of, [, function, very, ., a, ((, for, more, an, to"
blocks.0.ff_or_moe,140,0.4214,0.2506,"Tri, Western, Cam, Sol, TC, Tem, Frank, Ron, enc, progress, bulk, sweet, extra, Elect, Mont, Hab, early, Stan, hospital, again"
blocks.0.ff_or_moe,141,0.1517,0.3003,"as, gender, opposite, Mass, perfectly, with, same, happens, going, incapable, without, alongside, instead, very, after, confidential, better, lo, who, right"
blocks.0.ff_or_moe,142,0.1630,0.3990,",, to, a, the, w, everything, that, in, very, -, this, an, A, with, —, The, (, it, –, will"
blocks.0.ff_or_moe,143,0.1993,0.2716,"have, offer, require, spend, provide, agree, love, repeat, suggest, worry, arrive, involve, merely, are, ., M, of, adopt, A, give"
blocks.0.ff_or_moe,144,0.3970,0.2720,"@, held, business, RO, similar, below, closed, mil, drawing, strike, ticket, mountain, chart, Abr, Similar, clearly, bio, starts, ech, continues"
blocks.0.ff_or_moe,145,0.3424,0.3183,"The, As, After, Also, There, While, Unfortunately, Recent, Police, This, Although, It, In, Interestingly, According, that, Except, Investigators, Officers, When"
blocks.0.ff_or_moe,146,0.3564,0.2719,"team, Back, personal, Po, ),, sk, Bas, Pa, Open, i, Sa, Pin, )., Div, Row, bench, Another, Lab, Campaign, expansion"
blocks.0.ff_or_moe,147,0.3214,0.2812,"could, _, Lo, char, <, Not, en, skin, mode, gen, ­, ron, vi, }, blow, inal, activity, ges, ons, WE"
blocks.0.ff_or_moe,148,0.4641,0.2615,"Ant, Bruce, ai, gar, say, launch, Mod, rant, leads, OF, ld, imp, Marin, Aff, Direct, runner, audit, expert, turned, pend"
blocks.0.ff_or_moe,149,0.1388,0.3671,"in, on, crop, In, -, membership, ., factory, for, of, with, ,, and, to, as, at, during, that, ins, is"
blocks.0.ff_or_moe,150,0.4145,0.4376,"more, less, better, greater, bigger, further, developed, faster, easier, deeper, larger, higher, stronger, dri, worse, longer, fewer, smaller, harder, additional"
blocks.0.ff_or_moe,151,0.4536,0.2545,"role, order, events, mon, Motor, administration, Jane, pi, Standard, Indiana, ms, valid, itan, convention, isman, lif, Concord, commun, jan, oper"
blocks.0.ff_or_moe,152,0.2854,0.2583,"after, free, before, make, upper, such, zero, choice, among, environmental, stretch, rise, Through, ever, Right, aer, binding, adaptation, unto, surplus"
blocks.0.ff_or_moe,153,0.1481,0.3966,"will, won, version, to, of, ,, -, ., the, that, Player, (, and, for, in, The, a, it, from, versions"
blocks.0.ff_or_moe,154,0.3200,0.2718,"by, cover, We, line, Han, told, Express, hel, roll, everything, tells, frame, telling, funding, wise, deck, matters, legitimate, playoff, virtually"
blocks.0.ff_or_moe,155,0.3326,0.2610,"want, support, standard, true, camp, Next, MA, rules, watch, GO, Support, need, press, Cal, GA, bat, PC, competition, Sent, Om"
blocks.0.ff_or_moe,156,0.3322,0.2766,"its, their, his, rel, strong, color, camera, atic, machine, minor, bomb, moral, male, dragon, official, suffer, stake, passage, steam, defence"
blocks.0.ff_or_moe,157,0.4170,0.2666,"both, Ge, w, ak, ut, Da, mal, Fab, Cent, Rap, à, Cho, vis, Regardless, ME, Rip, cm, pp, Pen, uni"
blocks.0.ff_or_moe,158,0.1779,0.3753,",, ut, a, I, to, of, is, the, both, was, in, with, ', ’, an, we, had, has, all, it"
blocks.0.ff_or_moe,159,0.3388,0.2551,"ap, her, mother, motion, Mart, clock, seed, ical, prom, air, systems, assistant, only, ody, pers, ists, utility, Complete, possession, equally"
blocks.0.ff_or_moe,160,0.4113,0.4483,"was, did, came, were, wasn, had, didn, saw, went, began, took, happened, became, showed, landed, occurred, started, appeared, got, Was"
blocks.0.ff_or_moe,161,0.3863,0.0000,""", ', --, ."", He, ,"", ..., "",, ""[, ""., '', ("", ""..., !"", ?"", "":, ..."", ""', ""), .""["
blocks.0.ff_or_moe,162,0.2692,0.2634,"political, “, Ser, ‘, --, EC, People, approach, tool, Sup, don, Jerry, pic, believe, prospect, st, Cell, deputy, “…, why"
blocks.0.ff_or_moe,163,0.2607,0.2758,"M, release, related, Fer, news, ang, fi, co, vision, per, cable, ca, ),, lin, Group, winning, controlled, scale, ali, helped"
blocks.0.ff_or_moe,164,0.1963,0.3011,"les, app, over, back, 4, ball, ling, le, value, match, case, initial, Apple, shell, motor, required, check, left, On, wire"
blocks.0.ff_or_moe,165,0.4892,0.2393,"sp, Ed, sem, Select, Ken, William, Pic, cause, Wayne, ence, las, weight, rar, FD, nan, mart, retrospect, Individual, butter, Aren"
blocks.0.ff_or_moe,166,0.1960,0.0000,"L, T, P, B, life, ), F, R, X, S, A, D, G, V, *, W, E, C, .), N"
