layer,expert_id,Internal_Cohesion,External_Purity,tokens
blocks.0.ff_or_moe,52,0.3514,0.3113,"have, get, act, make, cause, go, find, follow, enter, bring, die, ign, do, walk, hold, carry, establish, exist, contain, convert"
blocks.0.ff_or_moe,53,0.1309,0.4179,"the, a, it, their, his, The, one, its, ., this, these, some, both, her, F, that, God, with, those, in"
blocks.0.ff_or_moe,54,0.3338,0.2702,"Tim, Charles, full, spent, Harry, available, Tre, Ol, d, foreign, prior, Ann, ahead, throughout, Card, arch, Had, Dun, Corn, Jersey"
blocks.0.ff_or_moe,55,0.2813,0.2685,"Sch, pro, Sar, ur, will, au, may, must, Bob, could, Wolf, would, king, might, since, process, take, Hunter, Rich, Bry"
blocks.0.ff_or_moe,56,0.3310,0.2968,"Ko, We, us, Max, who, Mi, Ay, storm, Brand, Por, Sou, Au, Roger, ind, tre, men, Smo, ham, Off, og"
blocks.0.ff_or_moe,57,0.1364,0.3651,",, Australia, the, a, The, al, es, that, and, his, -, "",, such, to, in, ', as, was, ., who"
blocks.0.ff_or_moe,58,0.1051,0.4345,",, the, ., his, a, ;, was, and, "",, one, The, —, that, 6, such, ),, -, or, ,"", He"
blocks.0.ff_or_moe,59,0.3543,0.2664,"Sa, Wood, Two, blood, Sab, ret, pe, critical, si, hol, Berg, hel, visual, ca, fin, ok, bet, tow, ger, split"
blocks.0.ff_or_moe,60,0.3585,0.2786,"has, have, political, government, mar, bill, Br, Din, Sor, Av, continues, Randy, learning, holds, god, mag, federal, blind, Od, sac"
blocks.0.ff_or_moe,61,0.1981,0.3025,"P, ol, A, large, text, Con, ra, Old, Di, Japanese, An, Kent, heavy, National, fr, cre, entire, par, ae, Ele"
blocks.0.ff_or_moe,62,0.2635,0.2504,"added, su, no, id, fair, Asia, reduced, far, pa, environmental, response, Sag, contr, formerly, air, ab, dis, amph, ter, increased"
blocks.0.ff_or_moe,63,0.2938,0.2933,"Sam, Mon, Ber, light, /, str, capital, support, Bor, Dor, fall, advance, im, Mik, Dur, Santa, Sex, pur, tal, heavily"
blocks.0.ff_or_moe,64,0.3367,0.2783,"at, called, Cup, For, assigned, again, stopped, destroyed, steep, intermediate, Kron, cope, sending, At, All, amed, measured, anchored, Shane, lowered"
blocks.0.ff_or_moe,65,0.3508,0.2616,"island, life, service, che, m, leader, entry, Road, arc, comm, section, belt, Has, Hes, myth, Simpson, Lincoln, appearing, Bishop, Beth"
blocks.0.ff_or_moe,66,0.1001,0.3864,"to, trun, and, into, To, for, as, towards, was, not, with, in, against, is, when, or, onto, but, back, tos"
blocks.0.ff_or_moe,67,0.1583,0.4563,"., ""., ."", ;, )., '., —, ,, and, :, –, -, to, before, that, for, "")., with, or, but"
blocks.0.ff_or_moe,68,0.1802,0.4482,"it, this, its, these, some, no, both, all, any, they, many, their, the, most, either, each, his, them, those, every"
blocks.0.ff_or_moe,69,0.2202,0.2711,"their, its, also, created, ended, ending, took, organ, domestic, other, tax, arms, deck, program, count, man, enough, Watch, retained, critic"
blocks.0.ff_or_moe,70,0.3561,0.2913,"post, Col, Pr, Pe, Sol, Hu, Sto, court, ob, dis, Francis, Im, Run, Tat, Wa, Dow, sel, Pil, Ep, Mis"
blocks.0.ff_or_moe,71,0.1388,0.4426,"a, an, the, another, one, two, his, its, n, part, it, any, The, her, was, several, their, some, something, is"
blocks.0.ff_or_moe,72,0.5058,0.2285,"Ki, Ez, Bin, import, Iw, rather, from, export, ør, Meng, admit, ren, osex, vention, resonance, deaths, radioactive, renewable, accordance, reflection"
blocks.0.ff_or_moe,73,0.2853,0.2435,"central, Hel, ma, up, until, Py, Fran, Buck, 2, Brad, brief, failed, auto, distance, Brun, hem, people, 0, ven, quick"
blocks.0.ff_or_moe,74,0.3759,0.2510,"David, first, Ku, mid, Ka, Ni, Saint, fit, transferred, cond, build, Ford, cool, elect, mark, Than, create, Warner, pret, breeding"
blocks.0.ff_or_moe,75,0.1233,0.3650,"the, with, and, ., was, ,, that, plot, in, had, or, The, to, both, when, recorded, but, 9, at, around"
blocks.0.ff_or_moe,76,0.1559,0.4127,"the, ., ,, that, and, in, was, ', -, ;, The, is, were, to, —, their, game, s, such, which"
blocks.0.ff_or_moe,77,0.3990,0.2433,"over, yet, turned, reached, Dark, deal, Pres, ru, clean, Stre, shear, Haw, ott, voiced, Josh, Dion, Angeles, hear, rose, Japan"
blocks.0.ff_or_moe,78,0.3360,0.2617,"—, r, because, Ak, performance, Hard, way, Part, green, Los, Jason, va, Ric, Nu, Pel, Hank, Evan, Adrian, white, ""'"
blocks.0.ff_or_moe,79,0.2389,0.3031,"after, car, di, mon, space, sw, case, j, Krist, extra, name, version, office, ax, remaining, machine, crew, code, becoming, brain"
blocks.0.ff_or_moe,80,0.2972,0.3027,"played, Gu, extended, playing, sh, mal, gr, fired, move, %, damage, straight, To, experience, league, catch, coach, potential, states, fact"
blocks.0.ff_or_moe,81,0.3424,0.2385,"N, ak, legal, des, there, Ryan, Bi, changes, ano, Ernest, Captain, san, st, probably, arrangements, manifest, HMS, ento, asking, astro"
blocks.0.ff_or_moe,82,0.2409,0.2791,"still, be, considered, single, what, sound, offered, Al, sch, slightly, His, allow, whose, ideal, among, eye, debut, Fear, whether, official"
blocks.0.ff_or_moe,83,0.4086,0.2755,"Black, family, Sel, Prop, bel, Pit, Kre, Lord, q, Mand, important, Lamb, sports, sem, agen, idi, ank, tele, dil, Pacific"
blocks.0.ff_or_moe,84,0.2705,0.2932,"Bal, General, Ab, l, II, San, body, ri, Bol, la, i, u, royal, ity, III, runs, Gy, Pad, Bay, oto"
blocks.0.ff_or_moe,85,0.1516,0.4237,"and, &, or, but, ,, ., (, who, R, f, as, which, U, ', in, —, F, where, "", while"
blocks.0.ff_or_moe,86,0.2978,0.2516,"held, bar, Mas, Dan, Sy, Am, ing, can, stage, lower, controlled, spin, sequence, row, confirmed, hit, finger, immediately, opinion, alien"
blocks.0.ff_or_moe,87,0.3760,0.2535,"found, ate, Str, po, ap, water, loc, cont, tap, lin, tor, narrow, Pap, prim, ec, Jes, Som, oul, expected, Georg"
blocks.0.ff_or_moe,88,0.4017,0.2463,"Paul, normal, ts, fast, according, bro, Jam, helped, Mess, Hans, Human, Charlie, Jacob, bum, birth, ous, sle, yards, determined, Cong"
blocks.0.ff_or_moe,89,0.2428,0.3017,"Du, Pro, Mark, After, mo, end, R, mer, é, stop, against, Ran, young, final, solid, soon, living, seat, platform, boss"
blocks.0.ff_or_moe,90,0.3121,0.3792,"was, had, became, were, began, did, is, took, would, remained, came, has, could, went, started, received, continued, gave, appeared, are"
blocks.0.ff_or_moe,91,0.2828,0.2656,"Mal, public, South, event, Home, Australia, England, cost, though, class, France, gave, Ferguson, summer, Norman, gg, Jackson, particular, mind, tour"
blocks.0.ff_or_moe,92,0.2718,0.2902,"T, Ch, series, Ly, Long, key, Gen, Alex, band, Ap, Ten, book, gold, Vo, London, League, Bat, Martin, Class, Jean"
blocks.0.ff_or_moe,93,0.3044,0.2421,"La, ),, ), decision, press, Be, Com, ark, many, motor, come, express, sick, crew, Sund, Page, exercise, United, instruction, provision"
blocks.0.ff_or_moe,94,0.1558,0.2815,"I, recorded, fl, He, only, X, rest, issued, about, e, y, making, seen, internal, covering, inspired, wife, me, regarded, just"
blocks.0.ff_or_moe,95,0.2492,0.4484,"., ;, with, and, in, )., to, as, the, for, ""., that, or, ', ."", at, a, ,, of, on"
blocks.0.ff_or_moe,96,0.3059,0.2934,"ne, point, Carl, going, got, ag, Did, favorite, clip, Mom, react, ache, deemed, points, sings, to, ad, ro, Paper, talking"
blocks.0.ff_or_moe,97,0.3216,0.2879,"Em, George, Is, Lo, Jack, Min, Big, No, starting, named, beginning, Lim, dedicated, Brian, chief, Gall, heim, ah, Sl, zo"
blocks.0.ff_or_moe,98,0.3247,0.2700,";, red, oil, dropped, inter, closed, evidence, ped, serious, ion, mel, color, skin, alpha, relief, anal, loose, ase, good, ability"
blocks.0.ff_or_moe,99,0.3469,0.2735,"Bro, Pl, building, cast, art, came, Cos, Maj, White, applied, wreck, standing, stor, plays, piece, Sak, Maria, Log, generally, capacity"
blocks.0.ff_or_moe,100,0.3110,0.2826,"Mer, As, Ball, slow, success, than, Sub, Ob, paid, Ry, Cab, rad, Lan, 20, Dig, reaction, attention, responsibility, Both, high"
blocks.0.ff_or_moe,101,0.4097,0.2537,"States, Sand, trial, Cross, background, police, basic, Texas, ities, Kingdom, Nelson, region, health, formal, liquid, Federal, arrived, flood, Mine, related"
blocks.0.ff_or_moe,102,0.3315,0.2656,""",, Me, ex, ,"", ""., ho, dr, ."", "";, ga, characters, information, Vic, European, armed, !"", Fitz, ?"", ..."", ..."
blocks.0.ff_or_moe,103,0.4220,0.2572,"Rock, Vi, Os, presented, complex, ish, Dem, bridge, sur, Sm, Jen, Not, Ward, Mission, Wild, aer, Gan, dock, Billy, Frederick"
blocks.0.ff_or_moe,104,0.3166,0.2749,"co, formed, Kn, Li, ian, en, period, ara, improved, More, ina, fish, bul, ip, ial, supply, closely, une, McCl, derived"
blocks.0.ff_or_moe,105,0.1514,0.2839,"al, De, Par, B, Sc, Christian, P, Ad, Se, um, C, Ron, Lewis, New, St, W, F, help, flat, H"
blocks.0.ff_or_moe,106,0.0637,0.3752,"it, It, premier, was, nobody, part, with, ,, they, one, ., and, at, the, most, its, The, berg, only, in"
blocks.0.ff_or_moe,107,0.2903,0.2638,"John, order, br, interview, death, un, returned, Joseph, promoted, von, recalled, even, went, dated, chose, effort, contact, posted, none, assumed"
blocks.0.ff_or_moe,108,0.3251,0.2804,"h, Te, direct, ful, decided, il, Cow, Master, just, gun, Es, giving, Wind, Eli, song, Soul, You, Rand, Wo, Die"
blocks.0.ff_or_moe,109,0.3038,0.2943,"ic, later, deep, broad, board, we, behind, viewed, coup, principal, check, published, certified, oo, collected, killing, around, worth, quar, join"
blocks.0.ff_or_moe,110,0.1423,0.4375,",, his, the, ., The, ;, and, their, or, a, that, —, :, "",, in, which, of, such, her, An"
blocks.0.ff_or_moe,111,0.3350,0.2781,"out, Bar, Jan, Rad, le, Art, Phil, Pan, les, This, supported, Lady, Bou, Pul, gen, Gam, Ras, ans, Greg, ys"
blocks.0.ff_or_moe,112,0.1967,0.3215,"third, main, second, other, modern, time, most, initial, fourth, former, southern, northern, secondary, various, right, larger, new, western, Af, original"
blocks.0.ff_or_moe,113,0.3032,0.2952,"city, party, town, following, village, Lam, park, Mid, agreed, secret, north, church, movement, Stanley, planning, opposition, road, Ocean, south, prom"
blocks.0.ff_or_moe,114,0.2720,0.3570,"was, were, went, came, had, is, fell, did, became, took, began, would, has, even, remained, received, John, could, wasn, gave"
blocks.0.ff_or_moe,115,0.1713,0.2607,"H, S, Men, Ph, V, v, Super, Cy, 30, sold, let, battle, Port, any, ten, practice, $, 10, hor, 50"
blocks.0.ff_or_moe,116,0.3467,0.2578,"placed, ir, Ga, Horn, Mart, imp, bas, Indian, defensive, 46, Head, organized, year, Paris, rule, Six, West, Florida, Bah, Director"
blocks.0.ff_or_moe,117,0.2836,0.3532,"game, "", song, Time, fun, games, reference, lyrics, songs, ""[, thr, video, "",, drum, phrase, album, music, guitar, references, recurring"
blocks.0.ff_or_moe,118,0.2974,0.2590,"Mc, ground, Mu, min, Bre, ass, ne, species, om, Kal, command, e, joint, Bab, Rid, op, amb, defeated, energy, Lake"
blocks.0.ff_or_moe,119,0.2946,0.3575,"album, work, film, Un, music, episode, release, albums, voice, style, movie, book, band, actor, producer, multi, works, opera, television, films"
blocks.0.ff_or_moe,120,0.2651,0.2678,"ia, I, ), der, Good, Hall, Ross, w, Lang, ata, state, )., business, ks, hearing, presence, Trust, ride, ery, thes"
blocks.0.ff_or_moe,121,0.4534,0.2355,"raised, Tour, put, Ever, need, pain, labor, access, Cere, itt, care, iel, rate, fund, mock, mineral, ence, ances, Indi, Wilkes"
blocks.0.ff_or_moe,122,0.1733,0.3139,"Z, te, re, Bl, Pet, described, turn, son, tr, British, attack, built, wave, wing, use, hair, l, news, dark, American"
blocks.0.ff_or_moe,123,0.1577,0.3974,"on, a, the, an, it, in, only, and, ,, ., upon, E, of, to, at, its, He, during, ons, his"
blocks.0.ff_or_moe,124,0.0435,0.2977,"that, arian, Vaugh, command, One, to, South, those, large, the, what, Gr, Lin, Hy, and, three, such, about, General, St"
blocks.0.ff_or_moe,125,0.0648,0.3230,"of, ment, ity, ments, aspect, was, to, ature, and, they, Joseph, that, time, in, ., is, with, such, or, '"
blocks.0.ff_or_moe,126,0.2286,0.2855,"for, before, radio, block, cl, present, Land, 12, Second, goal, pass, break, Raw, Southern, ly, tie, Five, Constitution, captain, finish"
blocks.0.ff_or_moe,127,0.0962,0.3928,",, the, a, The, his, that, and, was, such, it, "",, —, many, St, ),, their, is, As, ;, her"
blocks.0.ff_or_moe,128,0.2994,0.2645,"Mor, pet, level, shared, would, school, levels, sport, effects, re, majority, day, Finn, Bour, Story, Family, bus, Against, mob, flu"
blocks.0.ff_or_moe,129,0.1729,0.4379,"the, a, his, their, an, its, it, The, this, her, one, that, some, "", many, ,, what, two, both, in"
blocks.0.ff_or_moe,130,0.0832,0.2792,"had, wa, N, believed, graph, fores, was, has, cosmic, held, did, and, but, became, (, ..., W, F, ,, E"
blocks.0.ff_or_moe,131,0.1829,0.3743,"a, ., used, in, of, ,, was, to, with, for, under, ma, were, at, ;, that, as, has, an, making"
blocks.0.ff_or_moe,132,0.1902,0.3159,"flight, great, all, War, fan, long, several, big, aw, list, between, At, pressure, about, ive, children, ("", fight, draw, leaving"
blocks.0.ff_or_moe,133,0.2188,0.3970,"a, was, ., of, ,, an, in, and, is, to, that, under, part, with, or, had, were, has, at, such"
blocks.0.ff_or_moe,134,0.2819,0.2715,"C, Cor, composed, limited, then, mis, Under, commissioned, drug, changed, led, protected, Cru, wrote, accepted, heads, 16, earned, Ronald, bon"
blocks.0.ff_or_moe,135,0.2196,0.4516,",, and, ., ;, "",, (, —, :, in, -, "", ),, ', is, was, of, with, that, ,"", for"
blocks.0.ff_or_moe,136,0.2373,0.2967,"for, out, home, Pat, match, shot, off, Inter, card, wide, chosen, upon, mixed, outs, ring, Government, down, Anti, ipe, threw"
blocks.0.ff_or_moe,137,0.4453,0.2739,"show, Mary, Bow, Cass, Fin, Carol, Fox, fur, Kur, ale, Julian, Rep, Ti, Mort, Grey, Cum, Kurt, Honey, shows, returning"
blocks.0.ff_or_moe,138,0.1566,0.4599,"two, a, three, converted, four, one, moved, six, five, several, another, an, only, ., Two, eight, more, seven, ten, not"
blocks.0.ff_or_moe,139,0.1210,0.4284,",, ., the, —, ;, 25, The, and, her, 6, his, that, in, -, to, with, "",, :, position, which"
blocks.0.ff_or_moe,140,0.3013,0.2492,"F, Har, Ray, God, Gar, Henry, hand, where, Man, kind, Pur, Keith, Bir, transport, night, Gas, civil, Sunday, Bach, Op"
blocks.0.ff_or_moe,141,0.3712,0.2916,"began, sent, directed, established, published, elected, attacked, ver, identified, taking, especially, started, included, web, heading, passing, constructed, executed, defended, compiled"
blocks.0.ff_or_moe,142,0.1959,0.2399,"s, ll, Donnell, ve, hy, Sh, Cre, n, t, d, Rus, m, Poly, Bluff, where, 70s, although, though, received, holds"
blocks.0.ff_or_moe,143,0.0764,0.3593,"Ho, ,, his, "",, the, The, a, arc, la, ., that, -, and, St, ;, :, F, such, A, He"
blocks.0.ff_or_moe,144,0.4077,0.3026,"Sk, Le, sign, selected, Kat, Mun, Fer, Sil, Ash, Kon, Ze, Set, Ari, staff, Gur, Tro, Ell, Bruce, ud, Sign"
blocks.0.ff_or_moe,145,0.1697,0.4280,"the, his, a, The, their, its, this, her, these, it, an, that, both, those, some, what, one, was, all, in"
blocks.0.ff_or_moe,146,0.4386,0.2624,"Louis, including, Sn, Hir, coming, Hil, include, Fa, required, turning, acted, resulting, fought, managed, fil, Patt, defend, instrumental, transitioned, pull"
blocks.0.ff_or_moe,147,0.3401,0.2732,"Or, Lu, Mar, Kar, Pol, Bur, bad, Ca, U, Love, appearance, Lyn, sil, Las, suffered, Say, Rem, gar, Alice, ste"
blocks.0.ff_or_moe,148,0.2688,0.4575,"in, of, on, at, as, during, under, for, to, within, and, with, a, ., after, "", ', In, ,, is"
blocks.0.ff_or_moe,149,0.2851,0.3216,"her, when, she, Matt, while, marriage, Sarah, She, Anne, Tony, shooting, boy, friend, female, meet, Kate, approach, Margaret, woman, save"
blocks.0.ff_or_moe,150,0.2638,0.2646,"away, Mo, J, es, sp, ach, points, Chris, uk, Mad, both, drive, Will, personal, despite, Fire, Les, aut, lay, recommended"
blocks.0.ff_or_moe,151,0.3610,0.2536,"k, Ke, Miller, Dep, US, Hand, this, Center, steam, setting, idea, Corps, operated, Centre, winning, electron, Dre, dual, starred, Anglo"
blocks.0.ff_or_moe,152,0.0803,0.2963,"were, Lit, Union, Spect, icy, was, the, a, dict, are, The, taining, had, have, British, did, :, Tr, began, ."
blocks.0.ff_or_moe,153,0.2925,0.2697,"Re, U, ball, Red, followed, ari, Han, Jer, Sen, Virginia, there, Star, Ju, day, keep, ris, Leon, Bog, Nicholas, Sed"
blocks.0.ff_or_moe,154,0.2759,0.2759,"James, provided, between, During, be, around, ens, Kin, ves, entered, if, ann, without, declared, spr, search, charged, ors, shi, killed"
blocks.0.ff_or_moe,155,0.3241,0.2944,"they, lost, fer, them, Carr, beat, replaced, we, Andy, pol, Ned, thus, losing, embarked, secured, Vice, threatened, defeated, their, Twenty"
blocks.0.ff_or_moe,156,0.3943,0.2938,"introduced, Frank, Mel, Bill, video, Green, Pen, Mur, Bel, Gro, Nick, Jay, Iron, Call, Wall, Ren, Daniel, Ian, Gh, screen"
blocks.0.ff_or_moe,157,0.0507,0.3708,"an, è, Naz, wan, a, benef, was, of, that, ., the, is, in, An, its, another, within, 26, 25, their"
blocks.0.ff_or_moe,158,0.0706,0.3528,"on, He, only, Fre, me, His, attempt, in, trick, with, by, making, rest, just, to, at, about, upon, y, as"
blocks.0.ff_or_moe,159,0.2338,0.2737,"back, German, French, position, off, forced, je, sen, action, Roman, left, English, capture, yard, industrial, attended, contemporary, even, equ, Polish"
blocks.0.ff_or_moe,160,0.4378,0.2577,"one, completed, assist, greater, repeated, extension, extreme, alternating, tes, pist, restricted, nearest, sufficiently, ones, undergone, luk, Mortal, surpassing, inclined, possibly"
blocks.0.ff_or_moe,161,0.3498,0.2653,"open, Square, high, fore, represented, Aud, growing, safe, parallel, observed, handed, warning, bear, prominent, significant, those, street, shed, Hers, represent"
blocks.0.ff_or_moe,162,0.4729,0.2852,"When, Pon, Son, ranked, Fal, Christopher, Rol, Bun, Steve, Miss, How, Fil, retired, Rein, hosted, onto, Kol, Pay, Back, ci"
blocks.0.ff_or_moe,163,0.3273,0.2954,"2001, air, pl, covered, Rose, Cap, performed, 2000, 2008, z, working, ting, Bird, 2013, fe, 2005, ling, 2010, 2007, finished"
blocks.0.ff_or_moe,164,0.1264,0.2913,"at, ö, AA, ada, Diego, ., addle, mul, bomber, akh, -, upt, haf, was, with, hip, ;, is, as, f"
